"Artist","BookName","SourcePath","ProcessedFolder","PDFCount","Status"
"Various Artists","Various Artists - Best Of 80s Rock [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Best Of 80s Rock [PVG].pdf","ProcessedSongs\Various Artists\Best Of 80s Rock [pvg]","29","EXPANDED"
"Various Artists","Various Artists - Best Of The 70s & 80s [Solo Piano]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Best Of The 70s & 80s [Solo Piano].pdf","ProcessedSongs\Various Artists\Best Of The 70s & 80s [solo Piano]","17","EXPANDED"
"Various Artists","Various Artists - Best Rock Songs 2000-2005","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Best Rock Songs 2000-2005.pdf","ProcessedSongs\Various Artists\Best Rock Songs 2000-2005","18","EXPANDED"
"Various Artists","Various Artists - Biggest Pop Hits 1996-1997","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Biggest Pop Hits 1996-1997.pdf","ProcessedSongs\Various Artists\Biggest Pop Hits 1996-1997","26","EXPANDED"
"Various Artists","Various Artists - Chart Hits 01-02","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Chart Hits 01-02.pdf","ProcessedSongs\Various Artists\Chart Hits 01-02","1","EXPANDED"
"Various Artists","Various Artists - Chart Hits 04-05","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Chart Hits 04-05.pdf","ProcessedSongs\Various Artists\Chart Hits 04-05","19","EXPANDED"
"Various Artists","Various Artists - Chart Hits 98-99","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Chart Hits 98-99.pdf","ProcessedSongs\Various Artists\Chart Hits 98-99","26","EXPANDED"
"Various Artists","Various Artists - Classic Rock - 73 songs","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Classic Rock - 73 songs.pdf","ProcessedSongs\Various Artists\Classic Rock - 73 Songs","73","EXPANDED"
"Various Artists","Various Artists - Collection Of Country Music","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Collection Of Country Music.pdf","ProcessedSongs\Various Artists\Collection Of Country Music","72","EXPANDED"
"Various Artists","Various Artists - Complete Piano Player Easy Blues (22 songs)","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Complete Piano Player Easy Blues (22 songs).pdf","ProcessedSongs\Various Artists\Complete Piano Player Easy Blues (22 Songs)","21","EXPANDED"
"Various Artists","Various Artists - Country Classics [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Country Classics [PVG].pdf","ProcessedSongs\Various Artists\Country Classics [pvg]","49","EXPANDED"
"Various Artists","Various Artists - Even More Songs Of The Eighties [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Even More Songs Of The Eighties [PVG].pdf","ProcessedSongs\Various Artists\Even More Songs Of The Eighties [pvg]","39","EXPANDED"
"Various Artists","Various Artists - Golden Era of Rock and Roll (grab it!)","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Golden Era of Rock and Roll (grab it!).pdf","ProcessedSongs\Various Artists\Golden Era Of Rock And Roll (grab It!)","99","EXPANDED"
"Various Artists","Various Artists - Great Bands Of The 60s [PVG Book]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Great Bands Of The 60s [PVG Book].pdf","ProcessedSongs\Various Artists\Great Bands Of The 60s [pvg Book]","25","EXPANDED"
"Various Artists","Various Artists - Great Bands Of The 70s [PVG Book]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Great Bands Of The 70s [PVG Book].pdf","ProcessedSongs\Various Artists\Great Bands Of The 70s [pvg Book]","20","EXPANDED"
"Various Artists","Various Artists - Great Big Book of Children's Songs","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Great Big Book of Children's Songs.pdf","ProcessedSongs\Various Artists\Great Big Book Of Children's Songs","73","EXPANDED"
"Various Artists","Various Artists - Great Country Collection","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Great Country Collection.pdf","ProcessedSongs\Various Artists\Great Country Collection","14","EXPANDED"
"Various Artists","Various Artists - Great Songs Of The 70s [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Great Songs Of The 70s [Guitar Tab].pdf","ProcessedSongs\Various Artists\Great Songs Of The 70s [guitar Tab]","30","EXPANDED"
"Various Artists","Various Artists - Greatest Hits Of 2004-2005","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Greatest Hits Of 2004-2005.pdf","ProcessedSongs\Various Artists\Greatest Hits Of 2004-2005","59","EXPANDED"
"Various Artists","Various Artists - Greatest Love Songs Of 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Greatest Love Songs Of 80s.pdf","ProcessedSongs\Various Artists\Greatest Love Songs Of 80s","25","EXPANDED"
"Various Artists","Various Artists - Greatest Love Songs Of The 60s","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Greatest Love Songs Of The 60s.pdf","ProcessedSongs\Various Artists\Greatest Love Songs Of The 60s","25","EXPANDED"
"Various Artists","Various Artists - Greatest Love Songs Of The 70s","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Greatest Love Songs Of The 70s.pdf","ProcessedSongs\Various Artists\Greatest Love Songs Of The 70s","26","EXPANDED"
"Various Artists","Various Artists - Greatest Love Songs Of The 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Greatest Love Songs Of The 80s.pdf","ProcessedSongs\Various Artists\Greatest Love Songs Of The 80s","25","EXPANDED"
"Various Artists","Various Artists - Heavy Metal Vol. III","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Heavy Metal Vol. III.pdf","ProcessedSongs\Various Artists\Heavy Metal Vol. Iii","13","EXPANDED"
"Various Artists","Various Artists - Heavy Rock Hits Of The 80s [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Heavy Rock Hits Of The 80s [PVG].pdf","ProcessedSongs\Various Artists\Heavy Rock Hits Of The 80s [pvg]","20","EXPANDED"
"Various Artists","Various Artists - History Of Rock - Late 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - History Of Rock - Late 80s.pdf","ProcessedSongs\Various Artists\History Of Rock - Late 80s","43","EXPANDED"
"Various Artists","Various Artists - More Songs Of The Eighties [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - More Songs Of The Eighties [PVG].pdf","ProcessedSongs\Various Artists\More Songs Of The Eighties [pvg]","42","EXPANDED"
"Various Artists","Various Artists - Music For The Millenium - The Seventies","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Music For The Millenium - The Seventies.pdf","ProcessedSongs\Various Artists\Music For The Millenium - The Seventies","17","EXPANDED"
"Various Artists","Various Artists - Music For The Millennium The Seventies","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Music For The Millennium The Seventies.pdf","ProcessedSongs\Various Artists\Music For The Millennium The Seventies","17","EXPANDED"
"Various Artists","Various Artists - Oldies But Goodies","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Oldies But Goodies.pdf","ProcessedSongs\Various Artists\Oldies But Goodies","40","EXPANDED"
"Various Artists","Various Artists - Popular Piano Solos","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Popular Piano Solos.pdf","ProcessedSongs\Various Artists\Popular Piano Solos","11","EXPANDED"
"Various Artists","Various Artists - Songs Of The 60s [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Songs Of The 60s [PVG].pdf","ProcessedSongs\Various Artists\Songs Of The 60s [pvg]","60","EXPANDED"
"Various Artists","Various Artists - The 1980s","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - The 1980s.pdf","ProcessedSongs\Various Artists\The 1980s","30","EXPANDED"
"Various Artists","Various Artists - The 60s and 70s Rock Score","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - The 60s and 70s Rock Score.pdf","ProcessedSongs\Various Artists\The 60s And 70s Rock Score","9","EXPANDED"
"Various Artists","Various Artists - The Best Children's Songs Ever (Easy Piano)","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - The Best Children's Songs Ever (Easy Piano).pdf","ProcessedSongs\Various Artists\The Best Children's Songs Ever (easy Piano)","103","EXPANDED"
"Various Artists","Various Artists - The Decade Series - The 1980s","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - The Decade Series - The 1980s.pdf","ProcessedSongs\Various Artists\The Decade Series - The 1980s","30","EXPANDED"
"Various Artists","Various Artists - The Greatest Love Songs of the 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - The Greatest Love Songs of the 80s.pdf","ProcessedSongs\Various Artists\The Greatest Love Songs Of The 80s","25","EXPANDED"
"Various Artists","Various Artists - Ultimate 100 Pop Hits Of The 90s","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Ultimate 100 Pop Hits Of The 90s.pdf","ProcessedSongs\Various Artists\Ultimate 100 Pop Hits Of The 90s","101","EXPANDED"
"Various Artists","Various Artists - Ultimate 80s Songs","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Ultimate 80s Songs.pdf","","0","NOT_EXPANDED"
"Various Artists","Various Artists - Ultimate Pop Sheet Music Collection 2000","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Ultimate Pop Sheet Music Collection 2000.pdf","ProcessedSongs\Various Artists\Ultimate Pop Sheet Music Collection 2000","84","EXPANDED"
"Vince Guaraldi","Vince Guaraldi - Peanuts Songbook","C:\Work\AWSMusic\SheetMusic\Vince Guaraldi\Books\Vince Guaraldi - Peanuts Songbook.pdf","ProcessedSongs\Vince Guaraldi\Peanuts Songbook","28","EXPANDED"
"Vince Guaraldi","Vince Guaraldi - The Vince Guaraldi Collection","C:\Work\AWSMusic\SheetMusic\Vince Guaraldi\Books\Vince Guaraldi - The Vince Guaraldi Collection.pdf","ProcessedSongs\Vince Guaraldi\The Vince Guaraldi Collection","9","EXPANDED"
"Whitney Houston","Whitney Houston - The Best Of","C:\Work\AWSMusic\SheetMusic\Whitney Houston\Books\Whitney Houston - The Best Of.pdf","ProcessedSongs\Whitney Houston\The Best Of","10","EXPANDED"
"Who","Who - Quadrophenia (PVG)","C:\Work\AWSMusic\SheetMusic\Who\Books\Who - Quadrophenia (PVG).pdf","ProcessedSongs\Who\Who - Quadrophenia (PVG)","9","EXPANDED"
"Who","Who - Who Anthology","C:\Work\AWSMusic\SheetMusic\Who\Books\Who - Who Anthology.pdf","ProcessedSongs\Who\Who Anthology","44","EXPANDED"
"Wings","Wings - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Wings\Books\Wings - Greatest Hits.pdf","ProcessedSongs\Wings\Wings - Greatest Hits","13","EXPANDED"
"Wings","Wings - London Town (PVG Book)","C:\Work\AWSMusic\SheetMusic\Wings\Books\Wings - London Town (PVG Book).pdf","ProcessedSongs\Wings\Wings - London Town (PVG Book)","8","EXPANDED"
"Wings","Wings - Over America [PVG]","C:\Work\AWSMusic\SheetMusic\Wings\Books\Wings - Over America [PVG].pdf","ProcessedSongs\Wings\Wings - Over America [PVG]","19","EXPANDED"
"Yes","Yes - Complete Deluxe Edition","C:\Work\AWSMusic\SheetMusic\Yes\Books\Yes - Complete Deluxe Edition.pdf","ProcessedSongs\Yes\Complete Deluxe Edition","29","EXPANDED"
"ZZ Top","Greatest Hits","C:\Work\AWSMusic\SheetMusic\ZZ Top\Books\Greatest Hits.pdf","ProcessedSongs\Zz Top\Greatest Hits","21","EXPANDED"
"_Broadway Shows","A Treasury of Gilbert & Sullivan Part 1","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\A Treasury of Gilbert & Sullivan Part 1.pdf","ProcessedSongs\_broadway Shows\A Treasury Of Gilbert & Sullivan Part 1","50","EXPANDED"
"_Broadway Shows","A Treasury of Gilbert & Sullivan Part 2","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\A Treasury of Gilbert & Sullivan Part 2.pdf","ProcessedSongs\_broadway Shows\A Treasury Of Gilbert & Sullivan Part 2","47","EXPANDED"
"_Broadway Shows","Lambert and Morrison - The Drowsy Chaperone (Version 1)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lambert and Morrison - The Drowsy Chaperone (Version 1).pdf","ProcessedSongs\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone (version 1)","1","EXPANDED"
"_Broadway Shows","Lambert and Morrison - The Drowsy Chaperone (Version 2)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lambert and Morrison - The Drowsy Chaperone (Version 2).pdf","ProcessedSongs\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone (version 2)","2","EXPANDED"
"_Broadway Shows","Lerner and Loewe - Camelot","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lerner and Loewe - Camelot.pdf","ProcessedSongs\_broadway Shows\Lerner And Loewe - Camelot","16","EXPANDED"
"_Broadway Shows","Mamma Mia","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Mamma Mia.pdf","ProcessedSongs\_broadway Shows\Mamma Mia","15","EXPANDED"
"_Broadway Shows","Rogers and Hammerstein - South Pacific","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Rogers and Hammerstein - South Pacific.pdf","ProcessedSongs\_broadway Shows\Rogers And Hammerstein - South Pacific","7","EXPANDED"
"_Broadway Shows","The Wedding Singer","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\The Wedding Singer.pdf","ProcessedSongs\_broadway Shows\The Wedding Singer","72","EXPANDED"
"_Broadway Shows","Various Artists - 25th Annual Putnam County Spelling Bee","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - 25th Annual Putnam County Spelling Bee.pdf","","0","NOT_EXPANDED"
"_Broadway Shows","Various Artists - Aida","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Aida.pdf","ProcessedSongs\_broadway Shows\Various Artists - Aida","1","EXPANDED"
"_Broadway Shows","Various Artists - Aladdin (book)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Aladdin (book).pdf","ProcessedSongs\_broadway Shows\Various Artists - Aladdin (book)","8","EXPANDED"
"_Broadway Shows","Various Artists - Aladdin Jr","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Aladdin Jr.pdf","ProcessedSongs\_broadway Shows\Various Artists - Aladdin Jr","34","EXPANDED"
"_Broadway Shows","Various Artists - Annie - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Annie - Full Score.pdf","ProcessedSongs\_broadway Shows\Various Artists - Annie - Full Score","29","EXPANDED"
"_Broadway Shows","Various Artists - Avenue Q - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Avenue Q - Full Score.pdf","ProcessedSongs\_broadway Shows\Various Artists - Avenue Q - Full Score","1","EXPANDED"
"_Broadway Shows","Various Artists - Avenue X - Vocal Chorus Book","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Avenue X - Vocal Chorus Book.pdf","ProcessedSongs\_broadway Shows\Various Artists - Avenue X - Vocal Chorus Book","25","EXPANDED"
"_Broadway Shows","Various Artists - Beauty and the Beast (1994 MTI PC Score, complete)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Beauty and the Beast (1994 MTI PC Score, complete).pdf","ProcessedSongs\_broadway Shows\Various Artists - Beauty And The Beast (1994 Mti Pc Score, Complete)","23","EXPANDED"
"_Broadway Shows","Various Artists - Beauty and the Beast [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Beauty and the Beast [Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Beauty And The Beast [score]","38","EXPANDED"
"_Broadway Shows","Various Artists - Best in Broadway Deluxe Edition","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Best in Broadway Deluxe Edition.pdf","ProcessedSongs\_broadway Shows\Various Artists - Best In Broadway Deluxe Edition","62","EXPANDED"
"_Broadway Shows","Various Artists - Cabaret (1998 version)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret (1998 version).pdf","ProcessedSongs\_broadway Shows\Various Artists - Cabaret (1998 Version)","2","EXPANDED"
"_Broadway Shows","Various Artists - Cabaret (Original)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret (Original).pdf","ProcessedSongs\_broadway Shows\Various Artists - Cabaret (original)","3","EXPANDED"
"_Broadway Shows","Various Artists - Cats - Conductor Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cats - Conductor Score.pdf","ProcessedSongs\_broadway Shows\Various Artists - Cats - Conductor Score","2","EXPANDED"
"_Broadway Shows","Various Artists - Chicago (1975)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Chicago (1975).pdf","ProcessedSongs\_broadway Shows\Various Artists - Chicago (1975)","22","EXPANDED"
"_Broadway Shows","Various Artists - Dear Evan Hansen (PVG)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Dear Evan Hansen (PVG).pdf","ProcessedSongs\_broadway Shows\Various Artists - Dear Evan Hansen (pvg)","15","EXPANDED"
"_Broadway Shows","Various Artists - Dirty Rotten Scoundrels (Piano-Vocal)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Dirty Rotten Scoundrels (Piano-Vocal).pdf","ProcessedSongs\_broadway Shows\Various Artists - Dirty Rotten Scoundrels (piano-vocal)","1","EXPANDED"
"_Broadway Shows","Various Artists - Evita  [Conductor Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Evita  [Conductor Score].pdf","","0","NOT_EXPANDED"
"_Broadway Shows","Various Artists - Evita [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Evita [Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Evita [score]","11","EXPANDED"
"_Broadway Shows","Various Artists - Footloose [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Footloose [Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Footloose [score]","15","EXPANDED"
"_Broadway Shows","Various Artists - Grease [1994 Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Grease [1994 Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Grease [1994 Score]","13","EXPANDED"
"_Broadway Shows","Various Artists - Grease [2003 Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Grease [2003 Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Grease [2003 Score]","40","EXPANDED"
"_Broadway Shows","Various Artists - Hair (rev 1995) - Piano Conductor Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Hair (rev 1995) - Piano Conductor Score.pdf","ProcessedSongs\_broadway Shows\Various Artists - Hair (rev 1995) - Piano Conductor Score","44","EXPANDED"
"_Broadway Shows","Various Artists - High School Musical 1 [Libretto]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - High School Musical 1 [Libretto].pdf","","0","NOT_EXPANDED"
"_Broadway Shows","Various Artists - High School Musical [score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - High School Musical [score].pdf","ProcessedSongs\_broadway Shows\Various Artists - High School Musical [score]","8","EXPANDED"
"_Broadway Shows","Various Artists - Jesus Christ Superstar","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Jesus Christ Superstar.pdf","ProcessedSongs\_broadway Shows\Various Artists - Jesus Christ Superstar","8","EXPANDED"
"_Broadway Shows","Various Artists - Legally Blonde - score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Legally Blonde - score.pdf","ProcessedSongs\_broadway Shows\Various Artists - Legally Blonde - Score","1","EXPANDED"
"_Broadway Shows","Various Artists - Les Miserables - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Full Score.pdf","ProcessedSongs\_broadway Shows\Various Artists - Les Miserables - Full Score","16","EXPANDED"
"_Broadway Shows","Various Artists - Les Miserables - Piano-Conductor (complete)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-Conductor (complete).pdf","ProcessedSongs\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)","5","EXPANDED"
"_Broadway Shows","Various Artists - Les Miserables - Piano-Conductor","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-Conductor.pdf","ProcessedSongs\_broadway Shows\Various Artists - Les Miserables - Piano-conductor","4","EXPANDED"
"_Broadway Shows","Various Artists - Lion King [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Lion King [Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Lion King [score]","57","EXPANDED"
"_Broadway Shows","Various Artists - Little Mermaid Workshop score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Mermaid Workshop score.PDF","ProcessedSongs\_broadway Shows\Various Artists - Little Mermaid Workshop Score","1","EXPANDED"
"_Broadway Shows","Various Artists - Little Shop Of Horrors (Broadway)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop Of Horrors (Broadway).pdf","","0","NOT_EXPANDED"
"_Broadway Shows","Various Artists - Little Shop of Horrors (original)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop of Horrors (original).pdf","ProcessedSongs\_broadway Shows\Various Artists - Little Shop Of Horrors (original)","2","EXPANDED"
"_Broadway Shows","Various Artists - Little Shop of Horrors Script","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop of Horrors Script.pdf","","0","NOT_EXPANDED"
"_Broadway Shows","Various Artists - Mary Poppins","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Mary Poppins.pdf","ProcessedSongs\_broadway Shows\Various Artists - Mary Poppins","1","EXPANDED"
"_Broadway Shows","Various Artists - Phantom of Opera [SATB]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom of Opera [SATB].pdf","ProcessedSongs\_broadway Shows\Various Artists - Phantom Of Opera [satb]","5","EXPANDED"
"_Broadway Shows","Various Artists - Phantom of the Opera [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom of the Opera [Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Phantom Of The Opera [score]","7","EXPANDED"
"_Broadway Shows","Various Artists - Phantom of the Opera","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom of the Opera.pdf","ProcessedSongs\_broadway Shows\Various Artists - Phantom Of The Opera","1","EXPANDED"
"_Broadway Shows","Various Artists - Rent [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Rent [Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Rent [score]","46","EXPANDED"
"_Broadway Shows","Various Artists - Rocky Horror Show Revised - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Rocky Horror Show Revised - Full Score.pdf","ProcessedSongs\_broadway Shows\Various Artists - Rocky Horror Show Revised - Full Score","24","EXPANDED"
"_Broadway Shows","Various Artists - Rocky Horror Show","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Rocky Horror Show.pdf","ProcessedSongs\_broadway Shows\Various Artists - Rocky Horror Show","1","EXPANDED"
"_Broadway Shows","Various Artists - Seussical - TYA","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical - TYA.pdf","ProcessedSongs\_broadway Shows\Various Artists - Seussical - Tya","38","EXPANDED"
"_Broadway Shows","Various Artists - Seussical [Piano-Conductor]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical [Piano-Conductor].pdf","ProcessedSongs\_broadway Shows\Various Artists - Seussical [piano-conductor]","13","EXPANDED"
"_Broadway Shows","Various Artists - Seussical [PV Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical [PV Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Seussical [pv Score]","34","EXPANDED"
"_Broadway Shows","Various Artists - Shrek The Musical","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Shrek The Musical.pdf","","0","NOT_EXPANDED"
"_Broadway Shows","Various Artists - Sound of Music (Vocal Selections)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sound of Music (Vocal Selections).pdf","ProcessedSongs\_broadway Shows\Various Artists - Sound Of Music (vocal Selections)","7","EXPANDED"
"_Broadway Shows","Various Artists - Sound of Music","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sound of Music.pdf","ProcessedSongs\_broadway Shows\Various Artists - Sound Of Music","16","EXPANDED"
"_Broadway Shows","Various Artists - Spamalot","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Spamalot.pdf","ProcessedSongs\_broadway Shows\Various Artists - Spamalot","65","EXPANDED"
"_Broadway Shows","Various Artists - Sweeney Todd Vocal Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sweeney Todd Vocal Score.pdf","ProcessedSongs\_broadway Shows\Various Artists - Sweeney Todd Vocal Score","19","EXPANDED"
"_Broadway Shows","Various Artists - The Hobbit Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - The Hobbit Score.pdf","ProcessedSongs\_broadway Shows\Various Artists - The Hobbit Score","11","EXPANDED"
"_Broadway Shows","Various Artists - The Ultimate BROADWAY fakebook","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - The Ultimate BROADWAY fakebook.pdf","ProcessedSongs\_broadway Shows\Various Artists - The Ultimate Broadway Fakebook","406","EXPANDED"
"_Broadway Shows","Various Artists - Wicked [PVG]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wicked [PVG].pdf","ProcessedSongs\_broadway Shows\Various Artists - Wicked [pvg]","13","EXPANDED"
"_Broadway Shows","Various Artists - Wicked [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wicked [Score].pdf","ProcessedSongs\_broadway Shows\Various Artists - Wicked [score]","1","EXPANDED"
"_Broadway Shows","Various Artists - Wizard Of Oz (RSC Piano-Conductor)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wizard Of Oz (RSC Piano-Conductor).pdf","ProcessedSongs\_broadway Shows\Various Artists - Wizard Of Oz (rsc Piano-conductor)","20","EXPANDED"
"_Broadway Shows","Various Artists - Wizard Of Oz - Piano Conductor","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wizard Of Oz - Piano Conductor.pdf","ProcessedSongs\_broadway Shows\Various Artists - Wizard Of Oz - Piano Conductor","24","EXPANDED"
"_Broadway Shows","Various Artists - You're A Good Man Charlie Brown (Score)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - You're A Good Man Charlie Brown (Score).pdf","","0","NOT_EXPANDED"
