"Artist","Book","OriginalFilename","NewFilename","WillRename","OriginalPath","NewPath"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Dumbo - Baby Mine.pdf","From Walt Disney's Dumbo - Baby Mine.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Dumbo - Baby Mine.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Dumbo - Baby Mine.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Dumbo - When I See An Elephant Fly.pdf","From Walt Disney's Dumbo - When I See An Elephant Fly.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Dumbo - When I See An Elephant Fly.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Dumbo - When I See An Elephant Fly.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Lady And The Tramp (words And Music By Peggy Lee And Sonny Burke) - Bella Notte (this Is The Night).pdf","From Walt Disney's Lady And The Tramp (words And Music By Peggy Lee And Sonny Burke) - Bella Notte (this Is The Night).pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Lady And The Tramp (words And Music By Peggy Lee And Sonny Burke) - Bella Notte (this Is The Night).pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Lady And The Tramp (words And Music By Peggy Lee And Sonny Burke) - Bella Notte (this Is The Night).pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Mary Poppins - A Spoonful Of Sugar.pdf","From Walt Disney's Mary Poppins - A Spoonful Of Sugar.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Mary Poppins - A Spoonful Of Sugar.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Mary Poppins - A Spoonful Of Sugar.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Mary Poppins - Supercalifragilisticexpialidocious.pdf","From Walt Disney's Mary Poppins - Supercalifragilisticexpialidocious.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Mary Poppins - Supercalifragilisticexpialidocious.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Mary Poppins - Supercalifragilisticexpialidocious.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Newsies - Seize The Day.pdf","From Walt Disney's Newsies - Seize The Day.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Newsies - Seize The Day.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Newsies - Seize The Day.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Old Yeller - Old Yeller.pdf","From Walt Disney's Old Yeller - Old Yeller.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Old Yeller - Old Yeller.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Old Yeller - Old Yeller.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Oliver & Company - Perfect Isn't Easy.pdf","From Walt Disney's Oliver & Company - Perfect Isn't Easy.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Oliver & Company - Perfect Isn't Easy.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Oliver & Company - Perfect Isn't Easy.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Pete's Dragon - Candle On The Water.pdf","From Walt Disney's Pete's Dragon - Candle On The Water.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Pete's Dragon - Candle On The Water.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Pete's Dragon - Candle On The Water.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Peter Pan (words By Sammy Cahn, Music By Sammy Fain) - You Can Fly!.pdf","From Walt Disney's Peter Pan (words By Sammy Cahn, Music By Sammy Fain) - You Can Fly!.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Peter Pan (words By Sammy Cahn, Music By Sammy Fain) - You Can Fly!.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Peter Pan (words By Sammy Cahn, Music By Sammy Fain) - You Can Fly!.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Peter Pan - The Second Star To The Right.pdf","From Walt Disney's Peter Pan - The Second Star To The Right.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Peter Pan - The Second Star To The Right.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Peter Pan - The Second Star To The Right.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Pinocchio - Give A Little Whistle.pdf","From Walt Disney's Pinocchio - Give A Little Whistle.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Pinocchio - Give A Little Whistle.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Pinocchio - Give A Little Whistle.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Pinocchio - Hi-diddle-dee-dee (an Actor's Life For Me).pdf","From Walt Disney's Pinocchio - Hi-diddle-dee-dee (an Actor's Life For Me).pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Pinocchio - Hi-diddle-dee-dee (an Actor's Life For Me).pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Pinocchio - Hi-diddle-dee-dee (an Actor's Life For Me).pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Pinocchio - I've Got No Strings.pdf","From Walt Disney's Pinocchio - I've Got No Strings.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Pinocchio - I've Got No Strings.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Pinocchio - I've Got No Strings.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Pinocchio - When You Wish Upon A Star.pdf","From Walt Disney's Pinocchio - When You Wish Upon A Star.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Pinocchio - When You Wish Upon A Star.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Pinocchio - When You Wish Upon A Star.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Pocahontas - Colors Of The Wind.pdf","From Walt Disney's Pocahontas - Colors Of The Wind.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Pocahontas - Colors Of The Wind.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Pocahontas - Colors Of The Wind.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Pocahontas - If I Never Knew You.pdf","From Walt Disney's Pocahontas - If I Never Knew You.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Pocahontas - If I Never Knew You.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Pocahontas - If I Never Knew You.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Robin Hood - Oo-de-lally.pdf","From Walt Disney's Robin Hood - Oo-de-lally.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Robin Hood - Oo-de-lally.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Robin Hood - Oo-de-lally.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Sleeping Beauty - Once Upon A Dream.pdf","From Walt Disney's Sleeping Beauty - Once Upon A Dream.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Sleeping Beauty - Once Upon A Dream.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Sleeping Beauty - Once Upon A Dream.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Snow White And The Seven Dwarfs (words By Larry Morey, Music By Frank Churchill) - Some Day My Prince Will Come.pdf","From Walt Disney's Snow White And The Seven Dwarfs (words By Larry Morey, Music By Frank Churchill) - Some Day My Prince Will Come.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Snow White And The Seven Dwarfs (words By Larry Morey, Music By Frank Churchill) - Some Day My Prince Will Come.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Snow White And The Seven Dwarfs (words By Larry Morey, Music By Frank Churchill) - Some Day My Prince Will Come.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Snow White And The Seven Dwarfs (words By Larry Morey, Music By Frank Churchill) - Whistle While You Work.pdf","From Walt Disney's Snow White And The Seven Dwarfs (words By Larry Morey, Music By Frank Churchill) - Whistle While You Work.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Snow White And The Seven Dwarfs (words By Larry Morey, Music By Frank Churchill) - Whistle While You Work.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Snow White And The Seven Dwarfs (words By Larry Morey, Music By Frank Churchill) - Whistle While You Work.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Snow White And The Seven Dwarfs - Heigh-ho.pdf","From Walt Disney's Snow White And The Seven Dwarfs - Heigh-ho.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Snow White And The Seven Dwarfs - Heigh-ho.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Snow White And The Seven Dwarfs - Heigh-ho.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Snow White And The Seven Dwarfs - I'm Wishing.pdf","From Walt Disney's Snow White And The Seven Dwarfs - I'm Wishing.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Snow White And The Seven Dwarfs - I'm Wishing.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Snow White And The Seven Dwarfs - I'm Wishing.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's So Dear To My Heart - Lavender Blue (dilly Dilly).pdf","From Walt Disney's So Dear To My Heart - Lavender Blue (dilly Dilly).pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's So Dear To My Heart - Lavender Blue (dilly Dilly).pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's So Dear To My Heart - Lavender Blue (dilly Dilly).pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Song Of The South (words By Ray Gilbert, Music By Allie Wrubel) - Zip-a-dee-doo-dah.pdf","From Walt Disney's Song Of The South (words By Ray Gilbert, Music By Allie Wrubel) - Zip-a-dee-doo-dah.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Song Of The South (words By Ray Gilbert, Music By Allie Wrubel) - Zip-a-dee-doo-dah.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Song Of The South (words By Ray Gilbert, Music By Allie Wrubel) - Zip-a-dee-doo-dah.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Aristocats - Ev'rybody Wants To Be A Cat.pdf","From Walt Disney's The Aristocats - Ev'rybody Wants To Be A Cat.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Aristocats - Ev'rybody Wants To Be A Cat.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Aristocats - Ev'rybody Wants To Be A Cat.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Fox And The Hound - Best Of Friends.pdf","From Walt Disney's The Fox And The Hound - Best Of Friends.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Fox And The Hound - Best Of Friends.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Fox And The Hound - Best Of Friends.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Happiest Millionaire - Fortuosity.pdf","From Walt Disney's The Happiest Millionaire - Fortuosity.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Happiest Millionaire - Fortuosity.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Happiest Millionaire - Fortuosity.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Hunchback Of Notre Dame (music By Alan Menken, Lyrics By Stephen Schwartz) - God Help The Outcasts.pdf","From Walt Disney's The Hunchback Of Notre Dame (music By Alan Menken, Lyrics By Stephen Schwartz) - God Help The Outcasts.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Hunchback Of Notre Dame (music By Alan Menken, Lyrics By Stephen Schwartz) - God Help The Outcasts.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Hunchback Of Notre Dame (music By Alan Menken, Lyrics By Stephen Schwartz) - God Help The Outcasts.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Hunchback Of Notre Dame - Someday.pdf","From Walt Disney's The Hunchback Of Notre Dame - Someday.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Hunchback Of Notre Dame - Someday.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Hunchback Of Notre Dame - Someday.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Jungle Book - The Bare Necessities.pdf","From Walt Disney's The Jungle Book - The Bare Necessities.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Jungle Book - The Bare Necessities.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Jungle Book - The Bare Necessities.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Little Mermaid (lyrics By Howard Ashman, Music By Alan Menken) - Kiss The Girl.pdf","From Walt Disney's The Little Mermaid (lyrics By Howard Ashman, Music By Alan Menken) - Kiss The Girl.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Little Mermaid (lyrics By Howard Ashman, Music By Alan Menken) - Kiss The Girl.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Little Mermaid (lyrics By Howard Ashman, Music By Alan Menken) - Kiss The Girl.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Little Mermaid - Part Of Your World.pdf","From Walt Disney's The Little Mermaid - Part Of Your World.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Little Mermaid - Part Of Your World.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Little Mermaid - Part Of Your World.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Little Mermaid - Under The Sea.pdf","From Walt Disney's The Little Mermaid - Under The Sea.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Little Mermaid - Under The Sea.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Little Mermaid - Under The Sea.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Many Adventures Of Winnie The Pooh (words And Music By Richard M. Sherman And Robert B. Sherman) - Winnie The Pooh.pdf","From Walt Disney's The Many Adventures Of Winnie The Pooh (words And Music By Richard M. Sherman And Robert B. Sherman) - Winnie The Pooh.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Many Adventures Of Winnie The Pooh (words And Music By Richard M. Sherman And Robert B. Sherman) - Winnie The Pooh.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Many Adventures Of Winnie The Pooh (words And Music By Richard M. Sherman And Robert B. Sherman) - Winnie The Pooh.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Mickey Mouse Club - Mickey Mouse March.pdf","From Walt Disney's The Mickey Mouse Club - Mickey Mouse March.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Mickey Mouse Club - Mickey Mouse March.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Mickey Mouse Club - Mickey Mouse March.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Parent Trap (words And Music By Richard M. Sherman And Robert B. Sherman) - Let's Get Together.pdf","From Walt Disney's The Parent Trap (words And Music By Richard M. Sherman And Robert B. Sherman) - Let's Get Together.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Parent Trap (words And Music By Richard M. Sherman And Robert B. Sherman) - Let's Get Together.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Parent Trap (words And Music By Richard M. Sherman And Robert B. Sherman) - Let's Get Together.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Rescuers (words By Carol Connors And Ayn Robbins, Music By Sammy Fain) - Someone's Waiting For You.pdf","From Walt Disney's The Rescuers (words By Carol Connors And Ayn Robbins, Music By Sammy Fain) - Someone's Waiting For You.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Rescuers (words By Carol Connors And Ayn Robbins, Music By Sammy Fain) - Someone's Waiting For You.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Rescuers (words By Carol Connors And Ayn Robbins, Music By Sammy Fain) - Someone's Waiting For You.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's The Sword In The Stone - Higitus Figitus.pdf","From Walt Disney's The Sword In The Stone - Higitus Figitus.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's The Sword In The Stone - Higitus Figitus.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's The Sword In The Stone - Higitus Figitus.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Three Little Pigs (words And Music By Frank Churchill, Additional Lyrics By Ann Ronell) - Who's Afraid Of The Big Bad Wolf-.pdf","From Walt Disney's Three Little Pigs (words And Music By Frank Churchill, Additional Lyrics By Ann Ronell) - Who's Afraid Of The Big Bad Wolf-.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Three Little Pigs (words And Music By Frank Churchill, Additional Lyrics By Ann Ronell) - Who's Afraid Of The Big Bad Wolf-.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Three Little Pigs (words And Music By Frank Churchill, Additional Lyrics By Ann Ronell) - Who's Afraid Of The Big Bad Wolf-.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","From Walt Disney's Toy Story (randy Newman) - You've Got A Friend In Me.pdf","From Walt Disney's Toy Story (randy Newman) - You've Got A Friend In Me.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\From Walt Disney's Toy Story (randy Newman) - You've Got A Friend In Me.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\From Walt Disney's Toy Story (randy Newman) - You've Got A Friend In Me.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","Howard Ashman & Alan Menken - Be Our Guest.pdf","Howard Ashman & Alan Menken - Be Our Guest.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\Howard Ashman & Alan Menken - Be Our Guest.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\Howard Ashman & Alan Menken - Be Our Guest.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","Ray Gannon - The Lord Is Good To Me.pdf","Ray Gannon - The Lord Is Good To Me.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\Ray Gannon - The Lord Is Good To Me.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\Ray Gannon - The Lord Is Good To Me.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","Richard M. Sherman And Robert B. Sherman - The Wonderful Thing About Tiggers.pdf","Richard M. Sherman And Robert B. Sherman - The Wonderful Thing About Tiggers.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\Richard M. Sherman And Robert B. Sherman - The Wonderful Thing About Tiggers.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\Richard M. Sherman And Robert B. Sherman - The Wonderful Thing About Tiggers.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","Richard M. Sherman And Robert B. Sherman - Trust In Me (the Python's Song).pdf","Richard M. Sherman And Robert B. Sherman - Trust In Me (the Python's Song).pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\Richard M. Sherman And Robert B. Sherman - Trust In Me (the Python's Song).pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\Richard M. Sherman And Robert B. Sherman - Trust In Me (the Python's Song).pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","Richard M. Sherman, Robert B. Sherman - It's A Small World.pdf","Richard M. Sherman, Robert B. Sherman - It's A Small World.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\Richard M. Sherman, Robert B. Sherman - It's A Small World.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\Richard M. Sherman, Robert B. Sherman - It's A Small World.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney","Walt Disney And Carl Stalling - Minnie's Yoo Hoo.pdf","Walt Disney And Carl Stalling - Minnie's Yoo Hoo.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney\Songs\Walt Disney And Carl Stalling - Minnie's Yoo Hoo.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney\Walt Disney And Carl Stalling - Minnie's Yoo Hoo.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Disneyland And Walt Disney World's Pirates Of The Caribbean (words By Xavier Atencio, Music By George Bruns) - Yo Ho (a Pirate's Life For Me).pdf","From Disneyland And Walt Disney World's Pirates Of The Caribbean (words By Xavier Atencio, Music By George Bruns) - Yo Ho (a Pirate's Life For Me).pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Disneyland And Walt Disney World's Pirates Of The Caribbean (words By Xavier Atencio, Music By George Bruns) - Yo Ho (a Pirate's Life For Me).pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Disneyland And Walt Disney World's Pirates Of The Caribbean (words By Xavier Atencio, Music By George Bruns) - Yo Ho (a Pirate's Life For Me).pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney Pictures' Hercules (music By Alan Menken, Lyrics By David Zippel) - Zero To Hero.pdf","From Walt Disney Pictures' Hercules (music By Alan Menken, Lyrics By David Zippel) - Zero To Hero.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney Pictures' Hercules (music By Alan Menken, Lyrics By David Zippel) - Zero To Hero.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney Pictures' Hercules (music By Alan Menken, Lyrics By David Zippel) - Zero To Hero.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney Pictures' Hercules - Go The Distance.pdf","From Walt Disney Pictures' Hercules - Go The Distance.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney Pictures' Hercules - Go The Distance.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney Pictures' Hercules - Go The Distance.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney Pictures' Mulan - Honor To Us All.pdf","From Walt Disney Pictures' Mulan - Honor To Us All.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney Pictures' Mulan - Honor To Us All.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney Pictures' Mulan - Honor To Us All.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney Pictures' Mulan - Reflection.pdf","From Walt Disney Pictures' Mulan - Reflection.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney Pictures' Mulan - Reflection.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney Pictures' Mulan - Reflection.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney Pictures' The Lion King (music By Elton John, Lyrics By Tim Rice) - Circle Of Life.pdf","From Walt Disney Pictures' The Lion King (music By Elton John, Lyrics By Tim Rice) - Circle Of Life.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney Pictures' The Lion King (music By Elton John, Lyrics By Tim Rice) - Circle Of Life.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney Pictures' The Lion King (music By Elton John, Lyrics By Tim Rice) - Circle Of Life.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney Pictures' The Lion King - Can You Feel The Love Tonight.pdf","From Walt Disney Pictures' The Lion King - Can You Feel The Love Tonight.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney Pictures' The Lion King - Can You Feel The Love Tonight.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney Pictures' The Lion King - Can You Feel The Love Tonight.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney Pictures' The Lion King - Hakuna Matata.pdf","From Walt Disney Pictures' The Lion King - Hakuna Matata.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney Pictures' The Lion King - Hakuna Matata.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney Pictures' The Lion King - Hakuna Matata.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney's 101 Dalmatians - Cruella De Vil.pdf","From Walt Disney's 101 Dalmatians - Cruella De Vil.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney's 101 Dalmatians - Cruella De Vil.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney's 101 Dalmatians - Cruella De Vil.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney's Aladdin - A Whole New World.pdf","From Walt Disney's Aladdin - A Whole New World.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney's Aladdin - A Whole New World.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney's Aladdin - A Whole New World.pdf"
"_movie And Tv","The New Illustrated Treasury Of Disney Songs","From Walt Disney's Aladdin - Friend Like Me.pdf","From Walt Disney's Aladdin - Friend Like Me.pdf","False","_movie And Tv\The New Illustrated Treasury Of Disney Songs\Songs\From Walt Disney's Aladdin - Friend Like Me.pdf","_movie And Tv\books\The New Illustrated Treasury Of Disney Songs\From Walt Disney's Aladdin - Friend Like Me.pdf"
