csv_artist,csv_book_name,csv_source_path,csv_book_id,csv_s3_uri,match_score,match_reason,db_book_id,db_artist,db_book_name,db_source_uri,db_status,book_id_match
_Broadway Shows,Various Artists - Lion King _Score_,_Broadway Shows\Various Artists - Lion King _Score_.pdf,b2a319ca77876783,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Lion King _Score_.pdf,0.990,artist:1.00 book:1.00 path:0.95,b21c3e2f1853133b,_Broadway Shows,Various Artists - Lion King [Score],s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Lion King [Score].pdf,success,NO
_Broadway Shows,Various Artists - Little Mermaid Workshop score,_Broadway Shows\Various Artists - Little Mermaid Workshop score.pdf,cd8939f2405cbe74,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Little Mermaid Workshop score.pdf,0.992,artist:1.00 book:1.00 path:0.96,broadway-shows-various-artists-little-mermaid-workshop-score,_Broadway Shows,Various Artists - Little Mermaid Workshop score,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Little Mermaid Workshop score.PDF,success,NO
_Broadway Shows,Various Artists - Little Shop Of Horrors Script,_Broadway Shows\Various Artists - Little Shop Of Horrors Script.pdf,76b2f5626ef0fa0b,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Little Shop Of Horrors Script.pdf,0.992,artist:1.00 book:1.00 path:0.96,broadway-shows-various-artists-little-shop-of-horrors-script,_Broadway Shows,Various Artists - Little Shop of Horrors Script,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Little Shop of Horrors Script.pdf,failed,NO
_Broadway Shows,Various Artists - Little Shop Of Horrors _Broadway_,_Broadway Shows\Various Artists - Little Shop Of Horrors _Broadway_.pdf,31693e698f8b8a3a,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Little Shop Of Horrors _Broadway_.pdf,0.992,artist:1.00 book:1.00 path:0.96,various-artists---little-shop-of-horrors--broadway-,_Broadway Shows,Various Artists - Little Shop Of Horrors _Broadway_,s3://jsmith-input/SheetMusic/_Broadway Shows/Books/Various Artists - Little Shop Of Horrors _Broadway_.pdf,failed,NO
_Broadway Shows,Various Artists - Little Shop Of Horrors _original_,_Broadway Shows\Various Artists - Little Shop Of Horrors _original_.pdf,e15db1d8f7283552,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Little Shop Of Horrors _original_.pdf,0.992,artist:1.00 book:1.00 path:0.96,bfa89d24fea533fc,_Broadway Shows,Various Artists - Little Shop of Horrors (original),s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Little Shop of Horrors (original).pdf,success,NO
_Broadway Shows,Various Artists - Mary Poppins,_Broadway Shows\Various Artists - Mary Poppins.pdf,ee801d8198c9dffc,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Mary Poppins.pdf,0.989,artist:1.00 book:1.00 path:0.95,broadway-shows-various-artists-mary-poppins,_Broadway Shows,Various Artists - Mary Poppins,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Mary Poppins.pdf,success,NO
_Broadway Shows,Various Artists - Phantom Of Opera _SATB_,_Broadway Shows\Various Artists - Phantom Of Opera _SATB_.pdf,9f133b059bd62bfa,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Phantom Of Opera _SATB_.pdf,0.991,artist:1.00 book:1.00 path:0.96,broadway-shows-various-artists-phantom-of-opera-satb,_Broadway Shows,Various Artists - Phantom of Opera [SATB],s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Phantom of Opera [SATB].pdf,success,NO
_Broadway Shows,Various Artists - Phantom Of The Opera,_Broadway Shows\Various Artists - Phantom Of The Opera.pdf,3911af580f28b968,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Phantom Of The Opera.pdf,0.991,artist:1.00 book:1.00 path:0.95,7f1fb7890c82f16b,_Broadway Shows,Various Artists - Phantom of the Opera,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Phantom of the Opera.pdf,success,NO
_Broadway Shows,Various Artists - Phantom Of The Opera _Score_,_Broadway Shows\Various Artists - Phantom Of The Opera _Score_.pdf,989cb92c6d976572,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Phantom Of The Opera _Score_.pdf,0.992,artist:1.00 book:1.00 path:0.96,a33192fc640fc893,_Broadway Shows,Various Artists - Phantom of the Opera [Score],s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Phantom of the Opera [Score].pdf,success,NO
_Broadway Shows,Various Artists - Rent _Score_,_Broadway Shows\Various Artists - Rent _Score_.pdf,7198ed216b328ba7,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Rent _Score_.pdf,0.989,artist:1.00 book:1.00 path:0.95,broadway-shows-various-artists-rent-score,_Broadway Shows,Various Artists - Rent [Score],s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Rent [Score].pdf,success,NO
_Broadway Shows,Various Artists - Rocky Horror Show,_Broadway Shows\Various Artists - Rocky Horror Show.pdf,4562a12ab704cb8f,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Rocky Horror Show.pdf,0.990,artist:1.00 book:1.00 path:0.95,broadway-shows-various-artists-rocky-horror-show,_Broadway Shows,Various Artists - Rocky Horror Show,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Rocky Horror Show.pdf,success,NO
_Broadway Shows,Various Artists - Rocky Horror Show Revised - Full Score,_Broadway Shows\Various Artists - Rocky Horror Show Revised - Full Score.pdf,021f9de076b7bbf9,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Rocky Horror Show Revised - Full Score.pdf,0.993,artist:1.00 book:1.00 path:0.97,96477834c9b77edc,_Broadway Shows,Various Artists - Rocky Horror Show Revised - Full Score,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Rocky Horror Show Revised - Full Score.pdf,success,NO
_Broadway Shows,Various Artists - Seussical - TYA,_Broadway Shows\Various Artists - Seussical - TYA.pdf,4b542ebc26c393a6,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Seussical - TYA.pdf,0.990,artist:1.00 book:1.00 path:0.95,1ce1455b109b8bc7,_Broadway Shows,Various Artists - Seussical - TYA,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Seussical - TYA.pdf,success,NO
_Broadway Shows,Various Artists - Seussical _PV Score_,_Broadway Shows\Various Artists - Seussical _PV Score_.pdf,466ea70b544105ab,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Seussical _PV Score_.pdf,0.991,artist:1.00 book:1.00 path:0.95,52447c1aff2aca6d,_Broadway Shows,Various Artists - Seussical [PV Score],s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Seussical [PV Score].pdf,success,NO
_Broadway Shows,Various Artists - Seussical _Piano-Conductor_,_Broadway Shows\Various Artists - Seussical _Piano-Conductor_.pdf,b875319a7575ca79,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Seussical _Piano-Conductor_.pdf,0.992,artist:1.00 book:1.00 path:0.96,broadway-shows-various-artists-seussical-piano-conductor,_Broadway Shows,Various Artists - Seussical [Piano-Conductor],s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Seussical [Piano-Conductor].pdf,success,NO
_Broadway Shows,Various Artists - Shrek The Musical,_Broadway Shows\Various Artists - Shrek The Musical.pdf,cece4a3accbabdf7,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Shrek The Musical.pdf,0.990,artist:1.00 book:1.00 path:0.95,broadway-shows-various-artists-shrek-the-musical,_Broadway Shows,Various Artists - Shrek The Musical,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Shrek The Musical.pdf,failed,NO
_Broadway Shows,Various Artists - Sound Of Music,_Broadway Shows\Various Artists - Sound Of Music.pdf,b897e38bbf6781bf,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Sound Of Music.pdf,0.990,artist:1.00 book:1.00 path:0.95,broadway-shows-various-artists-sound-of-music,_Broadway Shows,Various Artists - Sound of Music,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Sound of Music.pdf,success,NO
_Broadway Shows,Various Artists - Sound Of Music _Vocal Selections_,_Broadway Shows\Various Artists - Sound Of Music _Vocal Selections_.pdf,c5a25203489a7708,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Sound Of Music _Vocal Selections_.pdf,0.992,artist:1.00 book:1.00 path:0.96,a6f5e53a852828b0,_Broadway Shows,Various Artists - Sound of Music (Vocal Selections),s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Sound of Music (Vocal Selections).pdf,success,NO
_Broadway Shows,Various Artists - Spamalot,_Broadway Shows\Various Artists - Spamalot.pdf,7fa09b6245e9236b,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Spamalot.pdf,0.989,artist:1.00 book:1.00 path:0.94,broadway-shows-various-artists-spamalot,_Broadway Shows,Various Artists - Spamalot,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Spamalot.pdf,success,NO
_Broadway Shows,Various Artists - Sweeney Todd Vocal Score,_Broadway Shows\Various Artists - Sweeney Todd Vocal Score.pdf,4b50b6422d3eaf8c,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Sweeney Todd Vocal Score.pdf,0.992,artist:1.00 book:1.00 path:0.96,5c6e1244b77af7b3,_Broadway Shows,Various Artists - Sweeney Todd Vocal Score,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Sweeney Todd Vocal Score.pdf,success,NO
_Broadway Shows,Various Artists - The Hobbit Score,_Broadway Shows\Various Artists - The Hobbit Score.pdf,db7cacfce83daa3a,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - The Hobbit Score.pdf,0.990,artist:1.00 book:1.00 path:0.95,broadway-shows-various-artists-the-hobbit-score,_Broadway Shows,Various Artists - The Hobbit Score,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - The Hobbit Score.pdf,success,NO
_Broadway Shows,Various Artists - The Ultimate BROADWAY fakebook,_Broadway Shows\Various Artists - The Ultimate BROADWAY fakebook.pdf,e158a21c58ca1fda,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - The Ultimate BROADWAY fakebook.pdf,0.992,artist:1.00 book:1.00 path:0.96,247b0fd5aa12f859,_Broadway Shows,Various Artists - The Ultimate BROADWAY fakebook,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - The Ultimate BROADWAY fakebook.pdf,success,NO
_Broadway Shows,Various Artists - Wicked _PVG_,_Broadway Shows\Various Artists - Wicked _PVG_.pdf,65b68fb059700f55,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Wicked _PVG_.pdf,0.989,artist:1.00 book:1.00 path:0.95,broadway-shows-various-artists-wicked-pvg,_Broadway Shows,Various Artists - Wicked [PVG],s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Wicked [PVG].pdf,success,NO
_Broadway Shows,Various Artists - Wicked _Score_,_Broadway Shows\Various Artists - Wicked _Score_.pdf,d6c499e36f78afff,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Wicked _Score_.pdf,0.989,artist:1.00 book:1.00 path:0.95,0ec48df584f8e406,_Broadway Shows,Various Artists - Wicked [Score],s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Wicked [Score].pdf,success,NO
_Broadway Shows,Various Artists - Wizard Of Oz - Piano Conductor,_Broadway Shows\Various Artists - Wizard Of Oz - Piano Conductor.pdf,11a8359f378e6d61,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Wizard Of Oz - Piano Conductor.pdf,0.992,artist:1.00 book:1.00 path:0.96,a99733598db53336,_Broadway Shows,Various Artists - Wizard Of Oz - Piano Conductor,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Wizard Of Oz - Piano Conductor.pdf,success,NO
_Broadway Shows,Various Artists - Wizard Of Oz _RSC Piano-Conductor_,_Broadway Shows\Various Artists - Wizard Of Oz _RSC Piano-Conductor_.pdf,d18256f62378eb4d,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Wizard Of Oz _RSC Piano-Conductor_.pdf,0.992,artist:1.00 book:1.00 path:0.96,broadway-shows-various-artists-wizard-of-oz-rsc-piano-conductor,_Broadway Shows,Various Artists - Wizard Of Oz (RSC Piano-Conductor),s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Wizard Of Oz (RSC Piano-Conductor).pdf,success,NO
_Broadway Shows,Various Artists - Youre A Good Man Charlie Brown _Score_,_Broadway Shows\Various Artists - Youre A Good Man Charlie Brown _Score_.pdf,4a1fbf65ac375b86,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Youre A Good Man Charlie Brown _Score_.pdf,0.993,artist:1.00 book:1.00 path:0.97,various-artists---youre-a-good-man-charlie-brown--score-,_Broadway Shows,Various Artists - Youre A Good Man Charlie Brown _Score_,s3://jsmith-input/SheetMusic/_Broadway Shows/Books/Various Artists - Youre A Good Man Charlie Brown _Score_.pdf,success,NO
_Broadway Shows,Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,_Broadway Shows\Various Artists - Youre A Good Man Charlie Brown _revival_ _score_.pdf,1b1fc8581b7f3728,s3://jsmith-input/SheetMusic/_Broadway Shows/Various Artists - Youre A Good Man Charlie Brown _revival_ _score_.pdf,0.994,artist:1.00 book:1.00 path:0.97,broadway-shows-various-artists-you-re-a-good-man-charlie-brown-revival-score,_Broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - You're A Good Man Charlie Brown [revival] [score].pdf,success,NO
_Broadway Shows,Wicked Workshop,_Broadway Shows\Wicked Workshop.pdf,42152453aaf4f0a2,s3://jsmith-input/SheetMusic/_Broadway Shows/Wicked Workshop.pdf,0.986,artist:1.00 book:1.00 path:0.93,wicked-workshop,_Broadway Shows,Wicked Workshop,s3://jsmith-input/SheetMusic/_Broadway Shows/Books/Wicked Workshop.pdf,failed,NO
_Movie and TV,Beauty And The Beast _PVG_,_Movie and TV\Beauty And The Beast _PVG_.pdf,743f0d3901c8add9,s3://jsmith-input/SheetMusic/_Movie and TV/Beauty And The Beast _PVG_.pdf,0.988,artist:1.00 book:1.00 path:0.94,c7e0904f92369d5e,_Movie and TV,Beauty and the Beast [PVG],s3://jsmith-input/SheetMusic/_Movie and TV/books/Beauty and the Beast [PVG].pdf,success,NO
_Movie and TV,Brother Bear _Disney_,_Movie and TV\Brother Bear _Disney_.pdf,3293d799cd9fe636,s3://jsmith-input/SheetMusic/_Movie and TV/Brother Bear _Disney_.pdf,0.986,artist:1.00 book:1.00 path:0.93,movie-and-tv-brother-bear-disney,_Movie and TV,Brother Bear (Disney),s3://jsmith-input/SheetMusic/_Movie and TV/books/Brother Bear (Disney).pdf,success,NO
_Movie and TV,Budget Books - Movie Songs,_Movie and TV\Budget Books - Movie Songs.pdf,c9ed004a8b60b788,s3://jsmith-input/SheetMusic/_Movie and TV/Budget Books - Movie Songs.pdf,0.988,artist:1.00 book:1.00 path:0.94,movie-and-tv-budget-books-movie-songs,_Movie and TV,Budget Books - Movie Songs,s3://jsmith-input/SheetMusic/_Movie and TV/books/Budget Books - Movie Songs.pdf,success,NO
_Movie and TV,Disney Collection _Songs Out Of order_,_Movie and TV\Disney Collection _Songs Out Of order_.pdf,4658ec85918c73bd,s3://jsmith-input/SheetMusic/_Movie and TV/Disney Collection _Songs Out Of order_.pdf,0.991,artist:1.00 book:1.00 path:0.95,6acc50a420b00463,_Movie and TV,Disney Collection (Songs out of order),s3://jsmith-input/SheetMusic/_Movie and TV/books/Disney Collection (Songs out of order).pdf,success,NO
_Movie and TV,High School Musical - Breaking Free - Piano Sheet Music,_Movie and TV\High School Musical - Breaking Free - Piano Sheet Music.pdf,6580552d5a464b17,s3://jsmith-input/SheetMusic/_Movie and TV/High School Musical - Breaking Free - Piano Sheet Music.pdf,0.993,artist:1.00 book:1.00 path:0.96,movie-and-tv-high-school-musical-breaking-free-piano-sheet-music,_Movie and TV,High School Musical - Breaking Free - Piano Sheet Music,s3://jsmith-input/SheetMusic/_Movie and TV/books/High School Musical - Breaking Free - Piano Sheet Music.pdf,success,NO
_Movie and TV,John Williams - Greatest Hits,_Movie and TV\John Williams - Greatest Hits.pdf,b2fe369b31971c17,s3://jsmith-input/SheetMusic/_Movie and TV/John Williams - Greatest Hits.pdf,0.989,artist:1.00 book:1.00 path:0.94,movie-and-tv-john-williams-greatest-hits,_Movie and TV,John Williams - Greatest Hits,s3://jsmith-input/SheetMusic/_Movie and TV/books/John Williams - Greatest Hits.pdf,success,NO
_Movie and TV,John Williams - Star Wars Episode I - The Phantom Menace,_Movie and TV\John Williams - Star Wars Episode I - The Phantom Menace.pdf,04b2f0f3b11c86f6,s3://jsmith-input/SheetMusic/_Movie and TV/John Williams - Star Wars Episode I - The Phantom Menace.pdf,0.993,artist:1.00 book:1.00 path:0.96,movie-and-tv-john-williams-star-wars-episode-i-the-phantom-menace,_Movie and TV,John Williams - Star Wars Episode I - The Phantom Menace,s3://jsmith-input/SheetMusic/_Movie and TV/books/John Williams - Star Wars Episode I - The Phantom Menace.pdf,success,NO
_Movie and TV,John Williams - Star Wars Episode II - Attack Of The Clones _lite_,_Movie and TV\John Williams - Star Wars Episode II - Attack Of The Clones _lite_.pdf,9b2e9f31e9483cdb,s3://jsmith-input/SheetMusic/_Movie and TV/John Williams - Star Wars Episode II - Attack Of The Clones _lite_.pdf,0.994,artist:1.00 book:1.00 path:0.97,b85606e5f92ab51e,_Movie and TV,John Williams - Star Wars Episode II - Attack Of The Clones (lite),s3://jsmith-input/SheetMusic/_Movie and TV/books/John Williams - Star Wars Episode II - Attack Of The Clones (lite).pdf,success,NO
_Movie and TV,John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_,_Movie and TV\John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_.pdf,393e44413b8828dd,s3://jsmith-input/SheetMusic/_Movie and TV/John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_.pdf,0.994,artist:1.00 book:1.00 path:0.97,movie-and-tv-john-williams-star-wars-episode-iii-revenge-of-the-sith-incomplete-grab,_Movie and TV,John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab).,s3://jsmith-input/SheetMusic/_Movie and TV/books/John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab)..pdf,success,NO
_Movie and TV,John Williams - Star Wars Trilogy,_Movie and TV\John Williams - Star Wars Trilogy.pdf,1757ee63eb692562,s3://jsmith-input/SheetMusic/_Movie and TV/John Williams - Star Wars Trilogy.pdf,0.990,artist:1.00 book:1.00 path:0.95,movie-and-tv-john-williams-star-wars-trilogy,_Movie and TV,John Williams - Star Wars Trilogy,s3://jsmith-input/SheetMusic/_Movie and TV/books/John Williams - Star Wars Trilogy.pdf,success,NO
_Movie and TV,Kasha And Hirschorn - Petes Dragon,_Movie and TV\Kasha And Hirschorn - Petes Dragon.pdf,ed9384ce6998da30,s3://jsmith-input/SheetMusic/_Movie and TV/Kasha And Hirschorn - Petes Dragon.pdf,0.948,artist:1.00 book:0.93 path:0.91,movie-and-tv-kasha-hirschorn-pete-s-dragon,_Movie and TV,Kasha & Hirschorn - Pete's Dragon,s3://jsmith-input/SheetMusic/_Movie and TV/books/Kasha & Hirschorn - Pete's Dragon.pdf,success,NO
_Movie and TV,Mary Poppins,_Movie and TV\Mary Poppins.pdf,8e0e857849f6bf71,s3://jsmith-input/SheetMusic/_Movie and TV/Mary Poppins.pdf,0.983,artist:1.00 book:1.00 path:0.92,movie-and-tv-mary-poppins,_Movie and TV,Mary Poppins,s3://jsmith-input/SheetMusic/_Movie and TV/books/Mary Poppins.pdf,success,NO
_Movie and TV,Mulan,_Movie and TV\Mulan.pdf,315e769998b5c28a,s3://jsmith-input/SheetMusic/_Movie and TV/Mulan.pdf,0.978,artist:1.00 book:1.00 path:0.89,b26341223329d6e5,_Movie and TV,Mulan,s3://jsmith-input/SheetMusic/_Movie and TV/books/Mulan.pdf,success,NO
_Movie and TV,Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_,_Movie and TV\Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_.pdf,3c7955a9d860acdb,s3://jsmith-input/SheetMusic/_Movie and TV/Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_.pdf,0.994,artist:1.00 book:1.00 path:0.97,b380d1f3d57899bb,_Movie and TV,Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl],s3://jsmith-input/SheetMusic/_Movie and TV/books/Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl].pdf,success,NO
_Movie and TV,Pirates Of The Caribbean _Book 2 - Dead Mans Chest_,_Movie and TV\Pirates Of The Caribbean _Book 2 - Dead Mans Chest_.pdf,6124a5577488ee57,s3://jsmith-input/SheetMusic/_Movie and TV/Pirates Of The Caribbean _Book 2 - Dead Mans Chest_.pdf,0.992,artist:1.00 book:1.00 path:0.96,movie-and-tv-pirates-of-the-caribbean-book-2-dead-man-s-chest,_Movie and TV,Pirates of the Caribbean [Book 2 - Dead Man's Chest],s3://jsmith-input/SheetMusic/_Movie and TV/books/Pirates of the Caribbean [Book 2 - Dead Man's Chest].pdf,success,NO
_Movie and TV,Randy Newman - Toy Story 2,_Movie and TV\Randy Newman - Toy Story 2.pdf,d2148ce592092e8b,s3://jsmith-input/SheetMusic/_Movie and TV/Randy Newman - Toy Story 2.pdf,0.988,artist:1.00 book:1.00 path:0.94,movie-and-tv-randy-newman-toy-story-2,_Movie and TV,Randy Newman - Toy Story 2,s3://jsmith-input/SheetMusic/_Movie and TV/books/Randy Newman - Toy Story 2.pdf,success,NO
_Movie and TV,Spirited Away _Disney_ _2001_,_Movie and TV\Spirited Away _Disney_ _2001_.pdf,8f535529ec935c50,s3://jsmith-input/SheetMusic/_Movie and TV/Spirited Away _Disney_ _2001_.pdf,0.988,artist:1.00 book:1.00 path:0.94,93f2f0d85109d393,_Movie and TV,Spirited Away (Disney) (2001),s3://jsmith-input/SheetMusic/_Movie and TV/books/Spirited Away (Disney) (2001).pdf,success,NO
_Movie and TV,Star Wars Suite _John Williams - Full Score - Hal Leonard_,_Movie and TV\Star Wars Suite _John Williams - Full Score - Hal Leonard_.pdf,ae139467f4df1494,s3://jsmith-input/SheetMusic/_Movie and TV/Star Wars Suite _John Williams - Full Score - Hal Leonard_.pdf,0.993,artist:1.00 book:1.00 path:0.96,movie-and-tv-star-wars-suite-john-williams-full-score-hal-leonard,_Movie and TV,Star Wars Suite (John Williams - full Score - Hal Leonard),s3://jsmith-input/SheetMusic/_Movie and TV/books/Star Wars Suite (John Williams - full Score - Hal Leonard).pdf,success,NO
_Movie and TV,The New Illustrated Treasury Of Disney,_Movie and TV\The New Illustrated Treasury Of Disney.pdf,38888b3cc6d5bab4,s3://jsmith-input/SheetMusic/_Movie and TV/The New Illustrated Treasury Of Disney.pdf,0.991,artist:1.00 book:1.00 path:0.95,5c96c19b0eafad0f,_Movie and TV,The New Illustrated Treasury of Disney,s3://jsmith-input/SheetMusic/_Movie and TV/books/The New Illustrated Treasury of Disney.pdf,success,NO
_Movie and TV,The New Illustrated Treasury Of Disney Songs,_Movie and TV\The New Illustrated Treasury Of Disney Songs.pdf,f052a44a58196ff3,s3://jsmith-input/SheetMusic/_Movie and TV/The New Illustrated Treasury Of Disney Songs.pdf,0.992,artist:1.00 book:1.00 path:0.96,f8756b8e9cf2c0b6,_Movie and TV,The New Illustrated Treasury of Disney Songs,s3://jsmith-input/SheetMusic/_Movie and TV/books/The New Illustrated Treasury of Disney Songs.pdf,success,NO
_Movie and TV,The Wizard Of Oz Script,_Movie and TV\The Wizard Of Oz Script.pdf,35e6485aede63842,s3://jsmith-input/SheetMusic/_Movie and TV/The Wizard Of Oz Script.pdf,0.988,artist:1.00 book:1.00 path:0.94,movie-and-tv-the-wizard-of-oz-script,_Movie and TV,The Wizard of Oz Script,s3://jsmith-input/SheetMusic/_Movie and TV/books/The Wizard of Oz Script.pdf,success,NO
_Movie and TV,Theme From Rocky And Otther Big Hits,_Movie and TV\Theme From Rocky And Otther Big Hits.pdf,f1be268a38198ecf,s3://jsmith-input/SheetMusic/_Movie and TV/Theme From Rocky And Otther Big Hits.pdf,0.991,artist:1.00 book:1.00 path:0.95,25eaa62fe2a9ddfc,_Movie and TV,Theme from rocky and otther big hits,s3://jsmith-input/SheetMusic/_Movie and TV/books/Theme from rocky and otther big hits.pdf,success,NO
_Movie and TV,Various Artists - 100 Of The Best Movie Songs Ever,_Movie and TV\Various Artists - 100 Of The Best Movie Songs Ever.pdf,2aea72f58bc360d7,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - 100 Of The Best Movie Songs Ever.pdf,0.992,artist:1.00 book:1.00 path:0.96,485dbeb6659cf73c,_Movie and TV,Various Artists - 100 of the best movie songs ever,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - 100 of the best movie songs ever.pdf,success,NO
_Movie and TV,Various Artists - Book Of Great TV Hits,_Movie and TV\Various Artists - Book Of Great TV Hits.pdf,e6a557bcb3250227,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Book Of Great TV Hits.pdf,0.991,artist:1.00 book:1.00 path:0.95,5210f16a0fb750d6,_Movie and TV,Various Artists - Book Of Great TV Hits,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Book Of Great TV Hits.pdf,success,NO
_Movie and TV,Various Artists - Box Office Themes Vol 1,_Movie and TV\Various Artists - Box Office Themes Vol 1.pdf,cf4c20c6fdbc6ed2,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Box Office Themes Vol 1.pdf,0.991,artist:1.00 book:1.00 path:0.96,9c9141cd133f01fa,_Movie and TV,Various Artists - Box Office Themes Vol. 1,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Box Office Themes Vol. 1.pdf,success,NO
_Movie and TV,Various Artists - Complete TV And Film,_Movie and TV\Various Artists - Complete TV And Film.pdf,64c406cdd2082cb3,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Complete TV And Film.pdf,0.991,artist:1.00 book:1.00 path:0.95,movie-and-tv-various-artists-complete-tv-and-film,_Movie and TV,Various Artists - Complete TV and Film,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Complete TV and Film.pdf,failed,NO
_Movie and TV,Various Artists - Decades Of Film 70s,_Movie and TV\Various Artists - Decades Of Film 70s.pdf,1af216f89bcfbd2a,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Decades Of Film 70s.pdf,0.990,artist:1.00 book:1.00 path:0.95,d45a9e7d1c3fc3fc,_Movie and TV,Various Artists - Decades of Film '70s,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Decades of Film '70s.pdf,success,NO
_Movie and TV,Various Artists - Decades Of Film 80s,_Movie and TV\Various Artists - Decades Of Film 80s.pdf,9df341be51f2b373,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Decades Of Film 80s.pdf,0.990,artist:1.00 book:1.00 path:0.95,ba7b54b95a804da7,_Movie and TV,Various Artists - Decades of Film '80s,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Decades of Film '80s.pdf,success,NO
