BookFolder,NormalizedName,PDFCount,TotalFiles,IsDuplicate,DuplicateCount
artifacts/neil-diamond-the-essential-neil-diamond,artifacts/neil-diamond-the-essential-neil-diamond,0,5,No,1
artifacts/neil-young-after-the-goldrush-pvg-book,artifacts/neil-young-after-the-goldrush-pvg-book,0,5,No,1
artifacts/neil-young-decade,artifacts/neil-young-decade,0,5,No,1
artifacts/neil-young-decade-pvg-book,artifacts/neil-young-decade-pvg-book,0,5,No,1
artifacts/neil-young-greatest-hits-guitar-tab,artifacts/neil-young-greatest-hits-guitar-tab,0,5,No,1
artifacts/neil-young-harvest-moon-guitar-tab,artifacts/neil-young-harvest-moon-guitar-tab,0,5,No,1
artifacts/neil-young-harvest-score,artifacts/neil-young-harvest-score,0,5,No,1
artifacts/neil-young-the-best-of-neil-young-pvg-book,artifacts/neil-young-the-best-of-neil-young-pvg-book,0,5,No,1
artifacts/night-ranger---seven-wishes--jap-score-,artifacts/night-ranger---seven-wishes--jap-score-,0,5,No,1
artifacts/night-ranger-best-of-2-jap-score,artifacts/night-ranger-best-of-2-jap-score,0,2,No,1
artifacts/night-ranger-debug,artifacts/night-ranger-debug,0,1,No,1
artifacts/night-ranger-seven-wishes-fix-test,artifacts/night-ranger-seven-wishes-fix-test,0,5,No,1
artifacts/night-ranger-seven-wishes-jap-score,artifacts/night-ranger-seven-wishes-jap-score,0,5,No,1
artifacts/paul-mccartney-all-the-best,artifacts/paul-mccartney-all-the-best,0,5,No,1
artifacts/paul-mccartney-chaos-and-creation-in-the-backyard-pvg-book,artifacts/paul-mccartney-chaos-and-creation-in-the-backyard-pvg-book,0,5,No,1
artifacts/paul-mccartney-flowers-in-the-dirt,artifacts/paul-mccartney-flowers-in-the-dirt,0,5,No,1
artifacts/paul-mccartney-press-to-play,artifacts/paul-mccartney-press-to-play,0,5,No,1
artifacts/paul-mccartney-ram,artifacts/paul-mccartney-ram,0,5,No,1
artifacts/paul-mccartney-tripping-the-live-fantastic-pvg-book,artifacts/paul-mccartney-tripping-the-live-fantastic-pvg-book,0,5,No,1
artifacts/paul-mccartney-tug-of-war-pvg-book,artifacts/paul-mccartney-tug-of-war-pvg-book,0,5,No,1
artifacts/paul-simon-anthology,artifacts/paul-simon-anthology,0,5,No,1
artifacts/paul-simon-simon-garfunkel-s-greatest-hits,artifacts/paul-simon-simon-garfunkel-s-greatest-hits,0,5,No,1
artifacts/peter-frampton-the-best-of-guitar-tab,artifacts/peter-frampton-the-best-of-guitar-tab,0,5,No,1
artifacts/pink-floyd-anthology-book,artifacts/pink-floyd-anthology-book,0,5,No,1
artifacts/pink-floyd-anthology-p110-175,artifacts/pink-floyd-anthology-p110-175,0,5,No,1
artifacts/pink-floyd-anthology-p58-109,artifacts/pink-floyd-anthology-p58-109,0,5,No,1
artifacts/pink-floyd-anthology-pvg,artifacts/pink-floyd-anthology-pvg,0,5,No,1
artifacts/pink-floyd-dark-side-of-the-moon,artifacts/pink-floyd-dark-side-of-the-moon,0,5,No,1
artifacts/pink-floyd-dark-side-of-the-moon-2,artifacts/pink-floyd-dark-side-of-the-moon-2,0,5,No,1
artifacts/pink-floyd-dark-side-of-the-moon-pvg,artifacts/pink-floyd-dark-side-of-the-moon-pvg,0,5,No,1
artifacts/pink-floyd-pink-floyd-songbook,artifacts/pink-floyd-pink-floyd-songbook,0,5,No,1
artifacts/pink-floyd-the-wall-pvg,artifacts/pink-floyd-the-wall-pvg,0,5,No,1
artifacts/pink-floyd-wish-you-were-here,artifacts/pink-floyd-wish-you-were-here,0,5,No,1
artifacts/pink-floyd-wish-you-were-here-pvg,artifacts/pink-floyd-wish-you-were-here-pvg,0,5,No,1
artifacts/pink-funhouse-pvg,artifacts/pink-funhouse-pvg,0,5,No,1
artifacts/pink-i-m-not-dead-pvg-book,artifacts/pink-i-m-not-dead-pvg-book,0,5,No,1
artifacts/pink-missundaztood-pvg-book,artifacts/pink-missundaztood-pvg-book,0,5,No,1
artifacts/police-the-great-songs-of-the-police,artifacts/police-the-great-songs-of-the-police,0,5,No,1
artifacts/pretenders-best-of-pretenders,artifacts/pretenders-best-of-pretenders,0,5,No,1
artifacts/prince-purple-rain-score,artifacts/prince-purple-rain-score,0,5,No,1
artifacts/queen-deluxe-anthology-pvg,artifacts/queen-deluxe-anthology-pvg,0,5,No,1
artifacts/queen-greatest-hits,artifacts/queen-greatest-hits,0,5,No,1
artifacts/queen-greatest-hits-1-score,artifacts/queen-greatest-hits-1-score,0,5,No,1
artifacts/queen-greatest-hits-ii-pvg,artifacts/queen-greatest-hits-ii-pvg,0,5,No,1
artifacts/queen-hit-songs,artifacts/queen-hit-songs,0,5,No,1
artifacts/randy-newman-collection,artifacts/randy-newman-collection,0,5,No,1
artifacts/reo-speedwagon-good-trouble,artifacts/reo-speedwagon-good-trouble,0,5,No,1
artifacts/reo-speedwagon-hi-infidelity,artifacts/reo-speedwagon-hi-infidelity,0,5,No,1
artifacts/reo-speedwagon-life-as-we-know-it,artifacts/reo-speedwagon-life-as-we-know-it,0,2,No,1
artifacts/reo-speedwagon-the-hits,artifacts/reo-speedwagon-the-hits,0,5,No,1
artifacts/robbie-robertson---songbook--guitar-tab-,artifacts/robbie-robertson---songbook--guitar-tab-,0,2,No,1
artifacts/robbie-robertson-songbook-guitar-tab,artifacts/robbie-robertson-songbook-guitar-tab,0,2,No,1
artifacts/rod-stewart-the-great-american-songbook,artifacts/rod-stewart-the-great-american-songbook,0,5,No,1
artifacts/rolling-stones-best-of-rolling-stones-1963-1973-piano-songbook,artifacts/rolling-stones-best-of-rolling-stones-1963-1973-piano-songbook,0,5,No,1
artifacts/rolling-stones-let-it-bleed-guitar-tab,artifacts/rolling-stones-let-it-bleed-guitar-tab,0,5,No,1
artifacts/rolling-stones-sticky-fingers-score,artifacts/rolling-stones-sticky-fingers-score,0,5,No,1
artifacts/roy-orbison-greatest-hits,artifacts/roy-orbison-greatest-hits,0,5,No,1
artifacts/santana-off-the-record,artifacts/santana-off-the-record,0,5,No,1
artifacts/scott-joplin-the-best-of,artifacts/scott-joplin-the-best-of,0,5,No,1
artifacts/shania-twain-greatest-hits,artifacts/shania-twain-greatest-hits,0,5,No,1
artifacts/shania-twain-up-pvg-book,artifacts/shania-twain-up-pvg-book,0,5,No,1
artifacts/sheryl-crow-tuesday-night-music-club-pvg-book,artifacts/sheryl-crow-tuesday-night-music-club-pvg-book,0,5,No,1
artifacts/sheryl-crow-very-best,artifacts/sheryl-crow-very-best,0,5,No,1
artifacts/spice-girls-greatest-hits,artifacts/spice-girls-greatest-hits,0,5,No,1
artifacts/steely-dan-the-best,artifacts/steely-dan-the-best,0,5,No,1
artifacts/steve-miller-band-13-biggest-hits,artifacts/steve-miller-band-13-biggest-hits,0,5,No,1
artifacts/steve-miller-band-rock-best-hits-jap-score,artifacts/steve-miller-band-rock-best-hits-jap-score,0,5,No,1
artifacts/steve-winwood-arc-of-a-diver-pvg-book,artifacts/steve-winwood-arc-of-a-diver-pvg-book,0,5,No,1
artifacts/steve-winwood-the-great-songs-of,artifacts/steve-winwood-the-great-songs-of,0,5,No,1
artifacts/supertramp-anthology,artifacts/supertramp-anthology,0,5,No,1
artifacts/supertramp-breakfast-in-america-pvg-book,artifacts/supertramp-breakfast-in-america-pvg-book,0,5,No,1
artifacts/supertramp-crime-of-the-century-book,artifacts/supertramp-crime-of-the-century-book,0,5,No,1
artifacts/survivor-greatest-hits,artifacts/survivor-greatest-hits,0,5,No,1
artifacts/taylor-swift-best-of-easy-piano,artifacts/taylor-swift-best-of-easy-piano,0,5,No,1
artifacts/taylor-swift-fearless-pvg-book,artifacts/taylor-swift-fearless-pvg-book,0,5,No,1
artifacts/taylor-swift-speak-now-pvg-book,artifacts/taylor-swift-speak-now-pvg-book,0,5,No,1
artifacts/taylor-swift-taylor-swift,artifacts/taylor-swift-taylor-swift,0,5,No,1
artifacts/taylor-swift-taylor-swift-guitar-compilation,artifacts/taylor-swift-taylor-swift-guitar-compilation,0,5,No,1
artifacts/test-20260125-new,artifacts/test-20260125-new,0,1,No,1
artifacts/test-20260125-v2,artifacts/test-20260125-v2,0,1,No,1
artifacts/test-20260125-v3,artifacts/test-20260125-v3,0,1,No,1
artifacts/test-complete-pipeline,artifacts/test-complete-pipeline,0,1,No,1
artifacts/test-complete-v2,artifacts/test-complete-v2,0,1,No,1
artifacts/test-eric-clapton-fix,artifacts/test-eric-clapton-fix,0,2,No,1
artifacts/the-band-band-northern-lights-southern-cross-pvg,artifacts/the-band-band-northern-lights-southern-cross-pvg,0,5,No,1
artifacts/the-band-band-stage-fright-pvg,artifacts/the-band-band-stage-fright-pvg,0,5,No,1
artifacts/the-band-rock-of-ages-pvg-book,artifacts/the-band-rock-of-ages-pvg-book,0,5,No,1
artifacts/the-band-the-band-and-music-from-big-pink,artifacts/the-band-the-band-and-music-from-big-pink,0,5,No,1
artifacts/the-wizard-of-oz-script,artifacts/the-wizard-of-oz-script,0,5,No,1
artifacts/tom-lehrer-book-covers,artifacts/tom-lehrer-book-covers,0,2,No,1
artifacts/tom-lehrer-too-many-songs-pvc-book,artifacts/tom-lehrer-too-many-songs-pvc-book,0,2,No,1
artifacts/tom-waits---tom-waits-anthology,artifacts/tom-waits---tom-waits-anthology,0,2,No,1
artifacts/tom-waits-anthology,artifacts/tom-waits-anthology,0,5,No,1
artifacts/tom-waits-tom-waits-anthology,artifacts/tom-waits-tom-waits-anthology,0,2,No,1
artifacts/tori-amos-book-anthology,artifacts/tori-amos-book-anthology,0,5,No,1
artifacts/toto-best-of,artifacts/toto-best-of,0,5,No,1
artifacts/toto-collection,artifacts/toto-collection,0,5,No,1
artifacts/toto-past-to-present-book,artifacts/toto-past-to-present-book,0,5,No,1
artifacts/traveling-wilburys-volume-1,artifacts/traveling-wilburys-volume-1,0,5,No,1
artifacts/van-morrison-anthology,artifacts/van-morrison-anthology,0,5,No,1
artifacts/van-morrison-anthology-2,artifacts/van-morrison-anthology-2,0,5,No,1
artifacts/van-morrison-back-on-top-book,artifacts/van-morrison-back-on-top-book,0,5,No,1
artifacts/van-morrison-days-like-these-book,artifacts/van-morrison-days-like-these-book,0,5,No,1
artifacts/various-artists---25th-annual-putnam-county-spelling-bee,artifacts/various-artists---25th-annual-putnam-county-spelling-bee,0,2,No,1
artifacts/various-artists---complete-tv-and-film,artifacts/various-artists---complete-tv-and-film,0,2,No,1
artifacts/various-artists---high-school-musical--score-,artifacts/various-artists---high-school-musical--score-,0,5,No,1
artifacts/various-artists---little-shop-of-horrors--broadway-,artifacts/various-artists---little-shop-of-horrors--broadway-,0,2,No,1
artifacts/various-artists---little-shop-of-horrors-script,artifacts/various-artists---little-shop-of-horrors-script,0,2,No,1
artifacts/various-artists---shrek-the-musical,artifacts/various-artists---shrek-the-musical,0,2,No,1
artifacts/various-artists---ultimate-80s-songs,artifacts/various-artists---ultimate-80s-songs,0,2,No,1
artifacts/various-artists---youre-a-good-man-charlie-brown--score-,artifacts/various-artists---youre-a-good-man-charlie-brown--score-,0,5,No,1
artifacts/various-artists-100-songs-for-kids-easy-guitar-songbook,artifacts/various-artists-100-songs-for-kids-easy-guitar-songbook,0,5,No,1
artifacts/various-artists-50-platinum-country-hits,artifacts/various-artists-50-platinum-country-hits,0,5,No,1
artifacts/various-artists-50-s-and-60-s,artifacts/various-artists-50-s-and-60-s,0,5,No,1
artifacts/various-artists-557-standards-sheet-music-piano-2,artifacts/various-artists-557-standards-sheet-music-piano-2,0,5,No,1
artifacts/various-artists-62-stars-62-hits-60-s-compilation,artifacts/various-artists-62-stars-62-hits-60-s-compilation,0,5,No,1
artifacts/various-artists-70-s-collection-57pp,artifacts/various-artists-70-s-collection-57pp,0,5,No,1
artifacts/various-artists-70-s-hits-easy-piano,artifacts/various-artists-70-s-hits-easy-piano,0,5,No,1
artifacts/various-artists-adult-contemporary-hits-of-the-nineties,artifacts/various-artists-adult-contemporary-hits-of-the-nineties,0,5,No,1
artifacts/various-artists-all-time-best-collection-vol-3,artifacts/various-artists-all-time-best-collection-vol-3,0,5,No,1
artifacts/various-artists-best-in-country-sheet-music,artifacts/various-artists-best-in-country-sheet-music,0,5,No,1
artifacts/various-artists-best-of-80s-rock-pvg,artifacts/various-artists-best-of-80s-rock-pvg,0,5,No,1
artifacts/various-artists-best-of-the-70s-80s-solo-piano,artifacts/various-artists-best-of-the-70s-80s-solo-piano,0,5,No,1
artifacts/various-artists-best-rock-songs-2000-2005,artifacts/various-artists-best-rock-songs-2000-2005,0,5,No,1
artifacts/various-artists-biggest-pop-hits-1996-1997,artifacts/various-artists-biggest-pop-hits-1996-1997,0,5,No,1
artifacts/various-artists-chart-hits-01-02,artifacts/various-artists-chart-hits-01-02,0,5,No,1
artifacts/various-artists-chart-hits-04-05,artifacts/various-artists-chart-hits-04-05,0,5,No,1
artifacts/various-artists-chart-hits-98-99,artifacts/various-artists-chart-hits-98-99,0,5,No,1
artifacts/various-artists-classic-rock-73,artifacts/various-artists-classic-rock-73,0,5,No,1
artifacts/various-artists-classic-rock-73-songs,artifacts/various-artists-classic-rock-73-songs,0,5,No,1
artifacts/various-artists-collection-of-country-music,artifacts/various-artists-collection-of-country-music,0,5,No,1
artifacts/various-artists-complete-piano-player-easy-blues-22-songs,artifacts/various-artists-complete-piano-player-easy-blues-22-songs,0,5,No,1
artifacts/various-artists-country-classics-pvg,artifacts/various-artists-country-classics-pvg,0,5,No,1
artifacts/various-artists-even-more-songs-of-the-eighties-pvg,artifacts/various-artists-even-more-songs-of-the-eighties-pvg,0,5,No,1
artifacts/various-artists-golden-era-of-rock-and-roll-grab-it,artifacts/various-artists-golden-era-of-rock-and-roll-grab-it,0,5,No,1
artifacts/various-artists-great-bands-70s,artifacts/various-artists-great-bands-70s,0,5,No,1
artifacts/various-artists-great-bands-70s-v2,artifacts/various-artists-great-bands-70s-v2,0,5,No,1
artifacts/various-artists-great-bands-of-the-60s-pvg-book,artifacts/various-artists-great-bands-of-the-60s-pvg-book,0,5,No,1
artifacts/various-artists-great-bands-of-the-70s-pvg-book,artifacts/various-artists-great-bands-of-the-70s-pvg-book,0,5,No,1
artifacts/various-artists-great-big-book-of-children-s-songs,artifacts/various-artists-great-big-book-of-children-s-songs,0,5,No,1
artifacts/various-artists-great-country-collection,artifacts/various-artists-great-country-collection,0,5,No,1
artifacts/various-artists-great-songs-of-the-70s-guitar-tab,artifacts/various-artists-great-songs-of-the-70s-guitar-tab,0,5,No,1
artifacts/various-artists-greatest-hits-of-2004-2005,artifacts/various-artists-greatest-hits-of-2004-2005,0,5,No,1
artifacts/various-artists-greatest-love-songs-of-80s,artifacts/various-artists-greatest-love-songs-of-80s,0,5,No,1
artifacts/various-artists-greatest-love-songs-of-the-60s,artifacts/various-artists-greatest-love-songs-of-the-60s,0,5,No,1
artifacts/various-artists-greatest-love-songs-of-the-70s,artifacts/various-artists-greatest-love-songs-of-the-70s,0,5,No,1
artifacts/various-artists-greatest-love-songs-of-the-80s,artifacts/various-artists-greatest-love-songs-of-the-80s,0,5,No,1
artifacts/various-artists-heavy-metal-vol-iii,artifacts/various-artists-heavy-metal-vol-iii,0,5,No,1
artifacts/various-artists-heavy-rock-hits-of-the-80s-pvg,artifacts/various-artists-heavy-rock-hits-of-the-80s-pvg,0,5,No,1
artifacts/various-artists-history-of-rock-late-80s,artifacts/various-artists-history-of-rock-late-80s,0,5,No,1
artifacts/various-artists-more-songs-of-the-eighties-pvg,artifacts/various-artists-more-songs-of-the-eighties-pvg,0,5,No,1
artifacts/various-artists-music-for-the-millenium-the-seventies,artifacts/various-artists-music-for-the-millenium-the-seventies,0,5,No,1
artifacts/various-artists-music-for-the-millennium-the-seventies,artifacts/various-artists-music-for-the-millennium-the-seventies,0,5,No,1
artifacts/various-artists-oldies-but-goodies,artifacts/various-artists-oldies-but-goodies,0,5,No,1
artifacts/various-artists-popular-piano-solos,artifacts/various-artists-popular-piano-solos,0,5,No,1
artifacts/various-artists-songs-of-the-60s-pvg,artifacts/various-artists-songs-of-the-60s-pvg,0,5,No,1
artifacts/various-artists-the-1980s,artifacts/various-artists-the-1980s,0,5,No,1
artifacts/various-artists-the-60s-and-70s-rock-score,artifacts/various-artists-the-60s-and-70s-rock-score,0,5,No,1
artifacts/various-artists-the-best-children-s-songs-ever-easy-piano,artifacts/various-artists-the-best-children-s-songs-ever-easy-piano,0,5,No,1
artifacts/various-artists-the-decade-series-the-1980s,artifacts/various-artists-the-decade-series-the-1980s,0,5,No,1
artifacts/various-artists-the-greatest-love-songs-of-the-80s,artifacts/various-artists-the-greatest-love-songs-of-the-80s,0,5,No,1
artifacts/various-artists-ultimate-100-pop-hits-of-the-90s,artifacts/various-artists-ultimate-100-pop-hits-of-the-90s,0,5,No,1
artifacts/various-artists-ultimate-80-s-songs,artifacts/various-artists-ultimate-80-s-songs,0,2,No,1
artifacts/various-artists-ultimate-80s-songs,artifacts/various-artists-ultimate-80s-songs,0,2,No,1
artifacts/various-artists-ultimate-pop-sheet-music-collection-2000,artifacts/various-artists-ultimate-pop-sheet-music-collection-2000,0,5,No,1
artifacts/vince-guaraldi-peanuts-songbook,artifacts/vince-guaraldi-peanuts-songbook,0,5,No,1
artifacts/vince-guaraldi-the-vince-guaraldi-collection,artifacts/vince-guaraldi-the-vince-guaraldi-collection,0,5,No,1
artifacts/whitney-houston-the-best-of,artifacts/whitney-houston-the-best-of,0,5,No,1
artifacts/who-quadrophenia-pvg,artifacts/who-quadrophenia-pvg,0,2,No,1
artifacts/who-who-anthology,artifacts/who-who-anthology,0,5,No,1
artifacts/who-who-anthology-0001,artifacts/who-who-anthology-0001,0,5,No,1
artifacts/wicked-workshop,artifacts/wicked-workshop,0,2,No,1
artifacts/wings-greatest-hits,artifacts/wings-greatest-hits,0,5,No,1
artifacts/wings-london-town-pvg-book,artifacts/wings-london-town-pvg-book,0,5,No,1
artifacts/wings-over-america-pvg,artifacts/wings-over-america-pvg,0,5,No,1
artifacts/yes-complete-deluxe-edition,artifacts/yes-complete-deluxe-edition,0,5,No,1
artifacts/zz-top-greatest-hits,artifacts/zz-top-greatest-hits,0,5,No,1
artifacts/zz-top-greatest-hits-2,artifacts/zz-top-greatest-hits-2,0,5,No,1
output/00a1aaf51d614b27,output/00a1aaf51d614b27,0,1,No,1
output/0118896785387d66,output/0118896785387d66,0,1,No,1
output/01a46850139ff99c,output/01a46850139ff99c,0,1,No,1
output/0209e7a74de138f6,output/0209e7a74de138f6,0,1,No,1
output/02b4b59883ba5874,output/02b4b59883ba5874,0,1,No,1
output/02ed70dda30ba9f0,output/02ed70dda30ba9f0,0,1,No,1
output/03541bd7b4a582e7,output/03541bd7b4a582e7,0,1,No,1
output/04519b4dba8abdbf,output/04519b4dba8abdbf,0,1,No,1
output/04752a8a8b42d418,output/04752a8a8b42d418,0,1,No,1
output/0484a19ca8938f7a,output/0484a19ca8938f7a,0,1,No,1
output/0488ac528243689d,output/0488ac528243689d,0,1,No,1
output/04b8fe58fef8d99c,output/04b8fe58fef8d99c,0,1,No,1
output/054cfd365aa7b6de,output/054cfd365aa7b6de,0,1,No,1
output/0659e2aefca07bae,output/0659e2aefca07bae,0,1,No,1
output/07a57f61fafc0fc7,output/07a57f61fafc0fc7,0,1,No,1
output/0822357bdd3a1f8d,output/0822357bdd3a1f8d,0,1,No,1
output/086cdef472c543ba,output/086cdef472c543ba,0,1,No,1
output/0917bec4340ef788,output/0917bec4340ef788,0,1,No,1
output/092274c023b730b6,output/092274c023b730b6,0,1,No,1
output/0b74cdbf125b0f91,output/0b74cdbf125b0f91,0,1,No,1
output/0b74d23b165f0e04,output/0b74d23b165f0e04,0,1,No,1
output/0bd4457b3c238412,output/0bd4457b3c238412,0,1,No,1
output/0c66a9c9392174b2,output/0c66a9c9392174b2,0,1,No,1
output/0c9c8f525786b94f,output/0c9c8f525786b94f,0,1,No,1
output/0e6efdb4e57f4c7f,output/0e6efdb4e57f4c7f,0,1,No,1
output/0ec48df584f8e406,output/0ec48df584f8e406,0,1,No,1
output/0f17a72b27078253,output/0f17a72b27078253,0,1,No,1
output/10024fb73ae2665e,output/10024fb73ae2665e,0,1,No,1
output/103865d666184a36,output/103865d666184a36,0,1,No,1
output/129f1a7868e64c6b,output/129f1a7868e64c6b,0,1,No,1
output/12bba2c06b42ebd8,output/12bba2c06b42ebd8,0,1,No,1
output/12fb34a18ad97e53,output/12fb34a18ad97e53,0,1,No,1
output/1324a0ed5cddc98b,output/1324a0ed5cddc98b,0,1,No,1
output/139fe6c40cccc521,output/139fe6c40cccc521,0,1,No,1
output/13ec4a07782c18ed,output/13ec4a07782c18ed,0,1,No,1
