BookFolder,NormalizedName,PDFCount,TotalFiles,IsDuplicate,DuplicateCount
artifacts/elo-anthology-pvg,artifacts/elo-anthology-pvg,0,5,No,1
artifacts/elo-discovery-pvg-book,artifacts/elo-discovery-pvg-book,0,5,No,1
artifacts/elo-elton-john-the-elton-john-collection-piano-solos,artifacts/elo-elton-john-the-elton-john-collection-piano-solos,0,5,No,1
artifacts/elo-face-the-music-pvg-bok,artifacts/elo-face-the-music-pvg-bok,0,5,No,1
artifacts/elo-greatest-hits,artifacts/elo-greatest-hits,0,5,No,1
artifacts/elo-out-of-the-blue-book,artifacts/elo-out-of-the-blue-book,0,5,No,1
artifacts/elton-john-a-single-man,artifacts/elton-john-a-single-man,0,5,No,1
artifacts/elton-john-captain-fantastic,artifacts/elton-john-captain-fantastic,0,5,No,1
artifacts/elton-john-goodbye-yellow-brick-road,artifacts/elton-john-goodbye-yellow-brick-road,0,5,No,1
artifacts/elton-john-greatest-hits-1970-2002,artifacts/elton-john-greatest-hits-1970-2002,0,5,No,1
artifacts/elton-john-ice-on-fire,artifacts/elton-john-ice-on-fire,0,5,No,1
artifacts/elton-john-made-in-england,artifacts/elton-john-made-in-england,0,5,No,1
artifacts/elton-john-peachtree-road,artifacts/elton-john-peachtree-road,0,5,No,1
artifacts/elton-john-reg-strikes-back,artifacts/elton-john-reg-strikes-back,0,5,No,1
artifacts/elton-john-sleeping-with-the-past,artifacts/elton-john-sleeping-with-the-past,0,5,No,1
artifacts/elton-john-songs-from-the-west-coast,artifacts/elton-john-songs-from-the-west-coast,0,5,No,1
artifacts/elton-john-the-big-picture,artifacts/elton-john-the-big-picture,0,5,No,1
artifacts/elton-john-the-one,artifacts/elton-john-the-one,0,5,No,1
artifacts/elton-john-the-ultimate-collection-vol-1,artifacts/elton-john-the-ultimate-collection-vol-1,0,5,No,1
artifacts/elton-john-the-ultimate-collection-vol-2,artifacts/elton-john-the-ultimate-collection-vol-2,0,5,No,1
artifacts/elton-john-the-very-best-of,artifacts/elton-john-the-very-best-of,0,5,No,1
artifacts/elton-john-too-low-for-zero-book,artifacts/elton-john-too-low-for-zero-book,0,5,No,1
artifacts/elvis-costello-the-very-best-of,artifacts/elvis-costello-the-very-best-of,0,5,No,1
artifacts/elvis-presley---the-compleat--pvg-book-,artifacts/elvis-presley---the-compleat--pvg-book-,0,2,No,1
artifacts/elvis-presley-the-compleat-pvg-book,artifacts/elvis-presley-the-compleat-pvg-book,0,2,No,1
artifacts/emerson-lake-and-palmer-black-book,artifacts/emerson-lake-and-palmer-black-book,0,5,No,1
artifacts/emerson-lake-and-palmer-greatest-hits,artifacts/emerson-lake-and-palmer-greatest-hits,0,5,No,1
artifacts/emerson-lake-and-palmer-tarkus-book,artifacts/emerson-lake-and-palmer-tarkus-book,0,5,No,1
artifacts/emerson-lake-and-palmer-trilogy-book,artifacts/emerson-lake-and-palmer-trilogy-book,0,5,No,1
artifacts/eric-clapton---the-cream-of-clapton,artifacts/eric-clapton---the-cream-of-clapton,0,2,No,1
artifacts/eric-clapton-derek-and-the-dominos-book,artifacts/eric-clapton-derek-and-the-dominos-book,0,5,No,1
artifacts/eric-clapton-the-best-of-book,artifacts/eric-clapton-the-best-of-book,0,5,No,1
artifacts/eric-clapton-the-cream-of-clapton,artifacts/eric-clapton-the-cream-of-clapton,0,2,No,1
artifacts/eric-clapton-unplugged-book,artifacts/eric-clapton-unplugged-book,0,5,No,1
artifacts/f018a027ae3e19be,artifacts/f018a027ae3e19be,0,5,No,1
artifacts/f025e4aa338a351c,artifacts/f025e4aa338a351c,0,5,No,1
artifacts/f02eff1927d92511,artifacts/f02eff1927d92511,0,5,No,1
artifacts/f038091dafebaf09,artifacts/f038091dafebaf09,0,5,No,1
artifacts/f08c7deb15b503d6,artifacts/f08c7deb15b503d6,0,5,No,1
artifacts/f09393b2f972a1e7,artifacts/f09393b2f972a1e7,0,5,No,1
artifacts/f158514fd9e1799e,artifacts/f158514fd9e1799e,0,5,No,1
artifacts/f1e4196488cd5143,artifacts/f1e4196488cd5143,0,5,No,1
artifacts/f1f411c5e3711c5e,artifacts/f1f411c5e3711c5e,0,5,No,1
artifacts/f29bc052b2011580,artifacts/f29bc052b2011580,0,5,No,1
artifacts/f2ac1ea495f73d2e,artifacts/f2ac1ea495f73d2e,0,5,No,1
artifacts/f2f69e57f3fe86b6,artifacts/f2f69e57f3fe86b6,0,5,No,1
artifacts/f3378270f0172b86,artifacts/f3378270f0172b86,0,5,No,1
artifacts/f35bee10ea617ea1,artifacts/f35bee10ea617ea1,0,5,No,1
artifacts/f3a7c996e0d883e9,artifacts/f3a7c996e0d883e9,0,2,No,1
artifacts/f3b5e834001b20e0,artifacts/f3b5e834001b20e0,0,5,No,1
artifacts/f3ef72feb6f88467,artifacts/f3ef72feb6f88467,0,5,No,1
artifacts/f3f4df1974a71bf5,artifacts/f3f4df1974a71bf5,0,5,No,1
artifacts/f46b4fdc459eed1c,artifacts/f46b4fdc459eed1c,0,5,No,1
artifacts/f4d91574a53adf5d,artifacts/f4d91574a53adf5d,0,5,No,1
artifacts/f5a5dbd9ae4ddf5a,artifacts/f5a5dbd9ae4ddf5a,0,5,No,1
artifacts/f5c8a2705c0c4fcd,artifacts/f5c8a2705c0c4fcd,0,2,No,1
artifacts/f5c95943075c766c,artifacts/f5c95943075c766c,0,5,No,1
artifacts/f6496784ae995604,artifacts/f6496784ae995604,0,5,No,1
artifacts/f6ddaca658d973ce,artifacts/f6ddaca658d973ce,0,2,No,1
artifacts/f789108286bf434a,artifacts/f789108286bf434a,0,2,No,1
artifacts/f7b4ba513e9265ac,artifacts/f7b4ba513e9265ac,0,5,No,1
artifacts/f7c6fcfd64abe371,artifacts/f7c6fcfd64abe371,0,5,No,1
artifacts/f7d533de7d696935,artifacts/f7d533de7d696935,0,5,No,1
artifacts/f80c23daa850075b,artifacts/f80c23daa850075b,0,5,No,1
artifacts/f83d254c3afd828a,artifacts/f83d254c3afd828a,0,5,No,1
artifacts/f8756b8e9cf2c0b6,artifacts/f8756b8e9cf2c0b6,0,5,No,1
artifacts/f8c116723c96bc25,artifacts/f8c116723c96bc25,0,5,No,1
artifacts/f9842b57e9feb8fe,artifacts/f9842b57e9feb8fe,0,5,No,1
artifacts/f9a0c3819bcbd0a8,artifacts/f9a0c3819bcbd0a8,0,5,No,1
artifacts/f9cb27beb7981460,artifacts/f9cb27beb7981460,0,5,No,1
artifacts/fa199b030558b8b5,artifacts/fa199b030558b8b5,0,5,No,1
artifacts/fa23d76ed8f52787,artifacts/fa23d76ed8f52787,0,5,No,1
artifacts/fa8bb969175d72d7,artifacts/fa8bb969175d72d7,0,5,No,1
artifacts/fb4e3f69949540a5,artifacts/fb4e3f69949540a5,0,2,No,1
artifacts/fb4e7348834213e7,artifacts/fb4e7348834213e7,0,5,No,1
artifacts/fb5607b83adde02b,artifacts/fb5607b83adde02b,0,5,No,1
artifacts/fb9aeec894d5b38c,artifacts/fb9aeec894d5b38c,0,5,No,1
artifacts/fc3b6bb7b542cdfb,artifacts/fc3b6bb7b542cdfb,0,5,No,1
artifacts/fd4d7fda207eeb37,artifacts/fd4d7fda207eeb37,0,5,No,1
artifacts/fe7b83ee2804ce5f,artifacts/fe7b83ee2804ce5f,0,5,No,1
artifacts/fe876c711e7ad22f,artifacts/fe876c711e7ad22f,0,5,No,1
artifacts/fea6b139addc36f3,artifacts/fea6b139addc36f3,0,5,No,1
artifacts/ff4999e239cd4f0a,artifacts/ff4999e239cd4f0a,0,5,No,1
artifacts/ffead673bc4485a4,artifacts/ffead673bc4485a4,0,5,No,1
artifacts/final-test,artifacts/final-test,0,1,No,1
artifacts/fleetwood-mac-anthology,artifacts/fleetwood-mac-anthology,0,5,No,1
artifacts/fleetwood-mac-deluxe-anthology,artifacts/fleetwood-mac-deluxe-anthology,0,5,No,1
artifacts/fleetwood-mac-fleetwood-mac-heroes-are-hard-to-find,artifacts/fleetwood-mac-fleetwood-mac-heroes-are-hard-to-find,0,5,No,1
artifacts/fleetwood-mac-mirage,artifacts/fleetwood-mac-mirage,0,5,No,1
artifacts/fleetwood-mac-rumours,artifacts/fleetwood-mac-rumours,0,5,No,1
artifacts/fleetwood-mac-tango-in-the-night,artifacts/fleetwood-mac-tango-in-the-night,0,5,No,1
artifacts/fleetwood-mac-the-dance,artifacts/fleetwood-mac-the-dance,0,5,No,1
artifacts/frank-zappa-hot-rats,artifacts/frank-zappa-hot-rats,0,2,No,1
artifacts/frank-zappa-songbook-vol-1,artifacts/frank-zappa-songbook-vol-1,0,5,No,1
artifacts/frank-zappa-the-frank-zappa-guitar-book-transcriptions-by-steve-vai,artifacts/frank-zappa-the-frank-zappa-guitar-book-transcriptions-by-steve-vai,0,5,No,1
artifacts/fray-how-to-save-a-life-book,artifacts/fray-how-to-save-a-life-book,0,5,No,1
artifacts/garth-brooks-no-fences-guitar-tab,artifacts/garth-brooks-no-fences-guitar-tab,0,5,No,1
artifacts/garth-brooks-the-hits-guitar-tab,artifacts/garth-brooks-the-hits-guitar-tab,0,5,No,1
artifacts/garth-brooks-the-limited-series,artifacts/garth-brooks-the-limited-series,0,5,No,1
artifacts/genesis-a-trick-of-the-tail-book,artifacts/genesis-a-trick-of-the-tail-book,0,5,No,1
artifacts/genesis-anthology,artifacts/genesis-anthology,0,5,No,1
artifacts/genesis-best-of-vol-1,artifacts/genesis-best-of-vol-1,0,5,No,1
artifacts/genesis-invisible-touch-book,artifacts/genesis-invisible-touch-book,0,5,No,1
artifacts/genesis-rock-score,artifacts/genesis-rock-score,0,5,No,1
artifacts/genesis-seconds-out,artifacts/genesis-seconds-out,0,5,No,1
artifacts/genesis-selling-england-by-the-pound,artifacts/genesis-selling-england-by-the-pound,0,5,No,1
artifacts/george-michael-greatest-hits,artifacts/george-michael-greatest-hits,0,5,No,1
artifacts/george-michael-older-book,artifacts/george-michael-older-book,0,5,No,1
artifacts/grand-funk-railroad-born-to-die-pvg-book,artifacts/grand-funk-railroad-born-to-die-pvg-book,0,5,No,1
artifacts/grand-funk-railroad-grand-funk-closer-to-home-pvg-book,artifacts/grand-funk-railroad-grand-funk-closer-to-home-pvg-book,0,5,No,1
artifacts/grand-funk-railroad-grand-funk-we-re-an-american-band-pvg-book,artifacts/grand-funk-railroad-grand-funk-we-re-an-american-band-pvg-book,0,5,No,1
artifacts/grand-funk-railroad-hits-from-we-re-an-american-band-shinin-on-phoenix-pvg,artifacts/grand-funk-railroad-hits-from-we-re-an-american-band-shinin-on-phoenix-pvg,0,5,No,1
artifacts/harry-chapin-the-authentic-guitar-style-of-guitar-tab,artifacts/harry-chapin-the-authentic-guitar-style-of-guitar-tab,0,5,No,1
artifacts/henri-mancini-henry-mancini-a-merry-mancini-christmas,artifacts/henri-mancini-henry-mancini-a-merry-mancini-christmas,0,5,No,1
artifacts/herman-s-hermits-collection,artifacts/herman-s-hermits-collection,0,5,No,1
artifacts/jackson-browne-deluxe-anthology,artifacts/jackson-browne-deluxe-anthology,0,5,No,1
artifacts/james-blunt-all-the-lost-souls-book,artifacts/james-blunt-all-the-lost-souls-book,0,5,No,1
artifacts/james-blunt-back-to-bedlam-book,artifacts/james-blunt-back-to-bedlam-book,0,5,No,1
artifacts/james-taylor-classic-guitar,artifacts/james-taylor-classic-guitar,0,5,No,1
artifacts/james-taylor-classics-guitar-tab,artifacts/james-taylor-classics-guitar-tab,0,5,No,1
artifacts/james-taylor-guitar-songbook,artifacts/james-taylor-guitar-songbook,0,5,No,1
artifacts/james-taylor-james-taylor-pvg-book,artifacts/james-taylor-james-taylor-pvg-book,0,5,No,1
artifacts/james-taylor-james-taylor-songbook,artifacts/james-taylor-james-taylor-songbook,0,5,No,1
artifacts/james-taylor-that-s-why-i-m-here-pvg-book,artifacts/james-taylor-that-s-why-i-m-here-pvg-book,0,5,No,1
artifacts/jim-croce-acoustic-fingerstyle-video-guitar-lessons,artifacts/jim-croce-acoustic-fingerstyle-video-guitar-lessons,0,5,No,1
artifacts/jimmy-buffet-jimmy-buffett-barometer-soup-pvg-book,artifacts/jimmy-buffet-jimmy-buffett-barometer-soup-pvg-book,0,5,No,1
artifacts/jimmy-buffet-jimmy-buffett-fruitcakes-pvg-book,artifacts/jimmy-buffet-jimmy-buffett-fruitcakes-pvg-book,0,5,No,1
artifacts/joe-cocker-best-of,artifacts/joe-cocker-best-of,0,5,No,1
artifacts/joe-cocker-mad-dogs-and-englishmen-book,artifacts/joe-cocker-mad-dogs-and-englishmen-book,0,5,No,1
artifacts/joe-cocker-songbook,artifacts/joe-cocker-songbook,0,5,No,1
artifacts/john-denver---back-home-again,artifacts/john-denver---back-home-again,0,2,No,1
artifacts/john-denver-anthology,artifacts/john-denver-anthology,0,5,No,1
artifacts/john-denver-anthology-pvg,artifacts/john-denver-anthology-pvg,0,5,No,1
artifacts/john-denver-back-home-again,artifacts/john-denver-back-home-again,0,2,No,1
artifacts/john-denver-best-of-easy-piano,artifacts/john-denver-best-of-easy-piano,0,5,No,1
artifacts/john-denver-i-want-to-live-pvg-book,artifacts/john-denver-i-want-to-live-pvg-book,0,5,No,1
artifacts/john-denver-the-authentic-guitar-style-of,artifacts/john-denver-the-authentic-guitar-style-of,0,5,No,1
artifacts/john-lennon-collection,artifacts/john-lennon-collection,0,5,No,1
artifacts/john-lennon-greatest-hits,artifacts/john-lennon-greatest-hits,0,5,No,1
artifacts/joni-mitchell-joni-mitchell-songbook-complete-vol1-1966-1970,artifacts/joni-mitchell-joni-mitchell-songbook-complete-vol1-1966-1970,0,5,No,1
artifacts/joni-mitchell-the-best-of-pvg,artifacts/joni-mitchell-the-best-of-pvg,0,5,No,1
artifacts/journey-complete,artifacts/journey-complete,0,5,No,1
artifacts/journey-complete-songbook,artifacts/journey-complete-songbook,0,5,No,1
artifacts/journey-frontiers-jap-band-score,artifacts/journey-frontiers-jap-band-score,0,5,No,1
artifacts/journey-greatest-hits,artifacts/journey-greatest-hits,0,5,No,1
artifacts/journey-greatest-hits-book,artifacts/journey-greatest-hits-book,0,5,No,1
artifacts/journey-superbest-jap-band-score,artifacts/journey-superbest-jap-band-score,0,5,No,1
artifacts/journey-the-guitar-collection,artifacts/journey-the-guitar-collection,0,5,No,1
artifacts/judy-garland-songbook,artifacts/judy-garland-songbook,0,5,No,1
artifacts/katy-perry-one-of-the-boys-pvg-book,artifacts/katy-perry-one-of-the-boys-pvg-book,0,5,No,1
artifacts/kelly-clarkson-breakaway-book,artifacts/kelly-clarkson-breakaway-book,0,5,No,1
artifacts/kenny-rogers-love-or-something-like-it-book,artifacts/kenny-rogers-love-or-something-like-it-book,0,5,No,1
artifacts/kinks-best-of-score,artifacts/kinks-best-of-score,0,5,No,1
artifacts/kinks-best-of-the-kinks-score,artifacts/kinks-best-of-the-kinks-score,0,5,No,1
artifacts/kinks-great-songs-of-kinks,artifacts/kinks-great-songs-of-kinks,0,5,No,1
artifacts/kinks-guitar-legends-guitar,artifacts/kinks-guitar-legends-guitar,0,5,No,1
artifacts/kinks-guitar-legends-tab,artifacts/kinks-guitar-legends-tab,0,5,No,1
artifacts/kinks-jam-with-the-kinks-tab,artifacts/kinks-jam-with-the-kinks-tab,0,5,No,1
artifacts/led-zepplin-led-zeppelin-led-zeppelin-ii,artifacts/led-zepplin-led-zeppelin-led-zeppelin-ii,0,5,No,1
artifacts/led-zepplin-led-zeppelin-over-the-hills-and-far-away-pvg,artifacts/led-zepplin-led-zeppelin-over-the-hills-and-far-away-pvg,0,5,No,1
artifacts/lynyrd-skynyrd-the-new-best-of-guitar-tab,artifacts/lynyrd-skynyrd-the-new-best-of-guitar-tab,0,5,No,1
artifacts/mamas-and-the-papas---songbook--pvg-,artifacts/mamas-and-the-papas---songbook--pvg-,0,2,No,1
artifacts/mamas-and-the-papas-songbook-pvg,artifacts/mamas-and-the-papas-songbook-pvg,0,2,No,1
artifacts/meatloaf-bat-out-of-hell,artifacts/meatloaf-bat-out-of-hell,0,5,No,1
artifacts/melissa-etheridge-songbook,artifacts/melissa-etheridge-songbook,0,5,No,1
artifacts/michael-jackson-great-songs-of-pvg,artifacts/michael-jackson-great-songs-of-pvg,0,5,No,1
artifacts/michael-jackson-number-ones,artifacts/michael-jackson-number-ones,0,5,No,1
artifacts/michael-jackson-number-ones-book,artifacts/michael-jackson-number-ones-book,0,5,No,1
artifacts/michael-jackson-the-great-songs-of,artifacts/michael-jackson-the-great-songs-of,0,5,No,1
artifacts/michael-jackson-thriller-the-complete-song-book,artifacts/michael-jackson-thriller-the-complete-song-book,0,5,No,1
artifacts/monkees-greatest-hits,artifacts/monkees-greatest-hits,0,5,No,1
artifacts/moody-blues-greatest-hits-pvg,artifacts/moody-blues-greatest-hits-pvg,0,5,No,1
artifacts/moody-blues-keys-of-kingdom-band-score,artifacts/moody-blues-keys-of-kingdom-band-score,0,5,No,1
artifacts/movie-and-tv-beauty-and-the-beast-pvg,artifacts/movie-and-tv-beauty-and-the-beast-pvg,0,5,No,1
artifacts/movie-and-tv-brother-bear-disney,artifacts/movie-and-tv-brother-bear-disney,0,5,No,1
artifacts/movie-and-tv-budget-books-movie-songs,artifacts/movie-and-tv-budget-books-movie-songs,0,5,No,1
artifacts/movie-and-tv-disney-collection-songs-out-of-order,artifacts/movie-and-tv-disney-collection-songs-out-of-order,0,5,No,1
artifacts/movie-and-tv-high-school-musical-breaking-free-piano-sheet-music,artifacts/movie-and-tv-high-school-musical-breaking-free-piano-sheet-music,0,5,No,1
artifacts/movie-and-tv-john-williams-greatest-hits,artifacts/movie-and-tv-john-williams-greatest-hits,0,5,No,1
artifacts/movie-and-tv-john-williams-star-wars-episode-i-the-phantom-menace,artifacts/movie-and-tv-john-williams-star-wars-episode-i-the-phantom-menace,0,5,No,1
artifacts/movie-and-tv-john-williams-star-wars-episode-ii-attack-of-the-clones-lite,artifacts/movie-and-tv-john-williams-star-wars-episode-ii-attack-of-the-clones-lite,0,5,No,1
artifacts/movie-and-tv-john-williams-star-wars-episode-iii-revenge-of-the-sith-incomplete-grab,artifacts/movie-and-tv-john-williams-star-wars-episode-iii-revenge-of-the-sith-incomplete-grab,0,5,No,1
artifacts/movie-and-tv-john-williams-star-wars-trilogy,artifacts/movie-and-tv-john-williams-star-wars-trilogy,0,5,No,1
artifacts/movie-and-tv-kasha-hirschorn-pete-s-dragon,artifacts/movie-and-tv-kasha-hirschorn-pete-s-dragon,0,5,No,1
artifacts/movie-and-tv-mary-poppins,artifacts/movie-and-tv-mary-poppins,0,5,No,1
artifacts/movie-and-tv-mulan,artifacts/movie-and-tv-mulan,0,5,No,1
artifacts/movie-and-tv-pirates-of-the-caribbean-book-1-the-curse-of-the-black-pearl,artifacts/movie-and-tv-pirates-of-the-caribbean-book-1-the-curse-of-the-black-pearl,0,5,No,1
artifacts/movie-and-tv-pirates-of-the-caribbean-book-2-dead-man-s-chest,artifacts/movie-and-tv-pirates-of-the-caribbean-book-2-dead-man-s-chest,0,5,No,1
artifacts/movie-and-tv-randy-newman-toy-story-2,artifacts/movie-and-tv-randy-newman-toy-story-2,0,5,No,1
artifacts/movie-and-tv-spirited-away-disney-2001,artifacts/movie-and-tv-spirited-away-disney-2001,0,5,No,1
artifacts/movie-and-tv-star-wars-suite-john-williams-full-score-hal-leonard,artifacts/movie-and-tv-star-wars-suite-john-williams-full-score-hal-leonard,0,5,No,1
artifacts/movie-and-tv-the-new-illustrated-treasury-of-disney,artifacts/movie-and-tv-the-new-illustrated-treasury-of-disney,0,5,No,1
artifacts/movie-and-tv-the-new-illustrated-treasury-of-disney-songs,artifacts/movie-and-tv-the-new-illustrated-treasury-of-disney-songs,0,5,No,1
artifacts/movie-and-tv-the-wizard-of-oz-script,artifacts/movie-and-tv-the-wizard-of-oz-script,0,5,No,1
artifacts/movie-and-tv-theme-from-rocky-and-otther-big-hits,artifacts/movie-and-tv-theme-from-rocky-and-otther-big-hits,0,5,No,1
artifacts/movie-and-tv-various-artists-100-of-the-best-movie-songs-ever,artifacts/movie-and-tv-various-artists-100-of-the-best-movie-songs-ever,0,5,No,1
artifacts/movie-and-tv-various-artists-book-of-great-tv-hits,artifacts/movie-and-tv-various-artists-book-of-great-tv-hits,0,5,No,1
artifacts/movie-and-tv-various-artists-box-office-themes-vol-1,artifacts/movie-and-tv-various-artists-box-office-themes-vol-1,0,5,No,1
artifacts/movie-and-tv-various-artists-complete-tv-and-film,artifacts/movie-and-tv-various-artists-complete-tv-and-film,0,2,No,1
artifacts/movie-and-tv-various-artists-decades-of-film-70s,artifacts/movie-and-tv-various-artists-decades-of-film-70s,0,5,No,1
artifacts/movie-and-tv-various-artists-decades-of-film-80s,artifacts/movie-and-tv-various-artists-decades-of-film-80s,0,5,No,1
artifacts/movie-and-tv-various-artists-decades-of-film-90s,artifacts/movie-and-tv-various-artists-decades-of-film-90s,0,5,No,1
artifacts/movie-and-tv-various-artists-disney-duets,artifacts/movie-and-tv-various-artists-disney-duets,0,5,No,1
artifacts/movie-and-tv-various-artists-disney-fake-book,artifacts/movie-and-tv-various-artists-disney-fake-book,0,5,No,1
artifacts/movie-and-tv-various-artists-disney-solos-for-violin,artifacts/movie-and-tv-various-artists-disney-solos-for-violin,0,5,No,1
artifacts/movie-and-tv-various-artists-eddie-and-the-cruisers,artifacts/movie-and-tv-various-artists-eddie-and-the-cruisers,0,5,No,1
artifacts/movie-and-tv-various-artists-film-book,artifacts/movie-and-tv-various-artists-film-book,0,5,No,1
artifacts/movie-and-tv-various-artists-film-music-for-solo-piano,artifacts/movie-and-tv-various-artists-film-music-for-solo-piano,0,5,No,1
artifacts/movie-and-tv-various-artists-film-music-for-solo-piano-2,artifacts/movie-and-tv-various-artists-film-music-for-solo-piano-2,0,5,No,1
artifacts/movie-and-tv-various-artists-frozen-let-it-go-movie-version,artifacts/movie-and-tv-various-artists-frozen-let-it-go-movie-version,0,5,No,1
artifacts/movie-and-tv-various-artists-high-school-musical-1,artifacts/movie-and-tv-various-artists-high-school-musical-1,0,5,No,1
artifacts/movie-and-tv-various-artists-high-school-musical-2,artifacts/movie-and-tv-various-artists-high-school-musical-2,0,5,No,1
artifacts/movie-and-tv-various-artists-little-mermaid,artifacts/movie-and-tv-various-artists-little-mermaid,0,5,No,1
artifacts/movie-and-tv-various-artists-love-songs-from-the-movies,artifacts/movie-and-tv-various-artists-love-songs-from-the-movies,0,5,No,1
artifacts/movie-and-tv-various-artists-movie-fakebook,artifacts/movie-and-tv-various-artists-movie-fakebook,0,5,No,1
artifacts/movie-and-tv-various-artists-movie-love-songs-book,artifacts/movie-and-tv-various-artists-movie-love-songs-book,0,5,No,1
artifacts/movie-and-tv-various-artists-movie-melodies-the-very-best-of-movie-songs,artifacts/movie-and-tv-various-artists-movie-melodies-the-very-best-of-movie-songs,0,5,No,1
artifacts/movie-and-tv-various-artists-movie-songs-of-the-90s-vol-2,artifacts/movie-and-tv-various-artists-movie-songs-of-the-90s-vol-2,0,5,No,1
artifacts/movie-and-tv-various-artists-music-from-the-movies-the-adventure-collection,artifacts/movie-and-tv-various-artists-music-from-the-movies-the-adventure-collection,0,5,No,1
artifacts/movie-and-tv-various-artists-music-from-the-movies-the-animated-collection,artifacts/movie-and-tv-various-artists-music-from-the-movies-the-animated-collection,0,5,No,1
artifacts/movie-and-tv-various-artists-piano-solos-film-music-the-costume-drama-collection,artifacts/movie-and-tv-various-artists-piano-solos-film-music-the-costume-drama-collection,0,5,No,1
artifacts/movie-and-tv-various-artists-pirates-of-the-caribbean-at-world-s-end,artifacts/movie-and-tv-various-artists-pirates-of-the-caribbean-at-world-s-end,0,5,No,1
artifacts/movie-and-tv-various-artists-shrek-1,artifacts/movie-and-tv-various-artists-shrek-1,0,5,No,1
artifacts/movie-and-tv-various-artists-shrek-2,artifacts/movie-and-tv-various-artists-shrek-2,0,5,No,1
artifacts/movie-and-tv-various-artists-shrek-3,artifacts/movie-and-tv-various-artists-shrek-3,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-complete-star-trek-theme-music,artifacts/movie-and-tv-various-artists-star-trek-complete-star-trek-theme-music,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-complete-theme-music-piano-solo,artifacts/movie-and-tv-various-artists-star-trek-complete-theme-music-piano-solo,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-deep-space-nine,artifacts/movie-and-tv-various-artists-star-trek-deep-space-nine,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-enterprise,artifacts/movie-and-tv-various-artists-star-trek-enterprise,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-first-contact,artifacts/movie-and-tv-various-artists-star-trek-first-contact,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-generations,artifacts/movie-and-tv-various-artists-star-trek-generations,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-insurrection,artifacts/movie-and-tv-various-artists-star-trek-insurrection,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-piano-solo,artifacts/movie-and-tv-various-artists-star-trek-piano-solo,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-star-trek,artifacts/movie-and-tv-various-artists-star-trek-star-trek,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-star-trek-the-motion-picture,artifacts/movie-and-tv-various-artists-star-trek-star-trek-the-motion-picture,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-the-final-frontier,artifacts/movie-and-tv-various-artists-star-trek-the-final-frontier,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-the-next-generation,artifacts/movie-and-tv-various-artists-star-trek-the-next-generation,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-the-search-for-spock,artifacts/movie-and-tv-various-artists-star-trek-the-search-for-spock,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-the-undiscovered-country,artifacts/movie-and-tv-various-artists-star-trek-the-undiscovered-country,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-the-voyage-home,artifacts/movie-and-tv-various-artists-star-trek-the-voyage-home,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-the-wrath-of-khan,artifacts/movie-and-tv-various-artists-star-trek-the-wrath-of-khan,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-them-from-search-for-spock,artifacts/movie-and-tv-various-artists-star-trek-them-from-search-for-spock,0,5,No,1
artifacts/movie-and-tv-various-artists-star-trek-voyager,artifacts/movie-and-tv-various-artists-star-trek-voyager,0,5,No,1
artifacts/movie-and-tv-various-artists-the-big-book-of-movie-music,artifacts/movie-and-tv-various-artists-the-big-book-of-movie-music,0,5,No,1
artifacts/movie-and-tv-various-artists-the-simpsons-simpsons-songbook,artifacts/movie-and-tv-various-artists-the-simpsons-simpsons-songbook,0,5,No,1
artifacts/movie-and-tv-various-artists-the-tv-fakebook,artifacts/movie-and-tv-various-artists-the-tv-fakebook,0,5,No,1
artifacts/movie-and-tv-various-artists-top-movie-hits,artifacts/movie-and-tv-various-artists-top-movie-hits,0,5,No,1
artifacts/movie-and-tv-various-artists-tv-detective-themes-for-solo-piano,artifacts/movie-and-tv-various-artists-tv-detective-themes-for-solo-piano,0,5,No,1
artifacts/movie-and-tv-various-artists-tv-fakebook-2nd-ed,artifacts/movie-and-tv-various-artists-tv-fakebook-2nd-ed,0,5,No,1
artifacts/movie-and-tv-various-artists-ultimate-tv-showstoppers,artifacts/movie-and-tv-various-artists-ultimate-tv-showstoppers,0,5,No,1
artifacts/movie-and-tv-various-artists-warner-bros-75th-anniversary,artifacts/movie-and-tv-various-artists-warner-bros-75th-anniversary,0,5,No,1
artifacts/movie-and-tv-various-artists-wizard-of-oz-book,artifacts/movie-and-tv-various-artists-wizard-of-oz-book,0,5,No,1
