BookName,CurrentArtist,CorrectArtist,CurrentPath,TargetPath,NeedsArtistRename,NeedsFolderRestructure
Lynyrd Skynyrd - The New Best Of _Guitar Tab_,Lynyrd Skynyrd,Lynyrd Skynyrd,SheetMusic\Lynyrd Skynyrd\Books\Lynyrd Skynyrd - The New Best Of _Guitar Tab_.pdf,SheetMusic\Lynyrd Skynyrd\Lynyrd Skynyrd - The New Best Of _Guitar Tab_.pdf,False,True
Mamas And The Papas - Songbook _PVG_,Mamas and the Papas,Mamas and the Papas,SheetMusic\Mamas and the Papas\Books\Mamas And The Papas - Songbook _PVG_.pdf,SheetMusic\Mamas and the Papas\Mamas And The Papas - Songbook _PVG_.pdf,False,True
MeatLoaf - Bat Out Of Hell,MeatLoaf,Meatloaf,SheetMusic\MeatLoaf\Books\MeatLoaf - Bat Out Of Hell.pdf,SheetMusic\Meatloaf\MeatLoaf - Bat Out Of Hell.pdf,True,True
Melissa Etheridge - Songbook,Melissa Etheridge,Melissa Etheridge,SheetMusic\Melissa Etheridge\Books\Melissa Etheridge - Songbook.pdf,SheetMusic\Melissa Etheridge\Melissa Etheridge - Songbook.pdf,False,True
Michael Jackson - Great Songs Of _PVG_,Michael Jackson,Michael Jackson,SheetMusic\Michael Jackson\Books\Michael Jackson - Great Songs Of _PVG_.pdf,SheetMusic\Michael Jackson\Michael Jackson - Great Songs Of _PVG_.pdf,False,True
Michael Jackson - Number Ones _Book_,Michael Jackson,Michael Jackson,SheetMusic\Michael Jackson\Books\Michael Jackson - Number Ones _Book_.pdf,SheetMusic\Michael Jackson\Michael Jackson - Number Ones _Book_.pdf,False,True
Michael Jackson - Number Ones,Michael Jackson,Michael Jackson,SheetMusic\Michael Jackson\Books\Michael Jackson - Number Ones.pdf,SheetMusic\Michael Jackson\Michael Jackson - Number Ones.pdf,False,True
Michael Jackson - The Great Songs Of,Michael Jackson,Michael Jackson,SheetMusic\Michael Jackson\Books\Michael Jackson - The Great Songs Of.pdf,SheetMusic\Michael Jackson\Michael Jackson - The Great Songs Of.pdf,False,True
Michael Jackson - Thriller _The Complete Song Book_,Michael Jackson,Michael Jackson,SheetMusic\Michael Jackson\Books\Michael Jackson - Thriller _The Complete Song Book_.pdf,SheetMusic\Michael Jackson\Michael Jackson - Thriller _The Complete Song Book_.pdf,False,True
Monkees - Greatest Hits,Monkees,Monkees,SheetMusic\Monkees\Books\Monkees - Greatest Hits.pdf,SheetMusic\Monkees\Monkees - Greatest Hits.pdf,False,True
Moody Blues - Greatest Hits _PVG_,Moody Blues,Moody Blues,SheetMusic\Moody Blues\Books\Moody Blues - Greatest Hits _PVG_.pdf,SheetMusic\Moody Blues\Moody Blues - Greatest Hits _PVG_.pdf,False,True
Moody Blues - Keys Of Kingdom _Band Score_,Moody Blues,Moody Blues,SheetMusic\Moody Blues\Books\Moody Blues - Keys Of Kingdom _Band Score_.pdf,SheetMusic\Moody Blues\Moody Blues - Keys Of Kingdom _Band Score_.pdf,False,True
Neil Diamond - The Essential Neil Diamond,Neil Diamond,Neil Diamond,SheetMusic\Neil Diamond\Books\Neil Diamond - The Essential Neil Diamond.pdf,SheetMusic\Neil Diamond\Neil Diamond - The Essential Neil Diamond.pdf,False,True
Neil Young - After The Goldrush _PVG Book_,Neil Young,Neil Young,SheetMusic\Neil Young\Books\Neil Young - After The Goldrush _PVG Book_.pdf,SheetMusic\Neil Young\Neil Young - After The Goldrush _PVG Book_.pdf,False,True
Neil Young - Decade _PVG Book_,Neil Young,Neil Young,SheetMusic\Neil Young\Books\Neil Young - Decade _PVG Book_.pdf,SheetMusic\Neil Young\Neil Young - Decade _PVG Book_.pdf,False,True
Neil Young - Decade,Neil Young,Neil Young,SheetMusic\Neil Young\Books\Neil Young - Decade.pdf,SheetMusic\Neil Young\Neil Young - Decade.pdf,False,True
Neil Young - Greatest Hits _Guitar Tab_,Neil Young,Neil Young,SheetMusic\Neil Young\Books\Neil Young - Greatest Hits _Guitar Tab_.pdf,SheetMusic\Neil Young\Neil Young - Greatest Hits _Guitar Tab_.pdf,False,True
Neil Young - Harvest Moon _Guitar Tab_,Neil Young,Neil Young,SheetMusic\Neil Young\Books\Neil Young - Harvest Moon _Guitar Tab_.pdf,SheetMusic\Neil Young\Neil Young - Harvest Moon _Guitar Tab_.pdf,False,True
Neil Young - Harvest _Score_,Neil Young,Neil Young,SheetMusic\Neil Young\Books\Neil Young - Harvest _Score_.pdf,SheetMusic\Neil Young\Neil Young - Harvest _Score_.pdf,False,True
Neil Young - The Best Of Neil Young _PVG Book_,Neil Young,Neil Young,SheetMusic\Neil Young\Books\Neil Young - The Best Of Neil Young _PVG Book_.pdf,SheetMusic\Neil Young\Neil Young - The Best Of Neil Young _PVG Book_.pdf,False,True
Night Ranger - Seven Wishes _Jap Score_,Night Ranger,Night Ranger,SheetMusic\Night Ranger\Books\Night Ranger - Seven Wishes _Jap Score_.pdf,SheetMusic\Night Ranger\Night Ranger - Seven Wishes _Jap Score_.pdf,False,True
Paul McCartney - All The Best,Paul McCartney,Paul Mccartney,SheetMusic\Paul McCartney\Books\Paul McCartney - All The Best.pdf,SheetMusic\Paul Mccartney\Paul McCartney - All The Best.pdf,True,True
Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_,Paul McCartney,Paul Mccartney,SheetMusic\Paul McCartney\Books\Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_.pdf,SheetMusic\Paul Mccartney\Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_.pdf,True,True
Paul McCartney - Flowers In The Dirt,Paul McCartney,Paul Mccartney,SheetMusic\Paul McCartney\Books\Paul McCartney - Flowers In The Dirt.pdf,SheetMusic\Paul Mccartney\Paul McCartney - Flowers In The Dirt.pdf,True,True
Paul McCartney - Press To Play,Paul McCartney,Paul Mccartney,SheetMusic\Paul McCartney\Books\Paul McCartney - Press To Play.pdf,SheetMusic\Paul Mccartney\Paul McCartney - Press To Play.pdf,True,True
Paul McCartney - Ram,Paul McCartney,Paul Mccartney,SheetMusic\Paul McCartney\Books\Paul McCartney - Ram.pdf,SheetMusic\Paul Mccartney\Paul McCartney - Ram.pdf,True,True
Paul Mccartney - Tripping The Live Fantastic _PVG Book_,Paul McCartney,Paul Mccartney,SheetMusic\Paul McCartney\Books\Paul Mccartney - Tripping The Live Fantastic _PVG Book_.pdf,SheetMusic\Paul Mccartney\Paul Mccartney - Tripping The Live Fantastic _PVG Book_.pdf,True,True
Paul Mccartney - Tug Of War _PVG Book_,Paul McCartney,Paul Mccartney,SheetMusic\Paul McCartney\Books\Paul Mccartney - Tug Of War _PVG Book_.pdf,SheetMusic\Paul Mccartney\Paul Mccartney - Tug Of War _PVG Book_.pdf,True,True
Paul Simon - Anthology,Paul Simon,Paul Simon,SheetMusic\Paul Simon\Books\Paul Simon - Anthology.pdf,SheetMusic\Paul Simon\Paul Simon - Anthology.pdf,False,True
Simon And Garfunkels Greatest Hits,Paul Simon,Paul Simon,SheetMusic\Paul Simon\Books\Simon And Garfunkels Greatest Hits.pdf,SheetMusic\Paul Simon\Simon And Garfunkels Greatest Hits.pdf,False,True
Peter Frampton - The Best Of _Guitar Tab_,Peter Frampton,Peter Frampton,SheetMusic\Peter Frampton\Books\Peter Frampton - The Best Of _Guitar Tab_.pdf,SheetMusic\Peter Frampton\Peter Frampton - The Best Of _Guitar Tab_.pdf,False,True
Pink - Funhouse _PVG_,Pink,Pink,SheetMusic\Pink\Books\Pink - Funhouse _PVG_.pdf,SheetMusic\Pink\Pink - Funhouse _PVG_.pdf,False,True
Pink - Im Not Dead _PVG Book_,Pink,Pink,SheetMusic\Pink\Books\Pink - Im Not Dead _PVG Book_.pdf,SheetMusic\Pink\Pink - Im Not Dead _PVG Book_.pdf,False,True
Pink - Missundaztood _PVG Book_,Pink,Pink,SheetMusic\Pink\Books\Pink - Missundaztood _PVG Book_.pdf,SheetMusic\Pink\Pink - Missundaztood _PVG Book_.pdf,False,True
Pink Floyd - Anthology - p110-175,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Anthology - p110-175.pdf,SheetMusic\Pink Floyd\Pink Floyd - Anthology - p110-175.pdf,False,True
Pink Floyd - Anthology - p58-109,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Anthology - p58-109.pdf,SheetMusic\Pink Floyd\Pink Floyd - Anthology - p58-109.pdf,False,True
Pink Floyd - Anthology _book_,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Anthology _book_.pdf,SheetMusic\Pink Floyd\Pink Floyd - Anthology _book_.pdf,False,True
Pink Floyd - Anthology _PVG_,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Anthology _PVG_.pdf,SheetMusic\Pink Floyd\Pink Floyd - Anthology _PVG_.pdf,False,True
Pink Floyd - Dark Side Of The Moon _2_,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Dark Side Of The Moon _2_.pdf,SheetMusic\Pink Floyd\Pink Floyd - Dark Side Of The Moon _2_.pdf,False,True
Pink Floyd - Dark Side Of The Moon _PVG_,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Dark Side Of The Moon _PVG_.pdf,SheetMusic\Pink Floyd\Pink Floyd - Dark Side Of The Moon _PVG_.pdf,False,True
Pink Floyd - Dark Side Of The Moon,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Dark Side Of The Moon.pdf,SheetMusic\Pink Floyd\Pink Floyd - Dark Side Of The Moon.pdf,False,True
Pink Floyd - Pink Floyd Songbook,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Pink Floyd Songbook.pdf,SheetMusic\Pink Floyd\Pink Floyd - Pink Floyd Songbook.pdf,False,True
Pink Floyd - The Wall _PVG_,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - The Wall _PVG_.pdf,SheetMusic\Pink Floyd\Pink Floyd - The Wall _PVG_.pdf,False,True
Pink Floyd - Wish You Were Here _PVG_,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Wish You Were Here _PVG_.pdf,SheetMusic\Pink Floyd\Pink Floyd - Wish You Were Here _PVG_.pdf,False,True
Pink Floyd - Wish You Were Here,Pink Floyd,Pink Floyd,SheetMusic\Pink Floyd\Books\Pink Floyd - Wish You Were Here.pdf,SheetMusic\Pink Floyd\Pink Floyd - Wish You Were Here.pdf,False,True
Police - The Great Songs Of The Police,Police,Police,SheetMusic\Police\Books\Police - The Great Songs Of The Police.pdf,SheetMusic\Police\Police - The Great Songs Of The Police.pdf,False,True
Pretenders - Best Of Pretenders,Pretenders,Pretenders,SheetMusic\Pretenders\Books\Pretenders - Best Of Pretenders.pdf,SheetMusic\Pretenders\Pretenders - Best Of Pretenders.pdf,False,True
Prince - Purple Rain _Score_,Prince,Prince,SheetMusic\Prince\Books\Prince - Purple Rain _Score_.pdf,SheetMusic\Prince\Prince - Purple Rain _Score_.pdf,False,True
Queen - Deluxe Anthology _PVG_,Queen,Queen,SheetMusic\Queen\Books\Queen - Deluxe Anthology _PVG_.pdf,SheetMusic\Queen\Queen - Deluxe Anthology _PVG_.pdf,False,True
Queen - Greatest Hits 1 _Score_,Queen,Queen,SheetMusic\Queen\Books\Queen - Greatest Hits 1 _Score_.pdf,SheetMusic\Queen\Queen - Greatest Hits 1 _Score_.pdf,False,True
Queen - Greatest Hits II _PVG_,Queen,Queen,SheetMusic\Queen\Books\Queen - Greatest Hits II _PVG_.pdf,SheetMusic\Queen\Queen - Greatest Hits II _PVG_.pdf,False,True
Queen - Greatest Hits,Queen,Queen,SheetMusic\Queen\Books\Queen - Greatest Hits.pdf,SheetMusic\Queen\Queen - Greatest Hits.pdf,False,True
Queen - Hit Songs,Queen,Queen,SheetMusic\Queen\Books\Queen - Hit Songs.pdf,SheetMusic\Queen\Queen - Hit Songs.pdf,False,True
Randy Newman - Collection,Randy Newman,Randy Newman,SheetMusic\Randy Newman\Books\Randy Newman - Collection.pdf,SheetMusic\Randy Newman\Randy Newman - Collection.pdf,False,True
REO Speedwagon - Good Trouble,REO Speedwagon,Reo Speedwagon,SheetMusic\REO Speedwagon\Books\REO Speedwagon - Good Trouble.pdf,SheetMusic\Reo Speedwagon\REO Speedwagon - Good Trouble.pdf,True,True
REO Speedwagon - Hi Infidelity,REO Speedwagon,Reo Speedwagon,SheetMusic\REO Speedwagon\Books\REO Speedwagon - Hi Infidelity.pdf,SheetMusic\Reo Speedwagon\REO Speedwagon - Hi Infidelity.pdf,True,True
REO Speedwagon - Life As We Know It,REO Speedwagon,Reo Speedwagon,SheetMusic\REO Speedwagon\Books\REO Speedwagon - Life As We Know It.pdf,SheetMusic\Reo Speedwagon\REO Speedwagon - Life As We Know It.pdf,True,True
REO Speedwagon - The Hits,REO Speedwagon,Reo Speedwagon,SheetMusic\REO Speedwagon\Books\REO Speedwagon - The Hits.pdf,SheetMusic\Reo Speedwagon\REO Speedwagon - The Hits.pdf,True,True
Robbie Robertson - Songbook _Guitar Tab_,Robbie Robertson,Robbie Robertson,SheetMusic\Robbie Robertson\Books\Robbie Robertson - Songbook _Guitar Tab_.pdf,SheetMusic\Robbie Robertson\Robbie Robertson - Songbook _Guitar Tab_.pdf,False,True
Rod Stewart - The Great American Songbook,Rod Stewart,Rod Stewart,SheetMusic\Rod Stewart\Books\Rod Stewart - The Great American Songbook.pdf,SheetMusic\Rod Stewart\Rod Stewart - The Great American Songbook.pdf,False,True
Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,Rolling Stones,Rolling Stones,SheetMusic\Rolling Stones\Books\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf,SheetMusic\Rolling Stones\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf,False,True
Rolling Stones - Let It Bleed _Guitar Tab_,Rolling Stones,Rolling Stones,SheetMusic\Rolling Stones\Books\Rolling Stones - Let It Bleed _Guitar Tab_.pdf,SheetMusic\Rolling Stones\Rolling Stones - Let It Bleed _Guitar Tab_.pdf,False,True
Rolling Stones - Sticky Fingers _Score_,Rolling Stones,Rolling Stones,SheetMusic\Rolling Stones\Books\Rolling Stones - Sticky Fingers _Score_.pdf,SheetMusic\Rolling Stones\Rolling Stones - Sticky Fingers _Score_.pdf,False,True
Roy Orbison - Greatest Hits,Roy Orbison,Roy Orbison,SheetMusic\Roy Orbison\Books\Roy Orbison - Greatest Hits.pdf,SheetMusic\Roy Orbison\Roy Orbison - Greatest Hits.pdf,False,True
Santana - Off The Record,Santana,Santana,SheetMusic\Santana\Books\Santana - Off The Record.pdf,SheetMusic\Santana\Santana - Off The Record.pdf,False,True
Scott Joplin - The Best Of,Scott Joplin,Scott Joplin,SheetMusic\Scott Joplin\Books\Scott Joplin - The Best Of.pdf,SheetMusic\Scott Joplin\Scott Joplin - The Best Of.pdf,False,True
Shania Twain - Greatest Hits,Shania Twain,Shania Twain,SheetMusic\Shania Twain\Books\Shania Twain - Greatest Hits.pdf,SheetMusic\Shania Twain\Shania Twain - Greatest Hits.pdf,False,True
Shania Twain - Up _PVG Book_,Shania Twain,Shania Twain,SheetMusic\Shania Twain\Books\Shania Twain - Up _PVG Book_.pdf,SheetMusic\Shania Twain\Shania Twain - Up _PVG Book_.pdf,False,True
Sheryl Crow - Tuesday Night Music Club _PVG Book_,Sheryl Crow,Sheryl Crow,SheetMusic\Sheryl Crow\Books\Sheryl Crow - Tuesday Night Music Club _PVG Book_.pdf,SheetMusic\Sheryl Crow\Sheryl Crow - Tuesday Night Music Club _PVG Book_.pdf,False,True
Sheryl Crow - Very Best,Sheryl Crow,Sheryl Crow,SheetMusic\Sheryl Crow\Books\Sheryl Crow - Very Best.pdf,SheetMusic\Sheryl Crow\Sheryl Crow - Very Best.pdf,False,True
Spice Girls - Greatest Hits,Spice Girls,Spice Girls,SheetMusic\Spice Girls\Books\Spice Girls - Greatest Hits.pdf,SheetMusic\Spice Girls\Spice Girls - Greatest Hits.pdf,False,True
Steely Dan - The Best,Steely Dan,Steely Dan,SheetMusic\Steely Dan\Books\Steely Dan - The Best.pdf,SheetMusic\Steely Dan\Steely Dan - The Best.pdf,False,True
Steve Miller Band - 13 Biggest Hits,Steve Miller Band,Steve Miller Band,SheetMusic\Steve Miller Band\Books\Steve Miller Band - 13 Biggest Hits.pdf,SheetMusic\Steve Miller Band\Steve Miller Band - 13 Biggest Hits.pdf,False,True
Steve Miller Band - Rock Best Hits _Jap Score_,Steve Miller Band,Steve Miller Band,SheetMusic\Steve Miller Band\Books\Steve Miller Band - Rock Best Hits _Jap Score_.pdf,SheetMusic\Steve Miller Band\Steve Miller Band - Rock Best Hits _Jap Score_.pdf,False,True
Steve Winwood - Arc Of A Diver _PVG Book_,Steve Winwood,Steve Winwood,SheetMusic\Steve Winwood\Books\Steve Winwood - Arc Of A Diver _PVG Book_.pdf,SheetMusic\Steve Winwood\Steve Winwood - Arc Of A Diver _PVG Book_.pdf,False,True
Steve Winwood - The Great Songs Of,Steve Winwood,Steve Winwood,SheetMusic\Steve Winwood\Books\Steve Winwood - The Great Songs Of.pdf,SheetMusic\Steve Winwood\Steve Winwood - The Great Songs Of.pdf,False,True
Supertramp - Anthology,Supertramp,Supertramp,SheetMusic\Supertramp\Books\Supertramp - Anthology.pdf,SheetMusic\Supertramp\Supertramp - Anthology.pdf,False,True
Supertramp - Breakfast In America _PVG Book_,Supertramp,Supertramp,SheetMusic\Supertramp\Books\Supertramp - Breakfast In America _PVG Book_.pdf,SheetMusic\Supertramp\Supertramp - Breakfast In America _PVG Book_.pdf,False,True
Supertramp - Crime Of The Century _Book_,Supertramp,Supertramp,SheetMusic\Supertramp\Books\Supertramp - Crime Of The Century _Book_.pdf,SheetMusic\Supertramp\Supertramp - Crime Of The Century _Book_.pdf,False,True
Survivor - Greatest Hits,Survivor,Survivor,SheetMusic\Survivor\Books\Survivor - Greatest Hits.pdf,SheetMusic\Survivor\Survivor - Greatest Hits.pdf,False,True
Taylor Swift - Best Of _Easy Piano_,Taylor Swift,Taylor Swift,SheetMusic\Taylor Swift\Books\Taylor Swift - Best Of _Easy Piano_.pdf,SheetMusic\Taylor Swift\Taylor Swift - Best Of _Easy Piano_.pdf,False,True
Taylor Swift - Fearless _PVG Book_,Taylor Swift,Taylor Swift,SheetMusic\Taylor Swift\Books\Taylor Swift - Fearless _PVG Book_.pdf,SheetMusic\Taylor Swift\Taylor Swift - Fearless _PVG Book_.pdf,False,True
Taylor Swift - Speak Now _PVG Book_,Taylor Swift,Taylor Swift,SheetMusic\Taylor Swift\Books\Taylor Swift - Speak Now _PVG Book_.pdf,SheetMusic\Taylor Swift\Taylor Swift - Speak Now _PVG Book_.pdf,False,True
Taylor Swift - Taylor Swift _Guitar Compilation_,Taylor Swift,Taylor Swift,SheetMusic\Taylor Swift\Books\Taylor Swift - Taylor Swift _Guitar Compilation_.pdf,SheetMusic\Taylor Swift\Taylor Swift - Taylor Swift _Guitar Compilation_.pdf,False,True
Taylor Swift - Taylor Swift,Taylor Swift,Taylor Swift,SheetMusic\Taylor Swift\Books\Taylor Swift - Taylor Swift.pdf,SheetMusic\Taylor Swift\Taylor Swift - Taylor Swift.pdf,False,True
Band - Northern Lights Southern Cross _PVG_,The Band,The Band,SheetMusic\The Band\Books\Band - Northern Lights Southern Cross _PVG_.pdf,SheetMusic\The Band\Band - Northern Lights Southern Cross _PVG_.pdf,False,True
Band - Stage Fright _PVG_,The Band,The Band,SheetMusic\The Band\Books\Band - Stage Fright _PVG_.pdf,SheetMusic\The Band\Band - Stage Fright _PVG_.pdf,False,True
The Band - Rock Of Ages _PVG Book_,The Band,The Band,SheetMusic\The Band\Books\The Band - Rock Of Ages _PVG Book_.pdf,SheetMusic\The Band\The Band - Rock Of Ages _PVG Book_.pdf,False,True
The Band - The Band And Music From Big Pink,The Band,The Band,SheetMusic\The Band\Books\The Band - The Band And Music From Big Pink.pdf,SheetMusic\The Band\The Band - The Band And Music From Big Pink.pdf,False,True
Tom Lehrer - Book Covers,Tom Lehrer,Tom Lehrer,SheetMusic\Tom Lehrer\Books\Tom Lehrer - Book Covers.pdf,SheetMusic\Tom Lehrer\Tom Lehrer - Book Covers.pdf,False,True
Tom Lehrer - Too Many Songs _PVC Book_,Tom Lehrer,Tom Lehrer,SheetMusic\Tom Lehrer\Books\Tom Lehrer - Too Many Songs _PVC Book_.pdf,SheetMusic\Tom Lehrer\Tom Lehrer - Too Many Songs _PVC Book_.pdf,False,True
Tom Waits - Anthology,Tom Waits,Tom Waits,SheetMusic\Tom Waits\Books\Tom Waits - Anthology.pdf,SheetMusic\Tom Waits\Tom Waits - Anthology.pdf,False,True
Tom Waits - Tom Waits Anthology,Tom Waits,Tom Waits,SheetMusic\Tom Waits\Books\Tom Waits - Tom Waits Anthology.pdf,SheetMusic\Tom Waits\Tom Waits - Tom Waits Anthology.pdf,False,True
Tori Amos - _Book_ Anthology,Tori Amos,Tori Amos,SheetMusic\Tori Amos\Books\Tori Amos - _Book_ Anthology.pdf,SheetMusic\Tori Amos\Tori Amos - _Book_ Anthology.pdf,False,True
Toto - Best of,Toto,Toto,SheetMusic\Toto\Books\Toto - Best of.pdf,SheetMusic\Toto\Toto - Best of.pdf,False,True
Toto - Collection,Toto,Toto,SheetMusic\Toto\Books\Toto - Collection.pdf,SheetMusic\Toto\Toto - Collection.pdf,False,True
Toto - Past To Present _Book_,Toto,Toto,SheetMusic\Toto\Books\Toto - Past To Present _Book_.pdf,SheetMusic\Toto\Toto - Past To Present _Book_.pdf,False,True
Traveling Wilburys - Volume 1,Traveling Wilburys,Traveling Wilburys,SheetMusic\Traveling Wilburys\Books\Traveling Wilburys - Volume 1.pdf,SheetMusic\Traveling Wilburys\Traveling Wilburys - Volume 1.pdf,False,True
Van Morrison - Anthology _2_,Van Morrison,Van Morrison,SheetMusic\Van Morrison\Books\Van Morrison - Anthology _2_.pdf,SheetMusic\Van Morrison\Van Morrison - Anthology _2_.pdf,False,True
Van Morrison - Anthology,Van Morrison,Van Morrison,SheetMusic\Van Morrison\Books\Van Morrison - Anthology.pdf,SheetMusic\Van Morrison\Van Morrison - Anthology.pdf,False,True
Van Morrison - Back On Top _Book_,Van Morrison,Van Morrison,SheetMusic\Van Morrison\Books\Van Morrison - Back On Top _Book_.pdf,SheetMusic\Van Morrison\Van Morrison - Back On Top _Book_.pdf,False,True
Van Morrison - Days Like These _Book_,Van Morrison,Van Morrison,SheetMusic\Van Morrison\Books\Van Morrison - Days Like These _Book_.pdf,SheetMusic\Van Morrison\Van Morrison - Days Like These _Book_.pdf,False,True
Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_.pdf,SheetMusic\Various Artists\Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_.pdf,False,True
Various Artists - 50 Platinum Country Hits,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - 50 Platinum Country Hits.pdf,SheetMusic\Various Artists\Various Artists - 50 Platinum Country Hits.pdf,False,True
Various Artists - 50s And 60s,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - 50s And 60s.pdf,SheetMusic\Various Artists\Various Artists - 50s And 60s.pdf,False,True
Various Artists - 557 Standards _Sheet Music - Piano__2_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - 557 Standards _Sheet Music - Piano__2_.pdf,SheetMusic\Various Artists\Various Artists - 557 Standards _Sheet Music - Piano__2_.pdf,False,True
Various Artists - 62 Stars 62 Hits _60s Compilation_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - 62 Stars 62 Hits _60s Compilation_.pdf,SheetMusic\Various Artists\Various Artists - 62 Stars 62 Hits _60s Compilation_.pdf,False,True
Various Artists - 70s Collection - _57pp_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - 70s Collection - _57pp_.pdf,SheetMusic\Various Artists\Various Artists - 70s Collection - _57pp_.pdf,False,True
Various Artists - 70s Hits _Easy Piano_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - 70s Hits _Easy Piano_.pdf,SheetMusic\Various Artists\Various Artists - 70s Hits _Easy Piano_.pdf,False,True
Various Artists - Adult Contemporary Hits Of The Nineties,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Adult Contemporary Hits Of The Nineties.pdf,SheetMusic\Various Artists\Various Artists - Adult Contemporary Hits Of The Nineties.pdf,False,True
Various Artists - All Time Best Collection Vol 3,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - All Time Best Collection Vol 3.pdf,SheetMusic\Various Artists\Various Artists - All Time Best Collection Vol 3.pdf,False,True
Various Artists - Best In Country Sheet Music,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Best In Country Sheet Music.pdf,SheetMusic\Various Artists\Various Artists - Best In Country Sheet Music.pdf,False,True
Various Artists - Best Of 80s Rock _PVG_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Best Of 80s Rock _PVG_.pdf,SheetMusic\Various Artists\Various Artists - Best Of 80s Rock _PVG_.pdf,False,True
Various Artists - Best Of The 70s And 80s _Solo Piano_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Best Of The 70s And 80s _Solo Piano_.pdf,SheetMusic\Various Artists\Various Artists - Best Of The 70s And 80s _Solo Piano_.pdf,False,True
Various Artists - Best Rock Songs 2000-2005,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Best Rock Songs 2000-2005.pdf,SheetMusic\Various Artists\Various Artists - Best Rock Songs 2000-2005.pdf,False,True
Various Artists - Biggest Pop Hits 1996-1997,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Biggest Pop Hits 1996-1997.pdf,SheetMusic\Various Artists\Various Artists - Biggest Pop Hits 1996-1997.pdf,False,True
Various Artists - Chart Hits 01-02,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Chart Hits 01-02.pdf,SheetMusic\Various Artists\Various Artists - Chart Hits 01-02.pdf,False,True
Various Artists - Chart Hits 04-05,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Chart Hits 04-05.pdf,SheetMusic\Various Artists\Various Artists - Chart Hits 04-05.pdf,False,True
Various Artists - Chart Hits 98-99,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Chart Hits 98-99.pdf,SheetMusic\Various Artists\Various Artists - Chart Hits 98-99.pdf,False,True
Various Artists - Classic Rock - 73 songs,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Classic Rock - 73 songs.pdf,SheetMusic\Various Artists\Various Artists - Classic Rock - 73 songs.pdf,False,True
Various Artists - Collection Of Country Music,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Collection Of Country Music.pdf,SheetMusic\Various Artists\Various Artists - Collection Of Country Music.pdf,False,True
Various Artists - Complete Piano Player Easy Blues _22 songs_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Complete Piano Player Easy Blues _22 songs_.pdf,SheetMusic\Various Artists\Various Artists - Complete Piano Player Easy Blues _22 songs_.pdf,False,True
Various Artists - Country Classics _PVG_,Various Artists,Various Artists,SheetMusic\Various Artists\Books\Various Artists - Country Classics _PVG_.pdf,SheetMusic\Various Artists\Various Artists - Country Classics _PVG_.pdf,False,True
