Artist,BookName,SourcePath,SourceExists,ProcessedFolderName,ProcessedPath,ProcessedExists,FileCount,Status
_Movie and TV,John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_,_Movie and TV\John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_.pdf,YES,John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_,_movie And Tv\John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_,YES,1,COMPLETE
_Movie and TV,John Williams - Star Wars Trilogy,_Movie and TV\John Williams - Star Wars Trilogy.pdf,YES,John Williams - Star Wars Trilogy,_movie And Tv\John Williams - Star Wars Trilogy,YES,14,COMPLETE
_Movie and TV,Kasha And Hirschorn - Petes Dragon,_Movie and TV\Kasha And Hirschorn - Petes Dragon.pdf,YES,Kasha And Hirschorn - Petes Dragon,_movie And Tv\Kasha And Hirschorn - Petes Dragon,YES,6,COMPLETE
_Movie and TV,Mary Poppins,_Movie and TV\Mary Poppins.pdf,YES,Mary Poppins,_movie And Tv\Mary Poppins,YES,11,COMPLETE
_Movie and TV,Mulan,_Movie and TV\Mulan.pdf,YES,Mulan,_movie And Tv\Mulan,YES,1,COMPLETE
_Movie and TV,Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_,_Movie and TV\Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_.pdf,YES,Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_,_movie And Tv\Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_,YES,7,COMPLETE
_Movie and TV,Pirates Of The Caribbean _Book 2 - Dead Mans Chest_,_Movie and TV\Pirates Of The Caribbean _Book 2 - Dead Mans Chest_.pdf,YES,Pirates Of The Caribbean _Book 2 - Dead Mans Chest_,_movie And Tv\Pirates Of The Caribbean _Book 2 - Dead Mans Chest_,YES,9,COMPLETE
_Movie and TV,Randy Newman - Toy Story 2,_Movie and TV\Randy Newman - Toy Story 2.pdf,YES,Randy Newman - Toy Story 2,_movie And Tv\Randy Newman - Toy Story 2,YES,1,COMPLETE
_Movie and TV,Spirited Away _Disney_ _2001_,_Movie and TV\Spirited Away _Disney_ _2001_.pdf,YES,Spirited Away _Disney_ _2001_,_movie And Tv\Spirited Away _Disney_ _2001_,YES,1,COMPLETE
_Movie and TV,Star Wars Suite _John Williams - Full Score - Hal Leonard_,_Movie and TV\Star Wars Suite _John Williams - Full Score - Hal Leonard_.pdf,YES,Star Wars Suite _John Williams - Full Score - Hal Leonard_,_movie And Tv\Star Wars Suite _John Williams - Full Score - Hal Leonard_,YES,8,COMPLETE
_Movie and TV,The New Illustrated Treasury Of Disney,_Movie and TV\The New Illustrated Treasury Of Disney.pdf,YES,The New Illustrated Treasury Of Disney,_movie And Tv\The New Illustrated Treasury Of Disney,YES,68,COMPLETE
_Movie and TV,The New Illustrated Treasury Of Disney Songs,_Movie and TV\The New Illustrated Treasury Of Disney Songs.pdf,YES,The New Illustrated Treasury Of Disney Songs,_movie And Tv\The New Illustrated Treasury Of Disney Songs,YES,68,COMPLETE
_Movie and TV,The Wizard Of Oz Script,_Movie and TV\The Wizard Of Oz Script.pdf,YES,The Wizard Of Oz Script,_movie And Tv\The Wizard Of Oz Script,YES,20,COMPLETE
_Movie and TV,Theme From Rocky And Otther Big Hits,_Movie and TV\Theme From Rocky And Otther Big Hits.pdf,YES,Theme From Rocky And Otther Big Hits,_movie And Tv\Theme From Rocky And Otther Big Hits,YES,22,COMPLETE
_Movie and TV,Various Artists - 100 Of The Best Movie Songs Ever,_Movie and TV\Various Artists - 100 Of The Best Movie Songs Ever.pdf,YES,Various Artists - 100 Of The Best Movie Songs Ever,_movie And Tv\Various Artists - 100 Of The Best Movie Songs Ever,YES,101,COMPLETE
_Movie and TV,Various Artists - Book Of Great TV Hits,_Movie and TV\Various Artists - Book Of Great TV Hits.pdf,YES,Various Artists - Book Of Great TV Hits,_movie And Tv\Various Artists - Book Of Great TV Hits,YES,41,COMPLETE
_Movie and TV,Various Artists - Box Office Themes Vol 1,_Movie and TV\Various Artists - Box Office Themes Vol 1.pdf,YES,Various Artists - Box Office Themes Vol 1,_movie And Tv\Various Artists - Box Office Themes Vol 1,YES,12,COMPLETE
_Movie and TV,Various Artists - Complete TV And Film,_Movie and TV\Various Artists - Complete TV And Film.pdf,YES,Various Artists - Complete TV And Film,_movie And Tv\Various Artists - Complete TV And Film,YES,0,COMPLETE
_Movie and TV,Various Artists - Decades Of Film 70s,_Movie and TV\Various Artists - Decades Of Film 70s.pdf,YES,Various Artists - Decades Of Film 70s,_movie And Tv\Various Artists - Decades Of Film 70s,YES,17,COMPLETE
_Movie and TV,Various Artists - Decades Of Film 80s,_Movie and TV\Various Artists - Decades Of Film 80s.pdf,YES,Various Artists - Decades Of Film 80s,_movie And Tv\Various Artists - Decades Of Film 80s,YES,20,COMPLETE
_Movie and TV,Various Artists - Decades Of Film 90s,_Movie and TV\Various Artists - Decades Of Film 90s.pdf,YES,Various Artists - Decades Of Film 90s,_movie And Tv\Various Artists - Decades Of Film 90s,YES,20,COMPLETE
_Movie and TV,Various Artists - Disney Duets,_Movie and TV\Various Artists - Disney Duets.pdf,YES,Various Artists - Disney Duets,_movie And Tv\Various Artists - Disney Duets,YES,8,COMPLETE
_Movie and TV,Various Artists - Disney Fake Book,_Movie and TV\Various Artists - Disney Fake Book.pdf,YES,Various Artists - Disney Fake Book,_movie And Tv\Various Artists - Disney Fake Book,YES,194,COMPLETE
_Movie and TV,Various Artists - Disney Solos For Violin,_Movie and TV\Various Artists - Disney Solos For Violin.pdf,YES,Various Artists - Disney Solos For Violin,_movie And Tv\Various Artists - Disney Solos For Violin,YES,1,COMPLETE
_Movie and TV,Various Artists - Eddie And The Cruisers,_Movie and TV\Various Artists - Eddie And The Cruisers.pdf,YES,Various Artists - Eddie And The Cruisers,_movie And Tv\Various Artists - Eddie And The Cruisers,YES,6,COMPLETE
_Movie and TV,Various Artists - Film Book,_Movie and TV\Various Artists - Film Book.pdf,YES,Various Artists - Film Book,_movie And Tv\Various Artists - Film Book,YES,41,COMPLETE
_Movie and TV,Various Artists - Film Music For Solo Piano,_Movie and TV\Various Artists - Film Music For Solo Piano.pdf,YES,Various Artists - Film Music For Solo Piano,_movie And Tv\Various Artists - Film Music For Solo Piano,YES,28,COMPLETE
_Movie and TV,Various Artists - Film Music For Solo Piano _2_,_Movie and TV\Various Artists - Film Music For Solo Piano _2_.pdf,YES,Various Artists - Film Music For Solo Piano _2_,_movie And Tv\Various Artists - Film Music For Solo Piano _2_,YES,23,COMPLETE
_Movie and TV,Various Artists - Frozen - Let It Go _Movie Version_,_Movie and TV\Various Artists - Frozen - Let It Go _Movie Version_.pdf,YES,Various Artists - Frozen - Let It Go _Movie Version_,_movie And Tv\Various Artists - Frozen - Let It Go _Movie Version_,YES,1,COMPLETE
_Movie and TV,Various Artists - High School Musical 1,_Movie and TV\Various Artists - High School Musical 1.pdf,YES,Various Artists - High School Musical 1,_movie And Tv\Various Artists - High School Musical 1,YES,2,COMPLETE
_Movie and TV,Various Artists - High School Musical 2,_Movie and TV\Various Artists - High School Musical 2.pdf,YES,Various Artists - High School Musical 2,_movie And Tv\Various Artists - High School Musical 2,YES,13,COMPLETE
_Movie and TV,Various Artists - Little Mermaid,_Movie and TV\Various Artists - Little Mermaid.pdf,YES,Various Artists - Little Mermaid,_movie And Tv\Various Artists - Little Mermaid,YES,1,COMPLETE
_Movie and TV,Various Artists - Love Songs From The Movies,_Movie and TV\Various Artists - Love Songs From The Movies.pdf,YES,Various Artists - Love Songs From The Movies,_movie And Tv\Various Artists - Love Songs From The Movies,YES,33,COMPLETE
_Movie and TV,Various Artists - Movie Fakebook,_Movie and TV\Various Artists - Movie Fakebook.pdf,YES,Various Artists - Movie Fakebook,_movie And Tv\Various Artists - Movie Fakebook,YES,389,COMPLETE
_Movie and TV,Various Artists - Movie Love Songs _Book_,_Movie and TV\Various Artists - Movie Love Songs _Book_.pdf,YES,Various Artists - Movie Love Songs _Book_,_movie And Tv\Various Artists - Movie Love Songs _Book_,YES,16,COMPLETE
_Movie and TV,Various Artists - Movie Melodies - The Very Best Of Movie Songs,_Movie and TV\Various Artists - Movie Melodies - The Very Best Of Movie Songs.pdf,YES,Various Artists - Movie Melodies - The Very Best Of Movie Songs,_movie And Tv\Various Artists - Movie Melodies - The Very Best Of Movie Songs,YES,21,COMPLETE
_Movie and TV,Various Artists - Movie Songs Of The 90s Vol 2,_Movie and TV\Various Artists - Movie Songs Of The 90s Vol 2.pdf,YES,Various Artists - Movie Songs Of The 90s Vol 2,_movie And Tv\Various Artists - Movie Songs Of The 90s Vol 2,YES,34,COMPLETE
_Movie and TV,Various Artists - Music From The Movies The Adventure Collection,_Movie and TV\Various Artists - Music From The Movies The Adventure Collection.pdf,YES,Various Artists - Music From The Movies The Adventure Collection,_movie And Tv\Various Artists - Music From The Movies The Adventure Collection,YES,23,COMPLETE
_Movie and TV,Various Artists - Music From The Movies The Animated Collection,_Movie and TV\Various Artists - Music From The Movies The Animated Collection.pdf,YES,Various Artists - Music From The Movies The Animated Collection,_movie And Tv\Various Artists - Music From The Movies The Animated Collection,YES,5,COMPLETE
_Movie and TV,Various Artists - Piano Solos Film Music - The Costume Drama Collection,_Movie and TV\Various Artists - Piano Solos Film Music - The Costume Drama Collection.pdf,YES,Various Artists - Piano Solos Film Music - The Costume Drama Collection,_movie And Tv\Various Artists - Piano Solos Film Music - The Costume Drama Collection,YES,28,COMPLETE
_Movie and TV,Various Artists - Pirates Of The Caribbean At Worlds End,_Movie and TV\Various Artists - Pirates Of The Caribbean At Worlds End.pdf,YES,Various Artists - Pirates Of The Caribbean At Worlds End,_movie And Tv\Various Artists - Pirates Of The Caribbean At Worlds End,YES,1,COMPLETE
_Movie and TV,Various Artists - Shrek 1,_Movie and TV\Various Artists - Shrek 1.pdf,YES,Various Artists - Shrek 1,_movie And Tv\Various Artists - Shrek 1,YES,13,COMPLETE
_Movie and TV,Various Artists - Shrek 2,_Movie and TV\Various Artists - Shrek 2.pdf,YES,Various Artists - Shrek 2,_movie And Tv\Various Artists - Shrek 2,YES,14,COMPLETE
_Movie and TV,Various Artists - Shrek 3,_Movie and TV\Various Artists - Shrek 3.pdf,YES,Various Artists - Shrek 3,_movie And Tv\Various Artists - Shrek 3,YES,14,COMPLETE
_Movie and TV,Various Artists - Star Trek - Complete Star Trek Theme Music,_Movie and TV\Various Artists - Star Trek - Complete Star Trek Theme Music.pdf,YES,Various Artists - Star Trek - Complete Star Trek Theme Music,_movie And Tv\Various Artists - Star Trek - Complete Star Trek Theme Music,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - Complete Theme Music _Piano Solo_,_Movie and TV\Various Artists - Star Trek - Complete Theme Music _Piano Solo_.pdf,YES,Various Artists - Star Trek - Complete Theme Music _Piano Solo_,_movie And Tv\Various Artists - Star Trek - Complete Theme Music _Piano Solo_,YES,16,COMPLETE
_Movie and TV,Various Artists - Star Trek - Deep Space Nine,_Movie and TV\Various Artists - Star Trek - Deep Space Nine.pdf,YES,Various Artists - Star Trek - Deep Space Nine,_movie And Tv\Various Artists - Star Trek - Deep Space Nine,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - Enterprise,_Movie and TV\Various Artists - Star Trek - Enterprise.pdf,YES,Various Artists - Star Trek - Enterprise,_movie And Tv\Various Artists - Star Trek - Enterprise,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - First Contact,_Movie and TV\Various Artists - Star Trek - First Contact.pdf,YES,Various Artists - Star Trek - First Contact,_movie And Tv\Various Artists - Star Trek - First Contact,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - Generations,_Movie and TV\Various Artists - Star Trek - Generations.pdf,YES,Various Artists - Star Trek - Generations,_movie And Tv\Various Artists - Star Trek - Generations,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - Insurrection,_Movie and TV\Various Artists - Star Trek - Insurrection.pdf,YES,Various Artists - Star Trek - Insurrection,_movie And Tv\Various Artists - Star Trek - Insurrection,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - Star Trek,_Movie and TV\Various Artists - Star Trek - Star Trek.pdf,YES,Various Artists - Star Trek - Star Trek,_movie And Tv\Various Artists - Star Trek - Star Trek,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - Star Trek The Motion Picture,_Movie and TV\Various Artists - Star Trek - Star Trek The Motion Picture.pdf,YES,Various Artists - Star Trek - Star Trek The Motion Picture,_movie And Tv\Various Artists - Star Trek - Star Trek The Motion Picture,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - The Final Frontier,_Movie and TV\Various Artists - Star Trek - The Final Frontier.pdf,YES,Various Artists - Star Trek - The Final Frontier,_movie And Tv\Various Artists - Star Trek - The Final Frontier,YES,2,COMPLETE
_Movie and TV,Various Artists - Star Trek - The Next Generation,_Movie and TV\Various Artists - Star Trek - The Next Generation.pdf,YES,Various Artists - Star Trek - The Next Generation,_movie And Tv\Various Artists - Star Trek - The Next Generation,YES,2,COMPLETE
_Movie and TV,Various Artists - Star Trek - The Search For Spock,_Movie and TV\Various Artists - Star Trek - The Search For Spock.pdf,YES,Various Artists - Star Trek - The Search For Spock,_movie And Tv\Various Artists - Star Trek - The Search For Spock,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - The Undiscovered Country,_Movie and TV\Various Artists - Star Trek - The Undiscovered Country.pdf,YES,Various Artists - Star Trek - The Undiscovered Country,_movie And Tv\Various Artists - Star Trek - The Undiscovered Country,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - The Voyage Home,_Movie and TV\Various Artists - Star Trek - The Voyage Home.pdf,YES,Various Artists - Star Trek - The Voyage Home,_movie And Tv\Various Artists - Star Trek - The Voyage Home,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - The Wrath Of Khan,_Movie and TV\Various Artists - Star Trek - The Wrath Of Khan.pdf,YES,Various Artists - Star Trek - The Wrath Of Khan,_movie And Tv\Various Artists - Star Trek - The Wrath Of Khan,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - Them From Search For Spock,_Movie and TV\Various Artists - Star Trek - Them From Search For Spock.pdf,YES,Various Artists - Star Trek - Them From Search For Spock,_movie And Tv\Various Artists - Star Trek - Them From Search For Spock,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek - Voyager,_Movie and TV\Various Artists - Star Trek - Voyager.pdf,YES,Various Artists - Star Trek - Voyager,_movie And Tv\Various Artists - Star Trek - Voyager,YES,1,COMPLETE
_Movie and TV,Various Artists - Star Trek _Piano Solo_,_Movie and TV\Various Artists - Star Trek _Piano Solo_.pdf,YES,Various Artists - Star Trek _Piano Solo_,_movie And Tv\Various Artists - Star Trek _Piano Solo_,YES,8,COMPLETE
_Movie and TV,Various Artists - TV Detective - Themes For Solo Piano,_Movie and TV\Various Artists - TV Detective - Themes For Solo Piano.pdf,YES,Various Artists - TV Detective - Themes For Solo Piano,_movie And Tv\Various Artists - TV Detective - Themes For Solo Piano,YES,28,COMPLETE
_Movie and TV,Various Artists - TV Fakebook 2nd Ed,_Movie and TV\Various Artists - TV Fakebook 2nd Ed.pdf,YES,Various Artists - TV Fakebook 2nd Ed,_movie And Tv\Various Artists - TV Fakebook 2nd Ed,YES,105,COMPLETE
_Movie and TV,Various Artists - The Big Book Of Movie Music,_Movie and TV\Various Artists - The Big Book Of Movie Music.pdf,YES,Various Artists - The Big Book Of Movie Music,_movie And Tv\Various Artists - The Big Book Of Movie Music,YES,64,COMPLETE
_Movie and TV,Various Artists - The Simpsons - Simpsons Songbook,_Movie and TV\Various Artists - The Simpsons - Simpsons Songbook.pdf,YES,Various Artists - The Simpsons - Simpsons Songbook,_movie And Tv\Various Artists - The Simpsons - Simpsons Songbook,YES,1,COMPLETE
_Movie and TV,Various Artists - The TV Fakebook,_Movie and TV\Various Artists - The TV Fakebook.pdf,YES,Various Artists - The TV Fakebook,_movie And Tv\Various Artists - The TV Fakebook,YES,72,COMPLETE
_Movie and TV,Various Artists - Top Movie Hits,_Movie and TV\Various Artists - Top Movie Hits.pdf,YES,Various Artists - Top Movie Hits,_movie And Tv\Various Artists - Top Movie Hits,YES,10,COMPLETE
_Movie and TV,Various Artists - Ultimate TV Showstoppers,_Movie and TV\Various Artists - Ultimate TV Showstoppers.pdf,YES,Various Artists - Ultimate TV Showstoppers,_movie And Tv\Various Artists - Ultimate TV Showstoppers,YES,18,COMPLETE
_Movie and TV,Various Artists - Warner Bros 75th Anniversary,_Movie and TV\Various Artists - Warner Bros 75th Anniversary.pdf,YES,Various Artists - Warner Bros 75th Anniversary,_movie And Tv\Various Artists - Warner Bros 75th Anniversary,YES,3,COMPLETE
_Movie and TV,Various Artists - Wizard Of Oz _Book_,_Movie and TV\Various Artists - Wizard Of Oz _Book_.pdf,YES,Various Artists - Wizard Of Oz _Book_,_movie And Tv\Various Artists - Wizard Of Oz _Book_,YES,10,COMPLETE
