Artist,BookName,SourcePath,SourceExists,ProcessedFolderName,ProcessedPath,ProcessedExists,FileCount,Status
Led Zepplin,Led Zeppelin - Over The Hills And Far Away _PVG_,Led Zepplin\Led Zeppelin - Over The Hills And Far Away _PVG_.pdf,YES,Led Zeppelin - Over The Hills And Far Away _PVG_,Led Zepplin\Led Zeppelin - Over The Hills And Far Away _PVG_,YES,1,COMPLETE
Lynyrd Skynyrd,Lynyrd Skynyrd - The New Best Of _Guitar Tab_,Lynyrd Skynyrd\Lynyrd Skynyrd - The New Best Of _Guitar Tab_.pdf,YES,Lynyrd Skynyrd - The New Best Of _Guitar Tab_,Lynyrd Skynyrd\Lynyrd Skynyrd - The New Best Of _Guitar Tab_,YES,10,COMPLETE
Mamas and the Papas,Mamas And The Papas - Songbook _PVG_,Mamas and the Papas\Mamas And The Papas - Songbook _PVG_.pdf,YES,Mamas And The Papas - Songbook _PVG_,Mamas and the Papas\Mamas And The Papas - Songbook _PVG_,YES,0,COMPLETE
MeatLoaf,MeatLoaf - Bat Out Of Hell,MeatLoaf\MeatLoaf - Bat Out Of Hell.pdf,YES,MeatLoaf - Bat Out Of Hell,Meatloaf\MeatLoaf - Bat Out Of Hell,YES,3,COMPLETE
Melissa Etheridge,Melissa Etheridge - Songbook,Melissa Etheridge\Melissa Etheridge - Songbook.pdf,YES,Melissa Etheridge - Songbook,Melissa Etheridge\Melissa Etheridge - Songbook,YES,10,COMPLETE
Michael Jackson,Michael Jackson - Great Songs Of _PVG_,Michael Jackson\Michael Jackson - Great Songs Of _PVG_.pdf,YES,Michael Jackson - Great Songs Of _PVG_,Michael Jackson\Michael Jackson - Great Songs Of _PVG_,YES,10,COMPLETE
Michael Jackson,Michael Jackson - Number Ones,Michael Jackson\Michael Jackson - Number Ones.pdf,YES,Michael Jackson - Number Ones,Michael Jackson\Michael Jackson - Number Ones,YES,18,COMPLETE
Michael Jackson,Michael Jackson - Number Ones _Book_,Michael Jackson\Michael Jackson - Number Ones _Book_.pdf,YES,Michael Jackson - Number Ones _Book_,Michael Jackson\Michael Jackson - Number Ones _Book_,YES,18,COMPLETE
Michael Jackson,Michael Jackson - The Great Songs Of,Michael Jackson\Michael Jackson - The Great Songs Of.pdf,YES,Michael Jackson - The Great Songs Of,Michael Jackson\Michael Jackson - The Great Songs Of,YES,10,COMPLETE
Michael Jackson,Michael Jackson - Thriller _The Complete Song Book_,Michael Jackson\Michael Jackson - Thriller _The Complete Song Book_.pdf,YES,Michael Jackson - Thriller _The Complete Song Book_,Michael Jackson\Michael Jackson - Thriller _The Complete Song Book_,YES,10,COMPLETE
Monkees,Monkees - Greatest Hits,Monkees\Monkees - Greatest Hits.pdf,YES,Monkees - Greatest Hits,Monkees\Monkees - Greatest Hits,YES,11,COMPLETE
Moody Blues,Moody Blues - Greatest Hits _PVG_,Moody Blues\Moody Blues - Greatest Hits _PVG_.pdf,YES,Moody Blues - Greatest Hits _PVG_,Moody Blues\Moody Blues - Greatest Hits _PVG_,YES,11,COMPLETE
Moody Blues,Moody Blues - Keys Of Kingdom _Band Score_,Moody Blues\Moody Blues - Keys Of Kingdom _Band Score_.pdf,YES,Moody Blues - Keys Of Kingdom _Band Score_,Moody Blues\Moody Blues - Keys Of Kingdom _Band Score_,YES,12,COMPLETE
Neil Diamond,Neil Diamond - The Essential Neil Diamond,Neil Diamond\Neil Diamond - The Essential Neil Diamond.pdf,YES,Neil Diamond - The Essential Neil Diamond,Neil Diamond\Neil Diamond - The Essential Neil Diamond,YES,40,COMPLETE
Neil Young,Neil Young - After The Goldrush _PVG Book_,Neil Young\Neil Young - After The Goldrush _PVG Book_.pdf,YES,Neil Young - After The Goldrush _PVG Book_,Neil Young\Neil Young - After The Goldrush _PVG Book_,YES,10,COMPLETE
Neil Young,Neil Young - Decade,Neil Young\Neil Young - Decade.pdf,YES,Neil Young - Decade,Neil Young\Neil Young - Decade,YES,22,COMPLETE
Neil Young,Neil Young - Decade _PVG Book_,Neil Young\Neil Young - Decade _PVG Book_.pdf,YES,Neil Young - Decade _PVG Book_,Neil Young\Neil Young - Decade _PVG Book_,YES,22,COMPLETE
Neil Young,Neil Young - Greatest Hits _Guitar Tab_,Neil Young\Neil Young - Greatest Hits _Guitar Tab_.pdf,YES,Neil Young - Greatest Hits _Guitar Tab_,Neil Young\Neil Young - Greatest Hits _Guitar Tab_,YES,15,COMPLETE
Neil Young,Neil Young - Harvest Moon _Guitar Tab_,Neil Young\Neil Young - Harvest Moon _Guitar Tab_.pdf,YES,Neil Young - Harvest Moon _Guitar Tab_,Neil Young\Neil Young - Harvest Moon _Guitar Tab_,YES,10,COMPLETE
Neil Young,Neil Young - Harvest _Score_,Neil Young\Neil Young - Harvest _Score_.pdf,YES,Neil Young - Harvest _Score_,Neil Young\Neil Young - Harvest _Score_,YES,10,COMPLETE
Neil Young,Neil Young - The Best Of Neil Young _PVG Book_,Neil Young\Neil Young - The Best Of Neil Young _PVG Book_.pdf,YES,Neil Young - The Best Of Neil Young _PVG Book_,Neil Young\Neil Young - The Best Of Neil Young _PVG Book_,YES,9,COMPLETE
Night Ranger,Night Ranger - Seven Wishes _Jap Score_,Night Ranger\Night Ranger - Seven Wishes _Jap Score_.pdf,YES,Night Ranger - Seven Wishes _Jap Score_,Night Ranger\Night Ranger - Seven Wishes _Jap Score_,YES,0,COMPLETE
Paul McCartney,Paul McCartney - All The Best,Paul McCartney\Paul McCartney - All The Best.pdf,YES,Paul McCartney - All The Best,Paul Mccartney\Paul McCartney - All The Best,YES,22,COMPLETE
Paul McCartney,Paul McCartney - Flowers In The Dirt,Paul McCartney\Paul McCartney - Flowers In The Dirt.pdf,YES,Paul McCartney - Flowers In The Dirt,Paul Mccartney\Paul McCartney - Flowers In The Dirt,YES,14,COMPLETE
Paul McCartney,Paul McCartney - Press To Play,Paul McCartney\Paul McCartney - Press To Play.pdf,YES,Paul McCartney - Press To Play,Paul Mccartney\Paul McCartney - Press To Play,YES,14,COMPLETE
Paul McCartney,Paul McCartney - Ram,Paul McCartney\Paul McCartney - Ram.pdf,YES,Paul McCartney - Ram,Paul Mccartney\Paul McCartney - Ram,YES,10,COMPLETE
Paul McCartney,Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_,Paul McCartney\Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_.pdf,YES,Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_,Paul Mccartney\Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_,YES,13,COMPLETE
Paul McCartney,Paul Mccartney - Tripping The Live Fantastic _PVG Book_,Paul McCartney\Paul Mccartney - Tripping The Live Fantastic _PVG Book_.pdf,YES,Paul Mccartney - Tripping The Live Fantastic _PVG Book_,Paul Mccartney\Paul Mccartney - Tripping The Live Fantastic _PVG Book_,YES,38,COMPLETE
Paul McCartney,Paul Mccartney - Tug Of War _PVG Book_,Paul McCartney\Paul Mccartney - Tug Of War _PVG Book_.pdf,YES,Paul Mccartney - Tug Of War _PVG Book_,Paul Mccartney\Paul Mccartney - Tug Of War _PVG Book_,YES,11,COMPLETE
Paul Simon,Paul Simon - Anthology,Paul Simon\Paul Simon - Anthology.pdf,YES,Paul Simon - Anthology,Paul Simon\Paul Simon - Anthology,YES,49,COMPLETE
Paul Simon,Simon And Garfunkels Greatest Hits,Paul Simon\Simon And Garfunkels Greatest Hits.pdf,YES,Simon And Garfunkels Greatest Hits,Paul Simon\Simon And Garfunkels Greatest Hits,YES,14,COMPLETE
Peter Frampton,Peter Frampton - The Best Of _Guitar Tab_,Peter Frampton\Peter Frampton - The Best Of _Guitar Tab_.pdf,YES,Peter Frampton - The Best Of _Guitar Tab_,Peter Frampton\Peter Frampton - The Best Of _Guitar Tab_,YES,11,COMPLETE
Pink,Pink - Funhouse _PVG_,Pink\Pink - Funhouse _PVG_.pdf,YES,Pink - Funhouse _PVG_,Pink\Pink - Funhouse _PVG_,YES,1,COMPLETE
Pink,Pink - Im Not Dead _PVG Book_,Pink\Pink - Im Not Dead _PVG Book_.pdf,YES,Pink - Im Not Dead _PVG Book_,Pink\Pink - Im Not Dead _PVG Book_,YES,10,COMPLETE
Pink,Pink - Missundaztood _PVG Book_,Pink\Pink - Missundaztood _PVG Book_.pdf,YES,Pink - Missundaztood _PVG Book_,Pink\Pink - Missundaztood _PVG Book_,YES,1,COMPLETE
Pink Floyd,Pink Floyd - Anthology - p110-175,Pink Floyd\Pink Floyd - Anthology - p110-175.pdf,YES,Pink Floyd - Anthology - p110-175,Pink Floyd\Pink Floyd - Anthology - p110-175,YES,1,COMPLETE
Pink Floyd,Pink Floyd - Anthology - p58-109,Pink Floyd\Pink Floyd - Anthology - p58-109.pdf,YES,Pink Floyd - Anthology - p58-109,Pink Floyd\Pink Floyd - Anthology - p58-109,YES,1,COMPLETE
Pink Floyd,Pink Floyd - Anthology _PVG_,Pink Floyd\Pink Floyd - Anthology _PVG_.pdf,YES,Pink Floyd - Anthology _PVG_,Pink Floyd\Pink Floyd - Anthology _PVG_,YES,38,COMPLETE
Pink Floyd,Pink Floyd - Anthology _book_,Pink Floyd\Pink Floyd - Anthology _book_.pdf,YES,Pink Floyd - Anthology _book_,Pink Floyd\Pink Floyd - Anthology _book_,YES,38,COMPLETE
Pink Floyd,Pink Floyd - Dark Side Of The Moon,Pink Floyd\Pink Floyd - Dark Side Of The Moon.pdf,YES,Pink Floyd - Dark Side Of The Moon,Pink Floyd\Pink Floyd - Dark Side Of The Moon,YES,1,COMPLETE
Pink Floyd,Pink Floyd - Dark Side Of The Moon _2_,Pink Floyd\Pink Floyd - Dark Side Of The Moon _2_.pdf,YES,Pink Floyd - Dark Side Of The Moon _2_,Pink Floyd\Pink Floyd - Dark Side Of The Moon _2_,YES,1,COMPLETE
Pink Floyd,Pink Floyd - Dark Side Of The Moon _PVG_,Pink Floyd\Pink Floyd - Dark Side Of The Moon _PVG_.pdf,YES,Pink Floyd - Dark Side Of The Moon _PVG_,Pink Floyd\Pink Floyd - Dark Side Of The Moon _PVG_,YES,1,COMPLETE
Pink Floyd,Pink Floyd - Pink Floyd Songbook,Pink Floyd\Pink Floyd - Pink Floyd Songbook.pdf,YES,Pink Floyd - Pink Floyd Songbook,Pink Floyd\Pink Floyd - Pink Floyd Songbook,YES,10,COMPLETE
Pink Floyd,Pink Floyd - The Wall _PVG_,Pink Floyd\Pink Floyd - The Wall _PVG_.pdf,YES,Pink Floyd - The Wall _PVG_,Pink Floyd\Pink Floyd - The Wall _PVG_,YES,23,COMPLETE
Pink Floyd,Pink Floyd - Wish You Were Here,Pink Floyd\Pink Floyd - Wish You Were Here.pdf,YES,Pink Floyd - Wish You Were Here,Pink Floyd\Pink Floyd - Wish You Were Here,YES,11,COMPLETE
Pink Floyd,Pink Floyd - Wish You Were Here _PVG_,Pink Floyd\Pink Floyd - Wish You Were Here _PVG_.pdf,YES,Pink Floyd - Wish You Were Here _PVG_,Pink Floyd\Pink Floyd - Wish You Were Here _PVG_,YES,12,COMPLETE
Police,Police - The Great Songs Of The Police,Police\Police - The Great Songs Of The Police.pdf,YES,Police - The Great Songs Of The Police,Police\Police - The Great Songs Of The Police,YES,12,COMPLETE
Pretenders,Pretenders - Best Of Pretenders,Pretenders\Pretenders - Best Of Pretenders.pdf,YES,Pretenders - Best Of Pretenders,Pretenders\Pretenders - Best Of Pretenders,YES,16,COMPLETE
Prince,Prince - Purple Rain _Score_,Prince\Prince - Purple Rain _Score_.pdf,YES,Prince - Purple Rain _Score_,Prince\Prince - Purple Rain _Score_,YES,1,COMPLETE
Queen,Queen - Deluxe Anthology _PVG_,Queen\Queen - Deluxe Anthology _PVG_.pdf,YES,Queen - Deluxe Anthology _PVG_,Queen\Queen - Deluxe Anthology _PVG_,YES,1,COMPLETE
Queen,Queen - Greatest Hits,Queen\Queen - Greatest Hits.pdf,YES,Queen - Greatest Hits,Queen\Queen - Greatest Hits,YES,1,COMPLETE
Queen,Queen - Greatest Hits 1 _Score_,Queen\Queen - Greatest Hits 1 _Score_.pdf,YES,Queen - Greatest Hits 1 _Score_,Queen\Queen - Greatest Hits 1 _Score_,YES,16,COMPLETE
Queen,Queen - Greatest Hits II _PVG_,Queen\Queen - Greatest Hits II _PVG_.pdf,YES,Queen - Greatest Hits II _PVG_,Queen\Queen - Greatest Hits II _PVG_,YES,17,COMPLETE
Queen,Queen - Hit Songs,Queen\Queen - Hit Songs.pdf,YES,Queen - Hit Songs,Queen\Queen - Hit Songs,YES,22,COMPLETE
REO Speedwagon,REO Speedwagon - Good Trouble,REO Speedwagon\REO Speedwagon - Good Trouble.pdf,YES,REO Speedwagon - Good Trouble,Reo Speedwagon\REO Speedwagon - Good Trouble,YES,1,COMPLETE
REO Speedwagon,REO Speedwagon - Hi Infidelity,REO Speedwagon\REO Speedwagon - Hi Infidelity.pdf,YES,REO Speedwagon - Hi Infidelity,Reo Speedwagon\REO Speedwagon - Hi Infidelity,YES,1,COMPLETE
REO Speedwagon,REO Speedwagon - Life As We Know It,REO Speedwagon\REO Speedwagon - Life As We Know It.pdf,YES,REO Speedwagon - Life As We Know It,Reo Speedwagon\REO Speedwagon - Life As We Know It,YES,4,COMPLETE
REO Speedwagon,REO Speedwagon - The Hits,REO Speedwagon\REO Speedwagon - The Hits.pdf,YES,REO Speedwagon - The Hits,Reo Speedwagon\REO Speedwagon - The Hits,YES,12,COMPLETE
Randy Newman,Randy Newman - Collection,Randy Newman\Randy Newman - Collection.pdf,YES,Randy Newman - Collection,Randy Newman\Randy Newman - Collection,YES,1,COMPLETE
Robbie Robertson,Robbie Robertson - Songbook _Guitar Tab_,Robbie Robertson\Robbie Robertson - Songbook _Guitar Tab_.pdf,YES,Robbie Robertson - Songbook _Guitar Tab_,Robbie Robertson\Robbie Robertson - Songbook _Guitar Tab_,YES,0,COMPLETE
Rod Stewart,Rod Stewart - The Great American Songbook,Rod Stewart\Rod Stewart - The Great American Songbook.pdf,YES,Rod Stewart - The Great American Songbook,Rod Stewart\Rod Stewart - The Great American Songbook,YES,16,COMPLETE
Rolling Stones,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,Rolling Stones\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf,YES,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,Rolling Stones\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,YES,20,COMPLETE
Rolling Stones,Rolling Stones - Let It Bleed _Guitar Tab_,Rolling Stones\Rolling Stones - Let It Bleed _Guitar Tab_.pdf,YES,Rolling Stones - Let It Bleed _Guitar Tab_,Rolling Stones\Rolling Stones - Let It Bleed _Guitar Tab_,YES,9,COMPLETE
Rolling Stones,Rolling Stones - Sticky Fingers _Score_,Rolling Stones\Rolling Stones - Sticky Fingers _Score_.pdf,YES,Rolling Stones - Sticky Fingers _Score_,Rolling Stones\Rolling Stones - Sticky Fingers _Score_,YES,10,COMPLETE
Roy Orbison,Roy Orbison - Greatest Hits,Roy Orbison\Roy Orbison - Greatest Hits.pdf,YES,Roy Orbison - Greatest Hits,Roy Orbison\Roy Orbison - Greatest Hits,YES,19,COMPLETE
Santana,Santana - Off The Record,Santana\Santana - Off The Record.pdf,YES,Santana - Off The Record,Santana\Santana - Off The Record,YES,8,COMPLETE
Scott Joplin,Scott Joplin - The Best Of,Scott Joplin\Scott Joplin - The Best Of.pdf,YES,Scott Joplin - The Best Of,Scott Joplin\Scott Joplin - The Best Of,YES,17,COMPLETE
Shania Twain,Shania Twain - Greatest Hits,Shania Twain\Shania Twain - Greatest Hits.pdf,YES,Shania Twain - Greatest Hits,Shania Twain\Shania Twain - Greatest Hits,YES,21,COMPLETE
Shania Twain,Shania Twain - Up _PVG Book_,Shania Twain\Shania Twain - Up _PVG Book_.pdf,YES,Shania Twain - Up _PVG Book_,Shania Twain\Shania Twain - Up _PVG Book_,YES,20,COMPLETE
Sheryl Crow,Sheryl Crow - Tuesday Night Music Club _PVG Book_,Sheryl Crow\Sheryl Crow - Tuesday Night Music Club _PVG Book_.pdf,YES,Sheryl Crow - Tuesday Night Music Club _PVG Book_,Sheryl Crow\Sheryl Crow - Tuesday Night Music Club _PVG Book_,YES,11,COMPLETE
Sheryl Crow,Sheryl Crow - Very Best,Sheryl Crow\Sheryl Crow - Very Best.pdf,YES,Sheryl Crow - Very Best,Sheryl Crow\Sheryl Crow - Very Best,YES,17,COMPLETE
Spice Girls,Spice Girls - Greatest Hits,Spice Girls\Spice Girls - Greatest Hits.pdf,YES,Spice Girls - Greatest Hits,Spice Girls\Spice Girls - Greatest Hits,YES,11,COMPLETE
Steely Dan,Steely Dan - The Best,Steely Dan\Steely Dan - The Best.pdf,YES,Steely Dan - The Best,Steely Dan\Steely Dan - The Best,YES,23,COMPLETE
Steve Miller Band,Steve Miller Band - 13 Biggest Hits,Steve Miller Band\Steve Miller Band - 13 Biggest Hits.pdf,YES,Steve Miller Band - 13 Biggest Hits,Steve Miller Band\Steve Miller Band - 13 Biggest Hits,YES,13,COMPLETE
Steve Miller Band,Steve Miller Band - Rock Best Hits _Jap Score_,Steve Miller Band\Steve Miller Band - Rock Best Hits _Jap Score_.pdf,YES,Steve Miller Band - Rock Best Hits _Jap Score_,Steve Miller Band\Steve Miller Band - Rock Best Hits _Jap Score_,YES,8,COMPLETE
Steve Winwood,Steve Winwood - Arc Of A Diver _PVG Book_,Steve Winwood\Steve Winwood - Arc Of A Diver _PVG Book_.pdf,YES,Steve Winwood - Arc Of A Diver _PVG Book_,Steve Winwood\Steve Winwood - Arc Of A Diver _PVG Book_,YES,7,COMPLETE
Steve Winwood,Steve Winwood - The Great Songs Of,Steve Winwood\Steve Winwood - The Great Songs Of.pdf,YES,Steve Winwood - The Great Songs Of,Steve Winwood\Steve Winwood - The Great Songs Of,YES,8,COMPLETE
Supertramp,Supertramp - Anthology,Supertramp\Supertramp - Anthology.pdf,YES,Supertramp - Anthology,Supertramp\Supertramp - Anthology,YES,2,COMPLETE
Supertramp,Supertramp - Breakfast In America _PVG Book_,Supertramp\Supertramp - Breakfast In America _PVG Book_.pdf,YES,Supertramp - Breakfast In America _PVG Book_,Supertramp\Supertramp - Breakfast In America _PVG Book_,YES,10,COMPLETE
Supertramp,Supertramp - Crime Of The Century _Book_,Supertramp\Supertramp - Crime Of The Century _Book_.pdf,YES,Supertramp - Crime Of The Century _Book_,Supertramp\Supertramp - Crime Of The Century _Book_,YES,8,COMPLETE
Survivor,Survivor - Greatest Hits,Survivor\Survivor - Greatest Hits.pdf,YES,Survivor - Greatest Hits,Survivor\Survivor - Greatest Hits,YES,10,COMPLETE
Taylor Swift,Taylor Swift - Best Of _Easy Piano_,Taylor Swift\Taylor Swift - Best Of _Easy Piano_.pdf,YES,Taylor Swift - Best Of _Easy Piano_,Taylor Swift\Taylor Swift - Best Of _Easy Piano_,YES,12,COMPLETE
Taylor Swift,Taylor Swift - Fearless _PVG Book_,Taylor Swift\Taylor Swift - Fearless _PVG Book_.pdf,YES,Taylor Swift - Fearless _PVG Book_,Taylor Swift\Taylor Swift - Fearless _PVG Book_,YES,16,COMPLETE
Taylor Swift,Taylor Swift - Speak Now _PVG Book_,Taylor Swift\Taylor Swift - Speak Now _PVG Book_.pdf,YES,Taylor Swift - Speak Now _PVG Book_,Taylor Swift\Taylor Swift - Speak Now _PVG Book_,YES,14,COMPLETE
Taylor Swift,Taylor Swift - Taylor Swift,Taylor Swift\Taylor Swift - Taylor Swift.pdf,YES,Taylor Swift - Taylor Swift,Taylor Swift\Taylor Swift - Taylor Swift,YES,11,COMPLETE
Taylor Swift,Taylor Swift - Taylor Swift _Guitar Compilation_,Taylor Swift\Taylor Swift - Taylor Swift _Guitar Compilation_.pdf,YES,Taylor Swift - Taylor Swift _Guitar Compilation_,Taylor Swift\Taylor Swift - Taylor Swift _Guitar Compilation_,YES,11,COMPLETE
The Band,Band - Northern Lights Southern Cross _PVG_,The Band\Band - Northern Lights Southern Cross _PVG_.pdf,YES,Band - Northern Lights Southern Cross _PVG_,The Band\Band - Northern Lights Southern Cross _PVG_,YES,8,COMPLETE
The Band,Band - Stage Fright _PVG_,The Band\Band - Stage Fright _PVG_.pdf,YES,Band - Stage Fright _PVG_,The Band\Band - Stage Fright _PVG_,YES,9,COMPLETE
The Band,The Band - Rock Of Ages _PVG Book_,The Band\The Band - Rock Of Ages _PVG Book_.pdf,YES,The Band - Rock Of Ages _PVG Book_,The Band\The Band - Rock Of Ages _PVG Book_,YES,8,COMPLETE
The Band,The Band - The Band And Music From Big Pink,The Band\The Band - The Band And Music From Big Pink.pdf,YES,The Band - The Band And Music From Big Pink,The Band\The Band - The Band And Music From Big Pink,YES,21,COMPLETE
Tom Lehrer,Tom Lehrer - Book Covers,Tom Lehrer\Tom Lehrer - Book Covers.pdf,YES,Tom Lehrer - Book Covers,Tom Lehrer\Tom Lehrer - Book Covers,YES,1,COMPLETE
Tom Lehrer,Tom Lehrer - Too Many Songs _PVC Book_,Tom Lehrer\Tom Lehrer - Too Many Songs _PVC Book_.pdf,YES,Tom Lehrer - Too Many Songs _PVC Book_,Tom Lehrer\Tom Lehrer - Too Many Songs _PVC Book_,YES,32,COMPLETE
Tom Waits,Tom Waits - Anthology,Tom Waits\Tom Waits - Anthology.pdf,YES,Tom Waits - Anthology,Tom Waits\Tom Waits - Anthology,YES,24,COMPLETE
Tom Waits,Tom Waits - Tom Waits Anthology,Tom Waits\Tom Waits - Tom Waits Anthology.pdf,YES,Tom Waits - Tom Waits Anthology,Tom Waits\Tom Waits - Tom Waits Anthology,YES,7,COMPLETE
Tori Amos,Tori Amos - _Book_ Anthology,Tori Amos\Tori Amos - _Book_ Anthology.pdf,YES,Tori Amos - _Book_ Anthology,Tori Amos\Tori Amos - _Book_ Anthology,YES,25,COMPLETE
Toto,Toto - Best of,Toto\Toto - Best of.pdf,YES,Toto - Best of,Toto\Toto - Best of,YES,5,COMPLETE
Toto,Toto - Collection,Toto\Toto - Collection.pdf,YES,Toto - Collection,Toto\Toto - Collection,YES,13,COMPLETE
Toto,Toto - Past To Present _Book_,Toto\Toto - Past To Present _Book_.pdf,YES,Toto - Past To Present _Book_,Toto\Toto - Past To Present _Book_,YES,13,COMPLETE
Traveling Wilburys,Traveling Wilburys - Volume 1,Traveling Wilburys\Traveling Wilburys - Volume 1.pdf,YES,Traveling Wilburys - Volume 1,Traveling Wilburys\Traveling Wilburys - Volume 1,YES,1,COMPLETE
Van Morrison,Van Morrison - Anthology,Van Morrison\Van Morrison - Anthology.pdf,YES,Van Morrison - Anthology,Van Morrison\Van Morrison - Anthology,YES,25,COMPLETE
Van Morrison,Van Morrison - Anthology _2_,Van Morrison\Van Morrison - Anthology _2_.pdf,YES,Van Morrison - Anthology _2_,Van Morrison\Van Morrison - Anthology _2_,YES,21,COMPLETE
Van Morrison,Van Morrison - Back On Top _Book_,Van Morrison\Van Morrison - Back On Top _Book_.pdf,YES,Van Morrison - Back On Top _Book_,Van Morrison\Van Morrison - Back On Top _Book_,YES,10,COMPLETE
Van Morrison,Van Morrison - Days Like These _Book_,Van Morrison\Van Morrison - Days Like These _Book_.pdf,YES,Van Morrison - Days Like These _Book_,Van Morrison\Van Morrison - Days Like These _Book_,YES,2,COMPLETE
Various Artists,Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,Various Artists\Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_.pdf,YES,Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,Various Artists\Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,YES,99,COMPLETE
Various Artists,Various Artists - 50 Platinum Country Hits,Various Artists\Various Artists - 50 Platinum Country Hits.pdf,YES,Various Artists - 50 Platinum Country Hits,Various Artists\Various Artists - 50 Platinum Country Hits,YES,50,COMPLETE
Various Artists,Various Artists - 50s And 60s,Various Artists\Various Artists - 50s And 60s.pdf,YES,Various Artists - 50s And 60s,Various Artists\Various Artists - 50s And 60s,YES,81,COMPLETE
Various Artists,Various Artists - 557 Standards _Sheet Music - Piano__2_,Various Artists\Various Artists - 557 Standards _Sheet Music - Piano__2_.pdf,YES,Various Artists - 557 Standards _Sheet Music - Piano__2_,Various Artists\Various Artists - 557 Standards _Sheet Music - Piano__2_,YES,345,COMPLETE
Various Artists,Various Artists - 62 Stars 62 Hits _60s Compilation_,Various Artists\Various Artists - 62 Stars 62 Hits _60s Compilation_.pdf,YES,Various Artists - 62 Stars 62 Hits _60s Compilation_,Various Artists\Various Artists - 62 Stars 62 Hits _60s Compilation_,YES,61,COMPLETE
Various Artists,Various Artists - 70s Collection - _57pp_,Various Artists\Various Artists - 70s Collection - _57pp_.pdf,YES,Various Artists - 70s Collection - _57pp_,Various Artists\Various Artists - 70s Collection - _57pp_,YES,18,COMPLETE
Various Artists,Various Artists - 70s Hits _Easy Piano_,Various Artists\Various Artists - 70s Hits _Easy Piano_.pdf,YES,Various Artists - 70s Hits _Easy Piano_,Various Artists\Various Artists - 70s Hits _Easy Piano_,YES,20,COMPLETE
Various Artists,Various Artists - Adult Contemporary Hits Of The Nineties,Various Artists\Various Artists - Adult Contemporary Hits Of The Nineties.pdf,YES,Various Artists - Adult Contemporary Hits Of The Nineties,Various Artists\Various Artists - Adult Contemporary Hits Of The Nineties,YES,1,COMPLETE
Various Artists,Various Artists - All Time Best Collection Vol 3,Various Artists\Various Artists - All Time Best Collection Vol 3.pdf,YES,Various Artists - All Time Best Collection Vol 3,Various Artists\Various Artists - All Time Best Collection Vol 3,YES,18,COMPLETE
Various Artists,Various Artists - Best In Country Sheet Music,Various Artists\Various Artists - Best In Country Sheet Music.pdf,YES,Various Artists - Best In Country Sheet Music,Various Artists\Various Artists - Best In Country Sheet Music,YES,26,COMPLETE
Various Artists,Various Artists - Best Of 80s Rock _PVG_,Various Artists\Various Artists - Best Of 80s Rock _PVG_.pdf,YES,Various Artists - Best Of 80s Rock _PVG_,Various Artists\Various Artists - Best Of 80s Rock _PVG_,YES,33,COMPLETE
Various Artists,Various Artists - Best Of The 70s And 80s _Solo Piano_,Various Artists\Various Artists - Best Of The 70s And 80s _Solo Piano_.pdf,YES,Various Artists - Best Of The 70s And 80s _Solo Piano_,Various Artists\Various Artists - Best Of The 70s And 80s _Solo Piano_,YES,17,COMPLETE
Various Artists,Various Artists - Best Rock Songs 2000-2005,Various Artists\Various Artists - Best Rock Songs 2000-2005.pdf,YES,Various Artists - Best Rock Songs 2000-2005,Various Artists\Various Artists - Best Rock Songs 2000-2005,YES,36,COMPLETE
Various Artists,Various Artists - Biggest Pop Hits 1996-1997,Various Artists\Various Artists - Biggest Pop Hits 1996-1997.pdf,YES,Various Artists - Biggest Pop Hits 1996-1997,Various Artists\Various Artists - Biggest Pop Hits 1996-1997,YES,36,COMPLETE
Various Artists,Various Artists - Chart Hits 01-02,Various Artists\Various Artists - Chart Hits 01-02.pdf,YES,Various Artists - Chart Hits 01-02,Various Artists\Various Artists - Chart Hits 01-02,YES,25,COMPLETE
Various Artists,Various Artists - Chart Hits 04-05,Various Artists\Various Artists - Chart Hits 04-05.pdf,YES,Various Artists - Chart Hits 04-05,Various Artists\Various Artists - Chart Hits 04-05,YES,19,COMPLETE
Various Artists,Various Artists - Chart Hits 98-99,Various Artists\Various Artists - Chart Hits 98-99.pdf,YES,Various Artists - Chart Hits 98-99,Various Artists\Various Artists - Chart Hits 98-99,YES,26,COMPLETE
Various Artists,Various Artists - Classic Rock - 73 songs,Various Artists\Various Artists - Classic Rock - 73 songs.pdf,YES,Various Artists - Classic Rock - 73 songs,Various Artists\Various Artists - Classic Rock - 73 songs,YES,73,COMPLETE
