action,book_id,old_source_uri,new_source_uri,old_artist,new_artist,old_book_name,new_book_name,old_status,new_status,match_score,uri_changed,artist_changed,book_name_changed,status_changed
delete,america-greatest-hits-book,s3://jsmith-input/SheetMusic/America/books/America - Greatest Hits [Book] .pdf,,America,,Greatest Hits [Book] ,,success,,,,,,
delete,broadway-shows-various-artists-footloose-score,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Footloose [Score].pdf,,_Broadway Shows,,Various Artists - Footloose [Score],,success,,,,,,
delete,broadway-shows-various-artists-phantom-of-the-opera-score,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Phantom of the Opera [Score].pdf,,_Broadway Shows,,Various Artists - Phantom of the Opera [Score],,success,,,,,,
delete,9921bd62fa862fe5,s3://jsmith-input/books/_Broadway Shows/Various Artists - Little Shop of Horrors Script.pdf,,_Broadway Shows,,Various Artists - Little Shop of Horrors Script,,failed,,,,,,
delete,movie-and-tv-the-new-illustrated-treasury-of-disney-songs,s3://jsmith-input/SheetMusic/_Movie and TV/books/The New Illustrated Treasury of Disney Songs.pdf,,_Movie and TV,,The New Illustrated Treasury of Disney Songs,,success,,,,,,
delete,a365e9bdf7c94032,s3://jsmith-input/SheetMusic/John Denver/Books/John Denver - Back Home Again.pdf,,John Denver,,John Denver - Back Home Again,,failed,,,,,,
delete,the-wizard-of-oz-script,s3://jsmith-input/SheetMusic/_Movie and TV/Others/Books/The Wizard Of Oz Script.pdf,,_Movie and TV,,The Wizard Of Oz Script,,success,,,,,,
delete,survivor-greatest-hits,s3://jsmith-input/SheetMusic/Survivor/books/Survivor - Greatest Hits.pdf,,Survivor,,Greatest Hits,,success,,,,,,
delete,queen-greatest-hits,s3://jsmith-input/SheetMusic/Queen/books/Queen - Greatest Hits.pdf,,Queen,,Greatest Hits,,success,,,,,,
delete,judy-garland-songbook,s3://jsmith-input/SheetMusic/Judy Garland/books/Judy Garland - Songbook.pdf,,Judy Garland,,Songbook,,success,,,,,,
delete,kinks-best-of-the-kinks-score,s3://jsmith-input/SheetMusic/Kinks/books/Kinks - Best Of The Kinks [Score].pdf,,Kinks,,Best Of The Kinks [Score],,success,,,,,,
delete,moody-blues-keys-of-kingdom-band-score,s3://jsmith-input/SheetMusic/Moody Blues/books/Moody Blues - Keys Of Kingdom [Band Score].pdf,,Moody Blues,,Keys Of Kingdom [Band Score],,success,,,,,,
delete,various-artists-ultimate-100-pop-hits-of-the-90s,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Ultimate 100 Pop Hits Of The 90s.pdf,,Various Artists,,Ultimate 100 Pop Hits Of The 90s,,success,,,,,,
delete,8cc564cab4e5c932,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Shrek 3.pdf,,_Movie and TV,,Various Artists - Shrek 3,,success,,,,,,
delete,paul-simon-simon-garfunkel-s-greatest-hits,s3://jsmith-input/SheetMusic/Paul Simon/books/Simon & Garfunkel's Greatest Hits.pdf,,Paul Simon,,Simon & Garfunkel's Greatest Hits,,success,,,,,,
delete,movie-and-tv-various-artists-decades-of-film-70s,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Decades of Film '70s.pdf,,_Movie and TV,,Various Artists - Decades of Film '70s,,success,,,,,,
delete,9197eb3ef2def7a7,s3://jsmith-input/books/_Movie and TV/The Wizard of Oz Script.pdf,,_Movie and TV,,The Wizard of Oz Script,,success,,,,,,
delete,test-20260125-v2,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - 52nd Street.pdf,,Billy Joel,,52nd Street,,processing,,,,,,
delete,d2ff39d539f2e889,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Shrek 2.pdf,,_Movie and TV,,Various Artists - Shrek 2,,success,,,,,,
delete,movie-and-tv-various-artists-decades-of-film-80s,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Decades of Film '80s.pdf,,_Movie and TV,,Various Artists - Decades of Film '80s,,success,,,,,,
delete,various-artists-all-time-best-collection-vol-3,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - All Time Best Collection Vol 3.pdf,,Various Artists,,All Time Best Collection Vol 3,,success,,,,,,
delete,a471a7e3082a81e8,s3://jsmith-input/SheetMusic/Mamas and the Papas/books/Mamas and The Papas - Songbook [PVG].pdf,,Mamas and the Papas,,Mamas and The Papas - Songbook [PVG],,failed,,,,,,
delete,broadway-shows-various-artists-phantom-of-the-opera,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Phantom of the Opera.pdf,,_Broadway Shows,,Various Artists - Phantom of the Opera,,success,,,,,,
delete,51925656876096b3,s3://jsmith-input/books/Ben Folds/Ben Folds - Rockin' The Suburbs [Book].pdf,,Ben Folds,,Ben Folds - Rockin' The Suburbs [Book],,success,,,,,,
delete,movie-and-tv-various-artists-movie-fakebook,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Movie Fakebook.pdf,,_Movie and TV,,Various Artists - Movie Fakebook,,success,,,,,,
delete,cole-porter-the-very-best-of-cole-porter,s3://jsmith-input/SheetMusic/Cole Porter/books/Cole Porter - The Very Best Of Cole Porter.pdf,,Cole Porter,,The Very Best Of Cole Porter,,success,,,,,,
delete,beatles-anthology-2-page-73-112,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Anthology 2 (page 73 -112).pdf,,Beatles,,Anthology 2 (page 73 -112),,success,,,,,,
delete,9dc07eda57978839,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Music From The Movies The Animated Collection.pdf,,_Movie and TV,,Various Artists - Music From The Movies The Animated Collection,,success,,,,,,
delete,e789044e4020597c,s3://jsmith-input/SheetMusic/_Movie and TV/books/Pirates of the Caribbean [Book 2 - Dead Man's Chest].pdf,,_Movie and TV,,Pirates of the Caribbean [Book 2 - Dead Man's Chest],,success,,,,,,
delete,prince-purple-rain-score,s3://jsmith-input/SheetMusic/Prince/books/Prince - Purple Rain [Score].pdf,,Prince,,Purple Rain [Score],,success,,,,,,
delete,beatles-100-hits-for-all-keyboards,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - 100 Hits for All Keyboards.pdf,,Beatles,,100 Hits for All Keyboards,,success,,,,,,
delete,joe-cocker-songbook,s3://jsmith-input/SheetMusic/Joe Cocker/books/Joe Cocker - Songbook.pdf,,Joe Cocker,,Songbook,,success,,,,,,
delete,tom-waits-anthology,s3://jsmith-input/SheetMusic/Tom Waits/books/Tom Waits - Anthology.pdf,,Tom Waits,,Anthology,,success,,,,,,
delete,movie-and-tv-various-artists-star-trek-deep-space-nine,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Deep Space Nine.pdf,,_Movie and TV,,Various Artists - Star Trek - Deep Space Nine,,success,,,,,,
delete,broadway-shows-various-artists-sound-of-music-vocal-selections,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Sound of Music (Vocal Selections).pdf,,_Broadway Shows,,Various Artists - Sound of Music (Vocal Selections),,success,,,,,,
delete,dire-straits-mark-knopfler-guitar-styles-vol-1-guitar-book,s3://jsmith-input/SheetMusic/Dire Straits/books/Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book].pdf,,Dire Straits,,Mark Knopfler Guitar Styles Vol 1 [Guitar Book],,failed,,,,,,
delete,pink-floyd-dark-side-of-the-moon-pvg,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Dark Side of the Moon [PVG].pdf,,Pink Floyd,,Dark Side of the Moon [PVG],,success,,,,,,
delete,beatles-anthology-1-113-pages,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Anthology 1 (113 pages).pdf,,Beatles,,Anthology 1 (113 pages),,success,,,,,,
delete,4ef818eff404a332,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Love Songs from the Movies.pdf,,_Movie and TV,,Various Artists - Love Songs from the Movies,,success,,,,,,
delete,9a2c8f69b1a86219,s3://jsmith-input/books/Night Ranger/Night Ranger - Best Of 2 [Jap Score].pdf,,Night Ranger,,Night Ranger - Best Of 2 [Jap Score],,failed,,,,,,
delete,steve-miller-band-13-biggest-hits,s3://jsmith-input/SheetMusic/Steve Miller Band/books/Steve Miller Band - 13 Biggest Hits.pdf,,Steve Miller Band,,13 Biggest Hits,,success,,,,,,
delete,david-crosby-songbook-lead-sheets,s3://jsmith-input/SheetMusic/David Crosby/books/David Crosby - Songbook [Lead Sheets].pdf,,David Crosby,,Songbook [Lead Sheets],,success,,,,,,
delete,various-artists-greatest-love-songs-of-80s,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Greatest Love Songs Of 80s.pdf,,Various Artists,,Greatest Love Songs Of 80s,,success,,,,,,
delete,cb76ed43df605767,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Lambert and Morrison - The Drowsy Chaperone (Version 1).pdf,,_Broadway Shows,,Lambert and Morrison - The Drowsy Chaperone (Version 1),,success,,,,,,
delete,rolling-stones-sticky-fingers-score,s3://jsmith-input/SheetMusic/Rolling Stones/books/Rolling Stones - Sticky Fingers [Score].pdf,,Rolling Stones,,Sticky Fingers [Score],,success,,,,,,
delete,eagles-new-eagles-complete,s3://jsmith-input/SheetMusic/Eagles/books/Eagles - New Eagles Complete.pdf,,Eagles,,New Eagles Complete,,success,,,,,,
delete,various-artists-100-songs-for-kids-easy-guitar-songbook,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - 100 Songs For Kids - (Easy Guitar Songbook).pdf,,Various Artists,,100 Songs For Kids - (Easy Guitar Songbook),,success,,,,,,
delete,elton-john-goodbye-yellow-brick-road,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - Goodbye Yellow Brick Road.pdf,,Elton John,,Goodbye Yellow Brick Road,,success,,,,,,
delete,garth-brooks-no-fences-guitar-tab,s3://jsmith-input/SheetMusic/Garth Brooks/books/Garth Brooks - No Fences [Guitar Tab].pdf,,Garth Brooks,,No Fences [Guitar Tab],,success,,,,,,
delete,b53be406d675e16a,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Movie Melodies - The Very Best Of Movie Songs.pdf,,_Movie and TV,,Various Artists - Movie Melodies - The Very Best Of Movie Songs,,success,,,,,,
delete,movie-and-tv-various-artists-star-trek-star-trek,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Star Trek.pdf,,_Movie and TV,,Various Artists - Star Trek - Star Trek,,success,,,,,,
delete,bob-dylan-anthology-2,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Anthology 2.pdf,,Bob Dylan,,Anthology 2,,success,,,,,,
delete,dire-straits-money-for-nothing-guitar-book,s3://jsmith-input/SheetMusic/Dire Straits/books/Dire Straits - Money For Nothing [Guitar Book].pdf,,Dire Straits,,Money For Nothing [Guitar Book],,success,,,,,,
delete,bonnie-raitt-nick-of-time-pvg-book,s3://jsmith-input/SheetMusic/Bonnie Raitt/books/Bonnie Raitt - Nick Of Time [PVG Book].pdf,,Bonnie Raitt,,Nick Of Time [PVG Book],,success,,,,,,
delete,michael-jackson-number-ones,s3://jsmith-input/SheetMusic/Michael Jackson/books/Michael Jackson - Number Ones.pdf,,Michael Jackson,,Number Ones,,success,,,,,,
delete,journey-frontiers-jap-band-score,s3://jsmith-input/SheetMusic/Journey/books/Journey - Frontiers [Jap Band Score].pdf,,Journey,,Frontiers [Jap Band Score],,success,,,,,,
delete,taylor-swift-best-of-easy-piano,s3://jsmith-input/SheetMusic/Taylor Swift/books/Taylor Swift  - Best Of [Easy Piano].pdf,,Taylor Swift,,Best Of [Easy Piano],,success,,,,,,
delete,elo-greatest-hits,s3://jsmith-input/SheetMusic/ELO/books/ELO - Greatest Hits.pdf,,ELO,,Greatest Hits,,success,,,,,,
delete,6d2d3d95f1fb90f2,s3://jsmith-input/SheetMusic/Eric Clapton/books/Eric Clapton - The Cream of Clapton.pdf,,Eric Clapton,,Eric Clapton - The Cream of Clapton,,failed,,,,,,
delete,movie-and-tv-spirited-away-disney-2001,s3://jsmith-input/SheetMusic/_Movie and TV/books/Spirited Away (Disney) (2001).pdf,,_Movie and TV,,Spirited Away (Disney) (2001),,success,,,,,,
delete,emerson-lake-and-palmer-black-book,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Black Book.pdf,,Emerson Lake and Palmer,,Black Book,,success,,,,,,
delete,9c5b16999b42e151,s3://jsmith-input/SheetMusic/_Movie and TV/books/High School Musical - Breaking Free - Piano Sheet Music.pdf,,_Movie and TV,,High School Musical - Breaking Free - Piano Sheet Music,,success,,,,,,
delete,movie-and-tv-various-artists-star-trek-insurrection,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Insurrection.pdf,,_Movie and TV,,Various Artists - Star Trek - Insurrection,,success,,,,,,
delete,17e071f8fb51dac1,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Grease [1994 Score].pdf,,_Broadway Shows,,Various Artists - Grease [1994 Score],,success,,,,,,
delete,various-artists-more-songs-of-the-eighties-pvg,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - More Songs Of The Eighties [PVG].pdf,,Various Artists,,More Songs Of The Eighties [PVG],,success,,,,,,
delete,various-artists-classic-rock-73-songs,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Classic Rock - 73 songs.pdf,,Various Artists,,Classic Rock - 73 songs,,success,,,,,,
delete,movie-and-tv-various-artists-shrek-1,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Shrek 1.pdf,,_Movie and TV,,Various Artists - Shrek 1,,success,,,,,,
delete,movie-and-tv-various-artists-tv-fakebook-2nd-ed,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - TV Fakebook 2nd Ed.pdf,,_Movie and TV,,Various Artists - TV Fakebook 2nd Ed,,success,,,,,,
delete,0db371531d2c4734,s3://jsmith-input/SheetMusic/Tom Waits/Books/Tom Waits - Tom Waits Anthology.pdf,,Tom Waits,,Tom Waits - Tom Waits Anthology,,failed,,,,,,
delete,elton-john-made-in-england,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - Made In England.pdf,,Elton John,,Made In England,,success,,,,,,
delete,whitney-houston-the-best-of,s3://jsmith-input/SheetMusic/Whitney Houston/books/Whitney Houston - The Best Of.pdf,,Whitney Houston,,The Best Of,,success,,,,,,
delete,ed3b8ff2390bd546,s3://jsmith-input/SheetMusic/_Movie and TV/books/John Williams - Star Wars Episode I - The Phantom Menace.pdf,,_Movie and TV,,John Williams - Star Wars Episode I - The Phantom Menace,,success,,,,,,
delete,dr-john-new-orleans-piano-vol-2,s3://jsmith-input/SheetMusic/Dr John/books/Dr John - New Orleans Piano Vol 2.pdf,,Dr John,,New Orleans Piano Vol 2,,success,,,,,,
delete,journey-complete,s3://jsmith-input/SheetMusic/Journey/books/Journey - Complete.pdf,,Journey,,Complete,,success,,,,,,
delete,9c9bdd716e16b099,s3://jsmith-input/Dire Straits\books\Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book].pdf,,Dire Straits,,Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book],,failed,,,,,,
delete,3cf725e77bf69c31,s3://jsmith-input/books/Frank Zappa/Frank Zappa - Hot Rats.pdf,,Frank Zappa,,Frank Zappa - Hot Rats,,failed,,,,,,
delete,creedence-clearwater-revival-8-pcs-book,s3://jsmith-input/SheetMusic/Creedence Clearwater Revival/books/Creedence Clearwater Revival - 8 Pcs Book.pdf,,Creedence Clearwater Revival,,8 Pcs Book,,success,,,,,,
delete,b2df59d7afce1e21,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - The Next Generation.pdf,,_Movie and TV,,Various Artists - Star Trek - The Next Generation,,success,,,,,,
delete,colbie-caillat-breakthrough-pvg-book,s3://jsmith-input/SheetMusic/Colbie Caillat/books/Colbie Caillat - Breakthrough [PVG Book].pdf,,Colbie Caillat,,Breakthrough [PVG Book],,success,,,,,,
delete,various-artists-great-bands-of-the-60s-pvg-book,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Great Bands Of The 60s [PVG Book].pdf,,Various Artists,,Great Bands Of The 60s [PVG Book],,success,,,,,,
delete,broadway-shows-various-artists-little-shop-of-horrors-original,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Little Shop of Horrors (original).pdf,,_Broadway Shows,,Various Artists - Little Shop of Horrors (original),,success,,,,,,
delete,emerson-lake-and-palmer-tarkus-book,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Tarkus [Book].pdf,,Emerson Lake and Palmer,,Tarkus [Book],,success,,,,,,
delete,bread-best-of-bread,s3://jsmith-input/SheetMusic/Bread/books/Bread - Best of Bread.pdf,,Bread,,Best of Bread,,success,,,,,,
delete,e2fac2c11a133284,s3://jsmith-input/_Movie and TV\Others\Books\Various Artists - Complete TV and Film.pdf,,_Movie and TV,,Various Artists - Complete TV and Film,,failed,,,,,,
delete,432e424c722d6385,s3://jsmith-input/SheetMusic/Ben Folds/books/Ben Folds Five - Rockin' the Suburbs.pdf,,Ben Folds,,Ben Folds Five - Rockin' the Suburbs,,success,,,,,,
delete,bonnie-raitt-road-tested-pvg-book,s3://jsmith-input/SheetMusic/Bonnie Raitt/books/Bonnie Raitt - Road Tested [PVG Book].pdf,,Bonnie Raitt,,Road Tested [PVG Book],,success,,,,,,
delete,bruce-springsteen-greatest-hits,s3://jsmith-input/SheetMusic/Bruce Springsteen/books/Bruce Springsteen - Greatest Hits.pdf,,Bruce Springsteen,,Greatest Hits,,success,,,,,,
delete,various-artists-the-best-children-s-songs-ever-easy-piano,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - The Best Children's Songs Ever (Easy Piano).pdf,,Various Artists,,The Best Children's Songs Ever (Easy Piano),,success,,,,,,
delete,paul-simon-anthology,s3://jsmith-input/SheetMusic/Paul Simon/books/Paul Simon - Anthology.pdf,,Paul Simon,,Anthology,,success,,,,,,
delete,melissa-etheridge-songbook,s3://jsmith-input/SheetMusic/Melissa Etheridge/books/Melissa Etheridge - Songbook.pdf,,Melissa Etheridge,,Songbook,,success,,,,,,
delete,21b8699cd1db44bf,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Beauty and the Beast [Score].pdf,,_Broadway Shows,,Various Artists - Beauty and the Beast [Score],,success,,,,,,
delete,billy-joel-for-advanced-piano,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - For Advanced Piano.pdf,,Billy Joel,,For Advanced Piano,,success,,,,,,
delete,grand-funk-railroad-grand-funk-we-re-an-american-band-pvg-book,s3://jsmith-input/SheetMusic/Grand Funk Railroad/books/Grand Funk - We're An American Band [PVG Book].pdf,,Grand Funk Railroad,,Grand Funk - We're An American Band [PVG Book],,success,,,,,,
delete,c55d9ca3c778dd38,s3://jsmith-input/Elvis Presley\books\Elvis Presley - The Compleat [PVG Book].pdf,,Elvis Presley,,Elvis Presley - The Compleat [PVG Book],,failed,,,,,,
delete,f3a7c996e0d883e9,s3://jsmith-input/books/Various Artists/Various Artists - Ultimate 80s Songs.pdf,,Various Artists,,Various Artists - Ultimate 80s Songs,,failed,,,,,,
delete,movie-and-tv-various-artists-star-trek-the-search-for-spock,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - The Search For Spock.pdf,,_Movie and TV,,Various Artists - Star Trek - The Search For Spock,,success,,,,,,
delete,genesis-rock-score,s3://jsmith-input/SheetMusic/Genesis/books/Genesis - Rock Score.pdf,,Genesis,,Rock Score,,success,,,,,,
delete,pink-i-m-not-dead-pvg-book,s3://jsmith-input/SheetMusic/Pink/books/Pink - I'm Not Dead [PVG Book].pdf,,Pink,,I'm Not Dead [PVG Book],,success,,,,,,
delete,carole-king-classics-3,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - Classics (3).pdf,,Carole King,,Classics (3),,success,,,,,,
delete,van-morrison-days-like-these-book,s3://jsmith-input/SheetMusic/Van Morrison/books/Van Morrison - Days Like These (Book).pdf,,Van Morrison,,Days Like These (Book),,success,,,,,,
delete,pink-floyd-anthology-p58-109,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Anthology - p58-109.pdf,,Pink Floyd,,Anthology - p58-109,,success,,,,,,
delete,52d343d78f0ba0b9,s3://jsmith-input/SheetMusic/_Movie and TV/books/Randy Newman - Toy Story 2.pdf,,_Movie and TV,,Randy Newman - Toy Story 2,,success,,,,,,
delete,katy-perry-one-of-the-boys-pvg-book,s3://jsmith-input/SheetMusic/Katy Perry/books/Katy Perry - One Of The Boys [PVG Book].pdf,,Katy Perry,,One Of The Boys [PVG Book],,success,,,,,,
delete,bob-dylan-the-harp-styles-of-bob-dylan-harmonica,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - The Harp Styles of Bob Dylan [Harmonica].pdf,,Bob Dylan,,The Harp Styles of Bob Dylan [Harmonica],,success,,,,,,
delete,d642618e26321ce7,s3://jsmith-input/SheetMusic/Ben Folds/books/Ben Folds Five - Whatever and Ever Amen [Book].pdf,,Ben Folds,,Ben Folds Five - Whatever and Ever Amen [Book],,success,,,,,,
delete,led-zepplin-led-zeppelin-over-the-hills-and-far-away-pvg,s3://jsmith-input/SheetMusic/Led Zepplin/books/Led Zeppelin - Over The Hills And Far Away [PVG].pdf,,Led Zepplin,,Led Zeppelin - Over The Hills And Far Away [PVG],,success,,,,,,
delete,fleetwood-mac-anthology,s3://jsmith-input/SheetMusic/Fleetwood Mac/books/Fleetwood Mac - Anthology.pdf,,Fleetwood Mac,,Anthology,,success,,,,,,
delete,elvis-presley---the-compleat--pvg-book-,s3://jsmith-input/SheetMusic/Elvis Presley/Books/Elvis Presley - The Compleat _PVG Book_.pdf,,Elvis Presley,,Elvis Presley - The Compleat _PVG Book_,,failed,,,,,,
delete,broadway-shows-various-artists-wicked-score,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Wicked [Score].pdf,,_Broadway Shows,,Various Artists - Wicked [Score],,success,,,,,,
delete,41bf2214f37f6088,s3://jsmith-input/Mamas and the Papas/books/Mamas and The Papas - Songbook [PVG].pdf,,Mamas and the Papas,,Mamas and The Papas - Songbook [PVG],,failed,,,,,,
delete,broadway-shows-various-artists-cabaret-original,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Cabaret (Original).pdf,,_Broadway Shows,,Various Artists - Cabaret (Original),,success,,,,,,
delete,broadway-shows-various-artists-evita-score,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Evita [Score].pdf,,_Broadway Shows,,Various Artists - Evita [Score],,success,,,,,,
delete,elton-john-the-ultimate-collection-vol-2,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The Ultimate Collection Vol. 2.pdf,,Elton John,,The Ultimate Collection Vol. 2,,success,,,,,,
delete,taylor-swift-fearless-pvg-book,s3://jsmith-input/SheetMusic/Taylor Swift/books/Taylor Swift - Fearless [PVG Book].pdf,,Taylor Swift,,Fearless [PVG Book],,success,,,,,,
delete,movie-and-tv-various-artists-box-office-themes-vol-1,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Box Office Themes Vol. 1.pdf,,_Movie and TV,,Various Artists - Box Office Themes Vol. 1,,success,,,,,,
delete,carole-king-tapestry,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - Tapestry.pdf,,Carole King,,Tapestry,,success,,,,,,
delete,george-michael-greatest-hits,s3://jsmith-input/SheetMusic/George Michael/books/George Michael - Greatest Hits.pdf,,George Michael,,Greatest Hits,,success,,,,,,
delete,129f1a7868e64c6b,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Rent [Score].pdf,,_Broadway Shows,,Various Artists - Rent [Score],,success,,,,,,
delete,billy-joel-fantasies-delusions,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Fantasies & Delusions.pdf,,Billy Joel,,Fantasies & Delusions,,success,,,,,,
delete,5f8787d4abc7d1e3,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Cats - Conductor Score.pdf,,_Broadway Shows,,Various Artists - Cats - Conductor Score,,success,,,,,,
delete,broadway-shows-wicked-workshop,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Wicked Workshop.pdf,,_Broadway Shows,,Wicked Workshop,,failed,,,,,,
delete,a39231574b7ba955,s3://jsmith-input/SheetMusic/_Movie and TV/books/Mary Poppins.pdf,,_Movie and TV,,Mary Poppins,,success,,,,,,
delete,various-artists-great-bands-of-the-70s-pvg-book,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Great Bands Of The 70s [PVG Book].pdf,,Various Artists,,Great Bands Of The 70s [PVG Book],,success,,,,,,
delete,movie-and-tv-pirates-of-the-caribbean-book-1-the-curse-of-the-black-pearl,s3://jsmith-input/SheetMusic/_Movie and TV/books/Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl].pdf,,_Movie and TV,,Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl],,success,,,,,,
delete,519bf75f309fa764,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Star Trek  The Motion Picture.pdf,,_Movie and TV,,Various Artists - Star Trek - Star Trek  The Motion Picture,,success,,,,,,
delete,669cd5bd316d039a,s3://jsmith-input/SheetMusic/Elvis Presley/books/Elvis Presley - The Compleat [PVG Book].pdf,,Elvis Presley,,Elvis Presley - The Compleat [PVG Book],,failed,,,,,,
delete,b29a42b72a9f36c4,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Jesus Christ Superstar.pdf,,_Broadway Shows,,Various Artists - Jesus Christ Superstar,,success,,,,,,
delete,beatles-joy-of-beatles,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Joy Of Beatles.pdf,,Beatles,,Joy Of Beatles,,success,,,,,,
delete,various-artists---high-school-musical--score-,s3://jsmith-input/SheetMusic/_Broadway Shows/Books/Various Artists - High School Musical _score_.pdf,,_Broadway Shows,,Various Artists - High School Musical _score_,,success,,,,,,
delete,7f09b4aaae7d145f,s3://jsmith-input/SheetMusic/usic/books/Adele - 19 [PVG Book].pdf,,usic,,Adele - 19 [PVG Book],,success,,,,,,
delete,movie-and-tv-various-artists-100-of-the-best-movie-songs-ever,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - 100 of the best movie songs ever.pdf,,_Movie and TV,,Various Artists - 100 of the best movie songs ever,,success,,,,,,
delete,carpenters-note-for-note,s3://jsmith-input/SheetMusic/Carpenters/books/Carpenters - Note For Note.pdf,,Carpenters,,Note For Note,,success,,,,,,
delete,a408f88d278adf30,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Spamalot.pdf,,_Broadway Shows,,Various Artists - Spamalot,,success,,,,,,
delete,sheryl-crow-tuesday-night-music-club-pvg-book,s3://jsmith-input/SheetMusic/Sheryl Crow/books/Sheryl Crow - Tuesday Night Music Club [PVG Book].pdf,,Sheryl Crow,,Tuesday Night Music Club [PVG Book],,success,,,,,,
delete,elton-john-reg-strikes-back,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - Reg Strikes Back.pdf,,Elton John,,Reg Strikes Back,,success,,,,,,
delete,billy-joel-songs-in-the-attic,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Songs in the Attic.pdf,,Billy Joel,,Songs in the Attic,,success,,,,,,
delete,pink-floyd-dark-side-of-the-moon-2,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Dark Side of the Moon (2).pdf,,Pink Floyd,,Dark Side of the Moon (2),,success,,,,,,
