action,book_id,old_source_uri,new_source_uri,old_artist,new_artist,old_book_name,new_book_name,old_status,new_status,match_score,uri_changed,artist_changed,book_name_changed,status_changed
update,cb5e54e90eb9f902,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - Songs From The West Coast.pdf,s3://jsmith-input/SheetMusic/Elton John/Elton John - Songs From The West Coast.pdf,Elton John,Elton John,Elton John - Songs From The West Coast,Elton John - Songs From The West Coast,success,success,0.990,YES,NO,NO,NO
update,d66eb14ab6188c20,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The Big Picture.pdf,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Big Picture.pdf,Elton John,Elton John,Elton John - The Big Picture,Elton John - The Big Picture,success,success,0.988,YES,NO,NO,NO
update,dffd65f706fb250a,s3://jsmith-input/SheetMusic/ELO/books/Elton John - The Elton John Collection [Piano Solos].pdf,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Elton John Collection _Piano Solos_.pdf,ELO,Elton John,Elton John - The Elton John Collection [Piano Solos],Elton John - The Elton John Collection _Piano Solos_,success,success,0.822,YES,YES,YES,NO
update,67628834be03832c,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The One.pdf,s3://jsmith-input/SheetMusic/Elton John/Elton John - The One.pdf,Elton John,Elton John,Elton John - The One,Elton John - The One,success,success,0.985,YES,NO,NO,NO
update,5ca02ea27e6e03b4,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The Ultimate Collection Vol. 1.pdf,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Ultimate Collection Vol 1.pdf,Elton John,Elton John,Elton John - The Ultimate Collection Vol. 1,Elton John - The Ultimate Collection Vol 1,success,success,0.991,YES,NO,YES,NO
update,ca862ea07ad8d787,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The Ultimate Collection Vol. 2.pdf,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Ultimate Collection Vol 2.pdf,Elton John,Elton John,Elton John - The Ultimate Collection Vol. 2,Elton John - The Ultimate Collection Vol 2,success,success,0.991,YES,NO,YES,NO
update,14305c8dfea42cb1,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The Very Best Of.pdf,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Very Best Of.pdf,Elton John,Elton John,Elton John - The Very Best Of,Elton John - The Very Best Of,success,success,0.988,YES,NO,NO,NO
update,13ec4a07782c18ed,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - Too Low For Zero [Book].pdf,s3://jsmith-input/SheetMusic/Elton John/Elton John - Too Low For Zero _Book_.pdf,Elton John,Elton John,Elton John - Too Low For Zero [Book],Elton John - Too Low For Zero _Book_,success,success,0.989,YES,NO,YES,NO
update,c8b78b71aee66b66,s3://jsmith-input/SheetMusic/Elvis Costello/books/Elvis Costello - The Very Best Of.pdf,s3://jsmith-input/SheetMusic/Elvis Costello/Elvis Costello - The Very Best Of.pdf,Elvis Costello,Elvis Costello,Elvis Costello - The Very Best Of,Elvis Costello - The Very Best Of,success,success,0.990,YES,NO,NO,NO
update,72db67ff9fad4937,s3://jsmith-input/SheetMusic/Elvis Presley/Books/Elvis Presley - The Compleat _PVG Book_.pdf,s3://jsmith-input/SheetMusic/Elvis Presley/Elvis Presley - The Compleat _PVG Book_.pdf,Elvis Presley,Elvis Presley,Elvis Presley - The Compleat _PVG Book_,Elvis Presley - The Compleat _PVG Book_,failed,success,0.991,YES,NO,NO,YES
update,f35bee10ea617ea1,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Black Book.pdf,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/Emerson Lake And Palmer - Black Book.pdf,Emerson Lake and Palmer,Emerson Lake and Palmer,Emerson Lake and Palmer - Black Book,Emerson Lake And Palmer - Black Book,success,success,0.992,YES,NO,YES,NO
update,30394162c9d8c147,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Greatest Hits.pdf,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/Emerson Lake And Palmer - Greatest Hits.pdf,Emerson Lake and Palmer,Emerson Lake and Palmer,Emerson Lake and Palmer - Greatest Hits,Emerson Lake And Palmer - Greatest Hits,success,success,0.992,YES,NO,YES,NO
update,e695b245c03c8096,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Tarkus [Book].pdf,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/Emerson Lake And Palmer - Tarkus _Book_.pdf,Emerson Lake and Palmer,Emerson Lake and Palmer,Emerson Lake and Palmer - Tarkus [Book],Emerson Lake And Palmer - Tarkus _Book_,success,success,0.992,YES,NO,YES,NO
update,2d7d8dc7c3f0c1c9,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Trilogy [Book].pdf,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/Emerson Lake And Palmer - Trilogy _Book_.pdf,Emerson Lake and Palmer,Emerson Lake and Palmer,Emerson Lake and Palmer - Trilogy [Book],Emerson Lake And Palmer - Trilogy _Book_,success,success,0.992,YES,NO,YES,NO
update,e46e7ad6a8138ed9,s3://jsmith-input/SheetMusic/Eric Clapton/books/Eric Clapton - Derek and the Dominos [Book].pdf,s3://jsmith-input/SheetMusic/Eric Clapton/Eric Clapton - Derek And The Dominos _Book_.pdf,Eric Clapton,Eric Clapton,Eric Clapton - Derek and the Dominos [Book],Eric Clapton - Derek And The Dominos _Book_,success,success,0.991,YES,NO,YES,NO
update,396cb1944c74c5f8,s3://jsmith-input/SheetMusic/Eric Clapton/books/Eric Clapton - The Best of Book.pdf,s3://jsmith-input/SheetMusic/Eric Clapton/Eric Clapton - The Best Of Book.pdf,Eric Clapton,Eric Clapton,Eric Clapton - The Best of Book,Eric Clapton - The Best Of Book,success,success,0.989,YES,NO,YES,NO
update,1ace82370fc5459a,s3://jsmith-input/SheetMusic/Eric Clapton/Books/Eric Clapton - The Cream Of Clapton.pdf,s3://jsmith-input/SheetMusic/Eric Clapton/Eric Clapton - The Cream Of Clapton.pdf,Eric Clapton,Eric Clapton,Eric Clapton - The Cream Of Clapton,Eric Clapton - The Cream Of Clapton,failed,success,0.990,YES,NO,NO,YES
update,41e7a16f856bb746,s3://jsmith-input/SheetMusic/Eric Clapton/books/Eric Clapton - Unplugged [Book].pdf,s3://jsmith-input/SheetMusic/Eric Clapton/Eric Clapton - Unplugged _Book_.pdf,Eric Clapton,Eric Clapton,Eric Clapton - Unplugged [Book],Eric Clapton - Unplugged _Book_,success,success,0.989,YES,NO,YES,NO
update,2d5816ebb330f3e3,s3://jsmith-input/SheetMusic/Fleetwood Mac/books/Fleetwood Mac - Anthology.pdf,s3://jsmith-input/SheetMusic/Fleetwood Mac/Fleetwood Mac - Anthology.pdf,Fleetwood Mac,Fleetwood Mac,Fleetwood Mac - Anthology,Fleetwood Mac - Anthology,success,success,0.988,YES,NO,NO,NO
