Artist,OldFolderName,NewFolderName,OldPath,NewPath,FileCount
Taylor Swift,Fearless _pvg Book_,Taylor Swift - Fearless _PVG Book_,ProcessedSongs\Taylor Swift\Fearless _pvg Book_,ProcessedSongs\Taylor Swift\Taylor Swift - Fearless _PVG Book_,16
Taylor Swift,Speak Now _pvg Book_,Taylor Swift - Speak Now _PVG Book_,ProcessedSongs\Taylor Swift\Speak Now _pvg Book_,ProcessedSongs\Taylor Swift\Taylor Swift - Speak Now _PVG Book_,14
Taylor Swift,Taylor Swift _guitar Compilation_,Taylor Swift - Taylor Swift _Guitar Compilation_,ProcessedSongs\Taylor Swift\Taylor Swift _guitar Compilation_,ProcessedSongs\Taylor Swift\Taylor Swift - Taylor Swift _Guitar Compilation_,11
Taylor Swift,Taylor Swift,Taylor Swift - Taylor Swift,ProcessedSongs\Taylor Swift\Taylor Swift,ProcessedSongs\Taylor Swift\Taylor Swift - Taylor Swift,11
The Band,Rock Of Ages _pvg Book_,The Band - Rock Of Ages _PVG Book_,ProcessedSongs\The Band\Rock Of Ages _pvg Book_,ProcessedSongs\The Band\The Band - Rock Of Ages _PVG Book_,8
The Band,The Band And Music From Big Pink,The Band - The Band And Music From Big Pink,ProcessedSongs\The Band\The Band And Music From Big Pink,ProcessedSongs\The Band\The Band - The Band And Music From Big Pink,21
Tori Amos,_book_ Anthology,Tori Amos - _Book_ Anthology,ProcessedSongs\Tori Amos\_book_ Anthology,ProcessedSongs\Tori Amos\Tori Amos - _Book_ Anthology,25
Toto,Best Of,Toto - Best of,ProcessedSongs\Toto\Best Of,ProcessedSongs\Toto\Toto - Best of,5
Toto,Collection,Toto - Collection,ProcessedSongs\Toto\Collection,ProcessedSongs\Toto\Toto - Collection,13
Toto,Past To Present _book_,Toto - Past To Present _Book_,ProcessedSongs\Toto\Past To Present _book_,ProcessedSongs\Toto\Toto - Past To Present _Book_,13
Traveling Wilburys,Volume 1,Traveling Wilburys - Volume 1,ProcessedSongs\Traveling Wilburys\Volume 1,ProcessedSongs\Traveling Wilburys\Traveling Wilburys - Volume 1,1
Van Morrison,Anthology _2_,Van Morrison - Anthology _2_,ProcessedSongs\Van Morrison\Anthology _2_,ProcessedSongs\Van Morrison\Van Morrison - Anthology _2_,21
Van Morrison,Anthology,Van Morrison - Anthology,ProcessedSongs\Van Morrison\Anthology,ProcessedSongs\Van Morrison\Van Morrison - Anthology,25
Van Morrison,Back On Top _book_,Van Morrison - Back On Top _Book_,ProcessedSongs\Van Morrison\Back On Top _book_,ProcessedSongs\Van Morrison\Van Morrison - Back On Top _Book_,10
Van Morrison,Days Like These _book_,Van Morrison - Days Like These _Book_,ProcessedSongs\Van Morrison\Days Like These _book_,ProcessedSongs\Van Morrison\Van Morrison - Days Like These _Book_,2
Various Artists,100 Songs For Kids - _easy Guitar Songbook_,Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,ProcessedSongs\Various Artists\100 Songs For Kids - _easy Guitar Songbook_,ProcessedSongs\Various Artists\Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,99
Various Artists,50 Platinum Country Hits,Various Artists - 50 Platinum Country Hits,ProcessedSongs\Various Artists\50 Platinum Country Hits,ProcessedSongs\Various Artists\Various Artists - 50 Platinum Country Hits,50
Various Artists,50s And 60s,Various Artists - 50s And 60s,ProcessedSongs\Various Artists\50s And 60s,ProcessedSongs\Various Artists\Various Artists - 50s And 60s,81
Various Artists,557 Standards _sheet Music - Piano__2_,Various Artists - 557 Standards _Sheet Music - Piano__2_,ProcessedSongs\Various Artists\557 Standards _sheet Music - Piano__2_,ProcessedSongs\Various Artists\Various Artists - 557 Standards _Sheet Music - Piano__2_,345
Various Artists,62 Stars 62 Hits _60s Compilation_,Various Artists - 62 Stars 62 Hits _60s Compilation_,ProcessedSongs\Various Artists\62 Stars 62 Hits _60s Compilation_,ProcessedSongs\Various Artists\Various Artists - 62 Stars 62 Hits _60s Compilation_,61
Various Artists,70s Collection - _57pp_,Various Artists - 70s Collection - _57pp_,ProcessedSongs\Various Artists\70s Collection - _57pp_,ProcessedSongs\Various Artists\Various Artists - 70s Collection - _57pp_,18
Various Artists,70s Hits _easy Piano_,Various Artists - 70s Hits _Easy Piano_,ProcessedSongs\Various Artists\70s Hits _easy Piano_,ProcessedSongs\Various Artists\Various Artists - 70s Hits _Easy Piano_,20
Various Artists,All Time Best Collection Vol 3,Various Artists - All Time Best Collection Vol 3,ProcessedSongs\Various Artists\All Time Best Collection Vol 3,ProcessedSongs\Various Artists\Various Artists - All Time Best Collection Vol 3,18
Various Artists,Best In Country Sheet Music,Various Artists - Best In Country Sheet Music,ProcessedSongs\Various Artists\Best In Country Sheet Music,ProcessedSongs\Various Artists\Various Artists - Best In Country Sheet Music,26
Various Artists,Best Of 80s Rock _pvg_,Various Artists - Best Of 80s Rock _PVG_,ProcessedSongs\Various Artists\Best Of 80s Rock _pvg_,ProcessedSongs\Various Artists\Various Artists - Best Of 80s Rock _PVG_,33
Various Artists,Best Of The 70s And 80s _solo Piano_,Various Artists - Best Of The 70s And 80s _Solo Piano_,ProcessedSongs\Various Artists\Best Of The 70s And 80s _solo Piano_,ProcessedSongs\Various Artists\Various Artists - Best Of The 70s And 80s _Solo Piano_,17
Various Artists,Best Rock Songs 2000-2005,Various Artists - Best Rock Songs 2000-2005,ProcessedSongs\Various Artists\Best Rock Songs 2000-2005,ProcessedSongs\Various Artists\Various Artists - Best Rock Songs 2000-2005,36
Various Artists,Biggest Pop Hits 1996-1997,Various Artists - Biggest Pop Hits 1996-1997,ProcessedSongs\Various Artists\Biggest Pop Hits 1996-1997,ProcessedSongs\Various Artists\Various Artists - Biggest Pop Hits 1996-1997,36
Various Artists,Chart Hits 01-02,Various Artists - Chart Hits 01-02,ProcessedSongs\Various Artists\Chart Hits 01-02,ProcessedSongs\Various Artists\Various Artists - Chart Hits 01-02,25
Various Artists,Chart Hits 04-05,Various Artists - Chart Hits 04-05,ProcessedSongs\Various Artists\Chart Hits 04-05,ProcessedSongs\Various Artists\Various Artists - Chart Hits 04-05,19
Various Artists,Chart Hits 98-99,Various Artists - Chart Hits 98-99,ProcessedSongs\Various Artists\Chart Hits 98-99,ProcessedSongs\Various Artists\Various Artists - Chart Hits 98-99,26
Various Artists,Classic Rock - 73 Songs,Various Artists - Classic Rock - 73 songs,ProcessedSongs\Various Artists\Classic Rock - 73 Songs,ProcessedSongs\Various Artists\Various Artists - Classic Rock - 73 songs,73
Various Artists,Collection Of Country Music,Various Artists - Collection Of Country Music,ProcessedSongs\Various Artists\Collection Of Country Music,ProcessedSongs\Various Artists\Various Artists - Collection Of Country Music,72
Various Artists,Complete Piano Player Easy Blues _22 Songs_,Various Artists - Complete Piano Player Easy Blues _22 songs_,ProcessedSongs\Various Artists\Complete Piano Player Easy Blues _22 Songs_,ProcessedSongs\Various Artists\Various Artists - Complete Piano Player Easy Blues _22 songs_,21
Various Artists,Country Classics _pvg_,Various Artists - Country Classics _PVG_,ProcessedSongs\Various Artists\Country Classics _pvg_,ProcessedSongs\Various Artists\Various Artists - Country Classics _PVG_,54
Various Artists,Even More Songs Of The Eighties _pvg_,Various Artists - Even More Songs Of The Eighties _PVG_,ProcessedSongs\Various Artists\Even More Songs Of The Eighties _pvg_,ProcessedSongs\Various Artists\Various Artists - Even More Songs Of The Eighties _PVG_,39
Various Artists,Golden Era Of Rock And Roll _grab It_,Various Artists - Golden Era Of Rock And Roll _grab it_,ProcessedSongs\Various Artists\Golden Era Of Rock And Roll _grab It_,ProcessedSongs\Various Artists\Various Artists - Golden Era Of Rock And Roll _grab it_,100
Various Artists,Great Bands Of The 60s _pvg Book_,Various Artists - Great Bands Of The 60s _PVG Book_,ProcessedSongs\Various Artists\Great Bands Of The 60s _pvg Book_,ProcessedSongs\Various Artists\Various Artists - Great Bands Of The 60s _PVG Book_,25
Various Artists,Great Bands Of The 70s _pvg Book_,Various Artists - Great Bands Of The 70s _PVG Book_,ProcessedSongs\Various Artists\Great Bands Of The 70s _pvg Book_,ProcessedSongs\Various Artists\Various Artists - Great Bands Of The 70s _PVG Book_,20
Various Artists,Great Big Book Of Childrens Songs,Various Artists - Great Big Book Of Childrens Songs,ProcessedSongs\Various Artists\Great Big Book Of Childrens Songs,ProcessedSongs\Various Artists\Various Artists - Great Big Book Of Childrens Songs,73
Various Artists,Great Country Collection,Various Artists - Great Country Collection,ProcessedSongs\Various Artists\Great Country Collection,ProcessedSongs\Various Artists\Various Artists - Great Country Collection,14
Various Artists,Great Songs Of The 70s _guitar Tab_,Various Artists - Great Songs Of The 70s _Guitar Tab_,ProcessedSongs\Various Artists\Great Songs Of The 70s _guitar Tab_,ProcessedSongs\Various Artists\Various Artists - Great Songs Of The 70s _Guitar Tab_,30
Various Artists,Greatest Hits Of 2004-2005,Various Artists - Greatest Hits Of 2004-2005,ProcessedSongs\Various Artists\Greatest Hits Of 2004-2005,ProcessedSongs\Various Artists\Various Artists - Greatest Hits Of 2004-2005,59
Various Artists,Greatest Love Songs Of 80s,Various Artists - Greatest Love Songs Of 80s,ProcessedSongs\Various Artists\Greatest Love Songs Of 80s,ProcessedSongs\Various Artists\Various Artists - Greatest Love Songs Of 80s,25
Various Artists,Greatest Love Songs Of The 60s,Various Artists - Greatest Love Songs Of The 60s,ProcessedSongs\Various Artists\Greatest Love Songs Of The 60s,ProcessedSongs\Various Artists\Various Artists - Greatest Love Songs Of The 60s,25
Various Artists,Greatest Love Songs Of The 70s,Various Artists - Greatest Love Songs Of The 70s,ProcessedSongs\Various Artists\Greatest Love Songs Of The 70s,ProcessedSongs\Various Artists\Various Artists - Greatest Love Songs Of The 70s,26
Various Artists,Greatest Love Songs Of The 80s,Various Artists - Greatest Love Songs Of The 80s,ProcessedSongs\Various Artists\Greatest Love Songs Of The 80s,ProcessedSongs\Various Artists\Various Artists - Greatest Love Songs Of The 80s,25
Various Artists,Heavy Metal Vol III,Various Artists - Heavy Metal Vol III,ProcessedSongs\Various Artists\Heavy Metal Vol III,ProcessedSongs\Various Artists\Various Artists - Heavy Metal Vol III,13
Various Artists,Heavy Rock Hits Of The 80s _pvg_,Various Artists - Heavy Rock Hits Of The 80s _PVG_,ProcessedSongs\Various Artists\Heavy Rock Hits Of The 80s _pvg_,ProcessedSongs\Various Artists\Various Artists - Heavy Rock Hits Of The 80s _PVG_,20
Various Artists,History Of Rock - Late 80s,Various Artists - History Of Rock - Late 80s,ProcessedSongs\Various Artists\History Of Rock - Late 80s,ProcessedSongs\Various Artists\Various Artists - History Of Rock - Late 80s,44
Various Artists,More Songs Of The Eighties _pvg_,Various Artists - More Songs Of The Eighties _PVG_,ProcessedSongs\Various Artists\More Songs Of The Eighties _pvg_,ProcessedSongs\Various Artists\Various Artists - More Songs Of The Eighties _PVG_,42
Various Artists,Music For The Millenium - The Seventies,Various Artists - Music For The Millenium - The Seventies,ProcessedSongs\Various Artists\Music For The Millenium - The Seventies,ProcessedSongs\Various Artists\Various Artists - Music For The Millenium - The Seventies,17
Various Artists,Music For The Millennium The Seventies,Various Artists - Music For The Millennium The Seventies,ProcessedSongs\Various Artists\Music For The Millennium The Seventies,ProcessedSongs\Various Artists\Various Artists - Music For The Millennium The Seventies,17
Various Artists,Oldies But Goodies,Various Artists - Oldies But Goodies,ProcessedSongs\Various Artists\Oldies But Goodies,ProcessedSongs\Various Artists\Various Artists - Oldies But Goodies,40
Various Artists,Popular Piano Solos,Various Artists - Popular Piano Solos,ProcessedSongs\Various Artists\Popular Piano Solos,ProcessedSongs\Various Artists\Various Artists - Popular Piano Solos,11
Various Artists,Songs Of The 60s _pvg_,Various Artists - Songs Of The 60s _PVG_,ProcessedSongs\Various Artists\Songs Of The 60s _pvg_,ProcessedSongs\Various Artists\Various Artists - Songs Of The 60s _PVG_,60
Various Artists,The 1980s,Various Artists - The 1980s,ProcessedSongs\Various Artists\The 1980s,ProcessedSongs\Various Artists\Various Artists - The 1980s,30
Various Artists,The 60s And 70s Rock Score,Various Artists - The 60s And 70s Rock Score,ProcessedSongs\Various Artists\The 60s And 70s Rock Score,ProcessedSongs\Various Artists\Various Artists - The 60s And 70s Rock Score,9
Various Artists,The Best Childrens Songs Ever _easy Piano_,Various Artists - The Best Childrens Songs Ever _Easy Piano_,ProcessedSongs\Various Artists\The Best Childrens Songs Ever _easy Piano_,ProcessedSongs\Various Artists\Various Artists - The Best Childrens Songs Ever _Easy Piano_,103
Various Artists,The Decade Series - The 1980s,Various Artists - The Decade Series - The 1980s,ProcessedSongs\Various Artists\The Decade Series - The 1980s,ProcessedSongs\Various Artists\Various Artists - The Decade Series - The 1980s,30
Various Artists,The Greatest Love Songs Of The 80s,Various Artists - The Greatest Love Songs Of The 80s,ProcessedSongs\Various Artists\The Greatest Love Songs Of The 80s,ProcessedSongs\Various Artists\Various Artists - The Greatest Love Songs Of The 80s,25
Various Artists,Ultimate 100 Pop Hits Of The 90s,Various Artists - Ultimate 100 Pop Hits Of The 90s,ProcessedSongs\Various Artists\Ultimate 100 Pop Hits Of The 90s,ProcessedSongs\Various Artists\Various Artists - Ultimate 100 Pop Hits Of The 90s,101
Various Artists,Ultimate Pop Sheet Music Collection 2000,Various Artists - Ultimate Pop Sheet Music Collection 2000,ProcessedSongs\Various Artists\Ultimate Pop Sheet Music Collection 2000,ProcessedSongs\Various Artists\Various Artists - Ultimate Pop Sheet Music Collection 2000,84
Vince Guaraldi,The Vince Guaraldi Collection,Vince Guaraldi - The Vince Guaraldi Collection,ProcessedSongs\Vince Guaraldi\The Vince Guaraldi Collection,ProcessedSongs\Vince Guaraldi\Vince Guaraldi - The Vince Guaraldi Collection,9
Whitney Houston,The Best Of,Whitney Houston - The Best Of,ProcessedSongs\Whitney Houston\The Best Of,ProcessedSongs\Whitney Houston\Whitney Houston - The Best Of,10
Who,Who Anthology,Who - Who Anthology,ProcessedSongs\Who\Who Anthology,ProcessedSongs\Who\Who - Who Anthology,44
Yes,Complete Deluxe Edition,Yes - Complete Deluxe Edition,ProcessedSongs\Yes\Complete Deluxe Edition,ProcessedSongs\Yes\Yes - Complete Deluxe Edition,29
