"Artist","ProcessedFolder","ProcessedPath","SongCount","SourceBook","SourcePath","MatchType"
"_movie And Tv","Various Artists - Love Songs From The Movies","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Love Songs From The Movies","33","Various Artists - Love Songs from the Movies","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Love Songs from the Movies.pdf","1:1"
"_movie And Tv","Various Artists - Movie Fakebook","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Fakebook","388","Various Artists - Movie Fakebook","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Fakebook.pdf","1:1"
"_movie And Tv","Various Artists - Movie Love Songs [book]","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Love Songs [book]","16","Various Artists - Movie Love Songs [Book]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Love Songs [Book].pdf","1:1"
"_movie And Tv","Various Artists - Movie Melodies - The Very Best Of Movie Songs","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Melodies - The Very Best Of Movie Songs","21","Various Artists - Movie Melodies - The Very Best Of Movie Songs","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Melodies - The Very Best Of Movie Songs.pdf","1:1"
"_movie And Tv","Various Artists - Movie Songs Of The 90s Vol 2","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Songs Of The 90s Vol 2","34","Various Artists - Movie Songs Of The 90s Vol 2","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Songs Of The 90s Vol 2.pdf","1:1"
"_movie And Tv","Various Artists - Music From The Movies The Adventure Collection","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Music From The Movies The Adventure Collection","23","Various Artists - Music From The Movies The Adventure Collection","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Various Artists - Music From The Movies The Adventure Collection.pdf","1:1"
"_movie And Tv","Various Artists - Music From The Movies The Animated Collection","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Music From The Movies The Animated Collection","4","Various Artists - Music From The Movies The Animated Collection","C:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Various Artists - Music From The Movies The Animated Collection.pdf","1:1"
"_movie And Tv","Various Artists - Piano Solos Film Music - The Costume Drama Collection","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Piano Solos Film Music - The Costume Drama Collection","28","Various Artists - Piano Solos Film Music - The Costume Drama Collection","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Piano Solos Film Music - The Costume Drama Collection.pdf","1:1"
"_movie And Tv","Various Artists - Pirates Of The Caribbean At World's End","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Pirates Of The Caribbean At World's End","1","Various Artists - Pirates Of The Caribbean At World's End","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Pirates Of The Caribbean At World's End.pdf","1:1"
"_movie And Tv","Various Artists - Shrek 1","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Shrek 1","13","Various Artists - Shrek 1","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 1.pdf","1:1"
"_movie And Tv","Various Artists - Shrek 2","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Shrek 2","13","Various Artists - Shrek 2","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 2.pdf","1:1"
"_movie And Tv","Various Artists - Shrek 3","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Shrek 3","12","Various Artists - Shrek 3","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Shrek 3.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek (piano Solo)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek (piano Solo)","8","Various Artists - Star Trek (Piano Solo)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek (Piano Solo).pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Complete Star Trek Theme Music","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Complete Star Trek Theme Music","1","Various Artists - Star Trek - Complete Star Trek Theme Music","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Star Trek Theme Music.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Complete Theme Music (piano Solo)","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Complete Theme Music (piano Solo)","16","Various Artists - Star Trek - Complete Theme Music (Piano Solo)","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Theme Music (Piano Solo).pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Deep Space Nine","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Deep Space Nine","1","Various Artists - Star Trek - Deep Space Nine","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Deep Space Nine.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Enterprise","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Enterprise","1","Various Artists - Star Trek - Enterprise","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Enterprise.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - First Contact","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - First Contact","1","Various Artists - Star Trek - First Contact","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - First Contact.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Generations","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Generations","1","Various Artists - Star Trek - Generations","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Generations.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Insurrection","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Insurrection","1","Various Artists - Star Trek - Insurrection","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Insurrection.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Star Trek","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Star Trek","1","Various Artists - Star Trek - Star Trek","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Star Trek The Motion Picture","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Star Trek The Motion Picture","1","Various Artists - Star Trek - Star Trek  The Motion Picture","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek  The Motion Picture.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - The Final Frontier","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Final Frontier","2","Various Artists - Star Trek - The Final Frontier","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Final Frontier.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - The Next Generation","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Next Generation","2","Various Artists - Star Trek - The Next Generation","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Next Generation.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - The Search For Spock","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Search For Spock","1","Various Artists - Star Trek - The Search For Spock","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Search For Spock.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - The Undiscovered Country","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Undiscovered Country","1","Various Artists - Star Trek - The Undiscovered Country","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Undiscovered Country.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - The Voyage Home","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Voyage Home","1","Various Artists - Star Trek - The Voyage Home","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Voyage Home.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - The Wrath Of Khan","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - The Wrath Of Khan","1","Various Artists - Star Trek - The Wrath of Khan","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Wrath of Khan.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Them From Search For Spock","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Them From Search For Spock","1","Various Artists - Star Trek - Them from Search for Spock","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Them from Search for Spock.pdf","1:1"
"_movie And Tv","Various Artists - Star Trek - Voyager","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Voyager","1","Various Artists - Star Trek - Voyager","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Voyager.pdf","1:1"
"_movie And Tv","Various Artists - The Big Book Of Movie Music","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - The Big Book Of Movie Music","64","Various Artists - The Big Book Of Movie Music","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - The Big Book Of Movie Music.pdf","1:1"
"_movie And Tv","Various Artists - The Simpsons - Simpsons Songbook","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - The Simpsons - Simpsons Songbook","1","Various Artists - The Simpsons - Simpsons Songbook","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - The Simpsons - Simpsons Songbook.pdf","1:1"
"_movie And Tv","Various Artists - The Tv Fakebook","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - The Tv Fakebook","71","Various Artists - The TV Fakebook","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - The TV Fakebook.pdf","1:1"
"_movie And Tv","Various Artists - Top Movie Hits","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Top Movie Hits","10","Various Artists - Top Movie Hits","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Top Movie Hits.pdf","1:1"
"_movie And Tv","Various Artists - Tv Detective - Themes For Solo Piano","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Tv Detective - Themes For Solo Piano","28","Various Artists - TV Detective - Themes For Solo Piano","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - TV Detective - Themes For Solo Piano.pdf","1:1"
"_movie And Tv","Various Artists - Tv Fakebook 2nd Ed","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Tv Fakebook 2nd Ed","105","Various Artists - TV Fakebook 2nd Ed","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - TV Fakebook 2nd Ed.pdf","1:1"
"_movie And Tv","Various Artists - Ultimate Tv Showstoppers","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Ultimate Tv Showstoppers","18","Various Artists - Ultimate TV Showstoppers","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Ultimate TV Showstoppers.pdf","1:1"
"_movie And Tv","Various Artists - Warner Bros 75th Anniversary","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Warner Bros 75th Anniversary","3","Various Artists - Warner Bros 75th Anniversary","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Warner Bros 75th Anniversary.pdf","1:1"
"_movie And Tv","Various Artists - Wizard Of Oz [book]","C:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Wizard Of Oz [book]","10","Various Artists - Wizard Of Oz [Book]","C:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Wizard Of Oz [Book].pdf","1:1"
