"Artist","ProcessedFolder","ProcessedPath","SongCount","SourceBook","SourcePath","MatchType"
"James Blunt","Back To Bedlam [book]","C:\Work\AWSMusic\ProcessedSongs\James Blunt\Back To Bedlam [book]","1","James Blunt - Back to Bedlam [Book]","C:\Work\AWSMusic\SheetMusic\James Blunt\books\James Blunt - Back to Bedlam [Book].pdf","1:1"
"James Taylor","Classic [guitar]","C:\Work\AWSMusic\ProcessedSongs\James Taylor\Classic [guitar]","15","James Taylor - Classic [Guitar]","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - Classic [Guitar].pdf","1:1"
"James Taylor","Classics (guitar Tab)","C:\Work\AWSMusic\ProcessedSongs\James Taylor\Classics (guitar Tab)","15","James Taylor - Classics (guitar tab)","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - Classics (guitar tab).pdf","1:1"
"James Taylor","Guitar Songbook","C:\Work\AWSMusic\ProcessedSongs\James Taylor\Guitar Songbook","24","James Taylor - Guitar Songbook","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - Guitar Songbook.pdf","1:1"
"James Taylor","James Taylor Songbook","C:\Work\AWSMusic\ProcessedSongs\James Taylor\James Taylor Songbook","24","James Taylor - James Taylor Songbook","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - James Taylor Songbook.pdf","1:1"
"James Taylor","James Taylor [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\James Taylor\James Taylor [pvg Book]","21","James Taylor - James Taylor [PVG Book]","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - James Taylor [PVG Book].pdf","1:1"
"James Taylor","That's Why I'm Here [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\James Taylor\That's Why I'm Here [pvg Book]","10","James Taylor - That's Why I'm Here [PVG Book]","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - That's Why I'm Here [PVG Book].pdf","1:1"
"Jim Croce","Acoustic Fingerstyle Video Guitar Lessons","C:\Work\AWSMusic\ProcessedSongs\Jim Croce\Acoustic Fingerstyle Video Guitar Lessons","1","Jim Croce - Acoustic Fingerstyle Video Guitar Lessons","C:\Work\AWSMusic\SheetMusic\Jim Croce\books\Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf","1:1"
"Jimmy Buffet","Jimmy Buffett - Barometer Soup [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Jimmy Buffet\Jimmy Buffett - Barometer Soup [pvg Book]","9","Jimmy Buffett - Barometer Soup [PVG Book]","C:\Work\AWSMusic\SheetMusic\Jimmy Buffet\books\Jimmy Buffett - Barometer Soup [PVG Book].pdf","1:1"
"Jimmy Buffet","Jimmy Buffett - Fruitcakes [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Jimmy Buffet\Jimmy Buffett - Fruitcakes [pvg Book]","9","Jimmy Buffett - Fruitcakes [PVG Book]","C:\Work\AWSMusic\SheetMusic\Jimmy Buffet\books\Jimmy Buffett - Fruitcakes [PVG Book].pdf","1:1"
"Joe Cocker","Best Of","C:\Work\AWSMusic\ProcessedSongs\Joe Cocker\Best Of","16","Joe Cocker - Best Of","C:\Work\AWSMusic\SheetMusic\Joe Cocker\books\Joe Cocker - Best Of.pdf","1:1"
"Joe Cocker","Mad Dogs And Englishmen [book]","C:\Work\AWSMusic\ProcessedSongs\Joe Cocker\Mad Dogs And Englishmen [book]","16","Joe Cocker - Mad Dogs And Englishmen [Book]","C:\Work\AWSMusic\SheetMusic\Joe Cocker\books\Joe Cocker - Mad Dogs And Englishmen [Book].pdf","1:1"
"Joe Cocker","Songbook","C:\Work\AWSMusic\ProcessedSongs\Joe Cocker\Songbook","1","Joe Cocker - Songbook","C:\Work\AWSMusic\SheetMusic\Joe Cocker\books\Joe Cocker - Songbook.pdf","1:1"
"John Denver","Anthology","C:\Work\AWSMusic\ProcessedSongs\John Denver\Anthology","53","John Denver - Anthology","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Anthology.pdf","1:1"
"John Denver","Anthology [pvg]","C:\Work\AWSMusic\ProcessedSongs\John Denver\Anthology [pvg]","53","John Denver - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Anthology [PVG].pdf","1:1"
"John Denver","Best Of [easy Piano]","C:\Work\AWSMusic\ProcessedSongs\John Denver\Best Of [easy Piano]","18","John Denver - Best Of [Easy Piano]","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Best Of [Easy Piano].pdf","1:1"
"John Denver","I Want To Live [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\John Denver\I Want To Live [pvg Book]","11","John Denver - I Want To Live [PVG Book]","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - I Want To Live [PVG Book].pdf","1:1"
"John Denver","The Authentic Guitar Style Of","C:\Work\AWSMusic\ProcessedSongs\John Denver\The Authentic Guitar Style Of","12","John Denver - The Authentic Guitar Style Of.","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - The Authentic Guitar Style Of..pdf","1:1"
"John Lennon","Collection","C:\Work\AWSMusic\ProcessedSongs\John Lennon\Collection","3","John Lennon - Collection","C:\Work\AWSMusic\SheetMusic\John Lennon\books\John Lennon - Collection.pdf","1:1"
"John Lennon","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\John Lennon\Greatest Hits","15","John Lennon - Greatest Hits","C:\Work\AWSMusic\SheetMusic\John Lennon\books\John Lennon - Greatest Hits.pdf","1:1"
"Joni Mitchell","Joni Mitchell Songbook Complete Vol1 1966-1970","C:\Work\AWSMusic\ProcessedSongs\Joni Mitchell\Joni Mitchell Songbook Complete Vol1 1966-1970","28","Joni Mitchell Songbook Complete Vol1 1966-1970","C:\Work\AWSMusic\SheetMusic\Joni Mitchell\books\Joni Mitchell Songbook Complete Vol1 1966-1970.pdf","1:1"
"Joni Mitchell","The Best Of [pvg]","C:\Work\AWSMusic\ProcessedSongs\Joni Mitchell\The Best Of [pvg]","10","Joni Mitchell - The Best Of [PVG]","C:\Work\AWSMusic\SheetMusic\Joni Mitchell\books\Joni Mitchell - The Best Of [PVG].pdf","1:1"
"Journey","Complete","C:\Work\AWSMusic\ProcessedSongs\Journey\Complete","68","Journey - Complete","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Complete.pdf","1:1"
"Journey","Complete Songbook","C:\Work\AWSMusic\ProcessedSongs\Journey\Complete Songbook","68","Journey - Complete Songbook","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Complete Songbook.pdf","1:1"
"Journey","Frontiers [jap Band Score]","C:\Work\AWSMusic\ProcessedSongs\Journey\Frontiers [jap Band Score]","1","Journey - Frontiers [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Frontiers [Jap Band Score].pdf","1:1"
"Journey","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Journey\Greatest Hits","6","Journey - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Greatest Hits.pdf","1:1"
"Journey","Greatest Hits (book)","C:\Work\AWSMusic\ProcessedSongs\Journey\Greatest Hits (book)","5","Journey - Greatest Hits (Book)","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Greatest Hits (Book).pdf","1:1"
"Journey","Superbest [jap Band Score]","C:\Work\AWSMusic\ProcessedSongs\Journey\Superbest [jap Band Score]","15","Journey - Superbest [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Superbest [Jap Band Score].pdf","1:1"
"Journey","The Guitar Collection","C:\Work\AWSMusic\ProcessedSongs\Journey\The Guitar Collection","16","Journey - The Guitar Collection","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - The Guitar Collection.pdf","1:1"
"Judy Garland","Songbook","C:\Work\AWSMusic\ProcessedSongs\Judy Garland\Songbook","13","Judy Garland - Songbook","C:\Work\AWSMusic\SheetMusic\Judy Garland\books\Judy Garland - Songbook.pdf","1:1"
"Katy Perry","One Of The Boys [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Katy Perry\One Of The Boys [pvg Book]","12","Katy Perry - One Of The Boys [PVG Book]","C:\Work\AWSMusic\SheetMusic\Katy Perry\books\Katy Perry - One Of The Boys [PVG Book].pdf","1:1"
"Kelly Clarkson","Kelly Clarkson - Breakaway (book)","C:\Work\AWSMusic\ProcessedSongs\Kelly Clarkson\Kelly Clarkson - Breakaway (book)","5","Kelly Clarkson - Breakaway (Book)","C:\Work\AWSMusic\SheetMusic\Kelly Clarkson\books\Kelly Clarkson - Breakaway (Book).pdf","1:1"
"Kenny Rogers","Love Or Something Like It [book]","C:\Work\AWSMusic\ProcessedSongs\Kenny Rogers\Love Or Something Like It [book]","10","Kenny Rogers - Love or Something Like It [Book]","C:\Work\AWSMusic\SheetMusic\Kenny Rogers\books\Kenny Rogers - Love or Something Like It [Book].pdf","1:1"
"Kinks","Best Of The Kinks [score]","C:\Work\AWSMusic\ProcessedSongs\Kinks\Best Of The Kinks [score]","12","Kinks - Best Of The Kinks [Score]","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Best Of The Kinks [Score].pdf","1:1"
"Kinks","Great Songs Of Kinks","C:\Work\AWSMusic\ProcessedSongs\Kinks\Great Songs Of Kinks","8","Kinks - Great Songs of Kinks","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Great Songs of Kinks.pdf","1:1"
"Kinks","Guitar Legends [guitar]","C:\Work\AWSMusic\ProcessedSongs\Kinks\Guitar Legends [guitar]","9","Kinks - Guitar Legends [Guitar]","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Guitar Legends [Guitar].pdf","1:1"
"Kinks","Jam With The Kinks [tab]","C:\Work\AWSMusic\ProcessedSongs\Kinks\Jam With The Kinks [tab]","8","Kinks - Jam With The Kinks [Tab]","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Jam With The Kinks [Tab].pdf","1:1"
"Kinks","Kinks - Best Of [score]","C:\Work\AWSMusic\ProcessedSongs\Kinks\Kinks - Best Of [score]","9","Kinks - Best Of [Score]","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Best Of [Score].pdf","1:1"
"Led Zepplin","Led Zeppelin - Led Zeppelin Ii","C:\Work\AWSMusic\ProcessedSongs\Led Zepplin\Led Zeppelin - Led Zeppelin Ii","1","Led Zeppelin - Led Zeppelin II","C:\Work\AWSMusic\SheetMusic\Led Zepplin\books\Led Zeppelin - Led Zeppelin II.pdf","1:1"
"Led Zepplin","Led Zeppelin - Over The Hills And Far Away [pvg]","C:\Work\AWSMusic\ProcessedSongs\Led Zepplin\Led Zeppelin - Over The Hills And Far Away [pvg]","1","Led Zeppelin - Over The Hills And Far Away [PVG]","C:\Work\AWSMusic\SheetMusic\Led Zepplin\books\Led Zeppelin - Over The Hills And Far Away [PVG].pdf","1:1"
"Lynyrd Skynyrd","The New Best Of [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Lynyrd Skynyrd\The New Best Of [guitar Tab]","10","Lynyrd Skynyrd - The New Best Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Lynyrd Skynyrd\books\Lynyrd Skynyrd - The New Best Of [Guitar Tab].pdf","1:1"
"Meatloaf","Bat Out Of Hell","C:\Work\AWSMusic\ProcessedSongs\Meatloaf\Bat Out Of Hell","3","MeatLoaf - Bat Out Of Hell","C:\Work\AWSMusic\SheetMusic\MeatLoaf\books\MeatLoaf - Bat Out Of Hell.pdf","1:1"
"Melissa Etheridge","Songbook","C:\Work\AWSMusic\ProcessedSongs\Melissa Etheridge\Songbook","10","Melissa Etheridge - Songbook","C:\Work\AWSMusic\SheetMusic\Melissa Etheridge\books\Melissa Etheridge - Songbook.pdf","1:1"
"Michael Jackson","Great Songs Of [pvg]","C:\Work\AWSMusic\ProcessedSongs\Michael Jackson\Great Songs Of [pvg]","10","Michael Jackson - Great Songs Of [PVG]","C:\Work\AWSMusic\SheetMusic\Michael Jackson\books\Michael Jackson - Great Songs Of [PVG].pdf","1:1"
"Michael Jackson","Number Ones","C:\Work\AWSMusic\ProcessedSongs\Michael Jackson\Number Ones","18","Michael Jackson - Number Ones","C:\Work\AWSMusic\SheetMusic\Michael Jackson\books\Michael Jackson - Number Ones.pdf","1:1"
"Michael Jackson","Number Ones [book]","C:\Work\AWSMusic\ProcessedSongs\Michael Jackson\Number Ones [book]","18","Michael Jackson - Number Ones [Book]","C:\Work\AWSMusic\SheetMusic\Michael Jackson\books\Michael Jackson - Number Ones [Book].pdf","1:1"
"Michael Jackson","The Great Songs Of","C:\Work\AWSMusic\ProcessedSongs\Michael Jackson\The Great Songs Of","10","Michael Jackson - The Great Songs Of","C:\Work\AWSMusic\SheetMusic\Michael Jackson\books\Michael Jackson - The Great Songs Of.pdf","1:1"
"Michael Jackson","Thriller (the Complete Song Book)","C:\Work\AWSMusic\ProcessedSongs\Michael Jackson\Thriller (the Complete Song Book)","10","Michael Jackson - Thriller (The Complete Song Book)","C:\Work\AWSMusic\SheetMusic\Michael Jackson\books\Michael Jackson - Thriller (The Complete Song Book).pdf","1:1"
"Monkees","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Monkees\Greatest Hits","11","Monkees - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Monkees\books\Monkees - Greatest Hits.pdf","1:1"
"Moody Blues","Greatest Hits [pvg]","C:\Work\AWSMusic\ProcessedSongs\Moody Blues\Greatest Hits [pvg]","11","Moody Blues - Greatest Hits [PVG]","C:\Work\AWSMusic\SheetMusic\Moody Blues\books\Moody Blues - Greatest Hits [PVG].pdf","1:1"
"Moody Blues","Keys Of Kingdom [band Score]","C:\Work\AWSMusic\ProcessedSongs\Moody Blues\Keys Of Kingdom [band Score]","12","Moody Blues - Keys Of Kingdom [Band Score]","C:\Work\AWSMusic\SheetMusic\Moody Blues\books\Moody Blues - Keys Of Kingdom [Band Score].pdf","1:1"
"Neil Diamond","The Essential Neil Diamond","C:\Work\AWSMusic\ProcessedSongs\Neil Diamond\The Essential Neil Diamond","40","Neil Diamond - The Essential Neil Diamond","C:\Work\AWSMusic\SheetMusic\Neil Diamond\books\Neil Diamond - The Essential Neil Diamond.pdf","1:1"
"Neil Young","After The Goldrush [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Neil Young\After The Goldrush [pvg Book]","10","Neil Young - After the Goldrush [PVG Book]","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - After the Goldrush [PVG Book].pdf","1:1"
"Neil Young","Decade","C:\Work\AWSMusic\ProcessedSongs\Neil Young\Decade","22","Neil Young - Decade","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - Decade.pdf","1:1"
"Neil Young","Decade [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Neil Young\Decade [pvg Book]","22","Neil Young - Decade [PVG Book] ","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - Decade [PVG Book] .pdf","1:1"
"Neil Young","Greatest Hits [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Neil Young\Greatest Hits [guitar Tab]","15","Neil Young - Greatest Hits [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - Greatest Hits [Guitar Tab].pdf","1:1"
"Neil Young","Harvest Moon [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Neil Young\Harvest Moon [guitar Tab]","10","Neil Young - Harvest Moon [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - Harvest Moon [Guitar Tab].pdf","1:1"
"Neil Young","Harvest [score]","C:\Work\AWSMusic\ProcessedSongs\Neil Young\Harvest [score]","10","Neil Young - Harvest [Score]","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - Harvest [Score].pdf","1:1"
"Neil Young","The Best Of Neil Young [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Neil Young\The Best Of Neil Young [pvg Book]","9","Neil Young - The Best Of Neil Young [PVG Book]","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - The Best Of Neil Young [PVG Book].pdf","1:1"
"Night Ranger","Seven Wishes [jap Score]","C:\Work\AWSMusic\ProcessedSongs\Night Ranger\Seven Wishes [jap Score]","10","Night Ranger - Seven Wishes [Jap Score]","C:\Work\AWSMusic\SheetMusic\Night Ranger\books\Night Ranger - Seven Wishes [Jap Score].pdf","1:1"
"Paul Mccartney","All The Best","C:\Work\AWSMusic\ProcessedSongs\Paul Mccartney\All The Best","22","Paul McCartney - All The Best","C:\Work\AWSMusic\SheetMusic\Paul McCartney\books\Paul McCartney - All The Best.pdf","1:1"
"Paul Mccartney","Chaos And Creation In The Backyard [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Paul Mccartney\Chaos And Creation In The Backyard [pvg Book]","13","Paul McCartney - Chaos And Creation In The Backyard [PVG Book]","C:\Work\AWSMusic\SheetMusic\Paul McCartney\books\Paul McCartney - Chaos And Creation In The Backyard [PVG Book].pdf","1:1"
"Paul Mccartney","Flowers In The Dirt","C:\Work\AWSMusic\ProcessedSongs\Paul Mccartney\Flowers In The Dirt","14","Paul McCartney - Flowers In The Dirt","C:\Work\AWSMusic\SheetMusic\Paul McCartney\books\Paul McCartney - Flowers In The Dirt.pdf","1:1"
"Paul Mccartney","Press To Play","C:\Work\AWSMusic\ProcessedSongs\Paul Mccartney\Press To Play","14","Paul McCartney - Press To Play","C:\Work\AWSMusic\SheetMusic\Paul McCartney\books\Paul McCartney - Press To Play.pdf","1:1"
"Paul Mccartney","Ram","C:\Work\AWSMusic\ProcessedSongs\Paul Mccartney\Ram","10","Paul McCartney - Ram","C:\Work\AWSMusic\SheetMusic\Paul McCartney\books\Paul McCartney - Ram.pdf","1:1"
"Paul Mccartney","Tripping The Live Fantastic [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Paul Mccartney\Tripping The Live Fantastic [pvg Book]","38","Paul McCartney - Tripping The Live Fantastic [PVG Book]","C:\Work\AWSMusic\SheetMusic\Paul McCartney\books\Paul McCartney - Tripping The Live Fantastic [PVG Book].pdf","1:1"
"Paul Mccartney","Tug Of War [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Paul Mccartney\Tug Of War [pvg Book]","11","Paul McCartney - Tug Of War [PVG Book]","C:\Work\AWSMusic\SheetMusic\Paul McCartney\books\Paul McCartney - Tug Of War [PVG Book].pdf","1:1"
"Paul Simon","Anthology","C:\Work\AWSMusic\ProcessedSongs\Paul Simon\Anthology","49","Paul Simon - Anthology","C:\Work\AWSMusic\SheetMusic\Paul Simon\books\Paul Simon - Anthology.pdf","1:1"
"Paul Simon","Simon & Garfunkel's Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Paul Simon\Simon & Garfunkel's Greatest Hits","14","Simon & Garfunkel's Greatest Hits","C:\Work\AWSMusic\SheetMusic\Paul Simon\books\Simon & Garfunkel's Greatest Hits.pdf","1:1"
"Peter Frampton","The Best Of [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Peter Frampton\The Best Of [guitar Tab]","11","Peter Frampton - The Best Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Peter Frampton\books\Peter Frampton - The Best Of [Guitar Tab].pdf","1:1"
"Pink","Funhouse [pvg]","C:\Work\AWSMusic\ProcessedSongs\Pink\Funhouse [pvg]","1","Pink - Funhouse [PVG]","C:\Work\AWSMusic\SheetMusic\Pink\books\Pink - Funhouse [PVG].pdf","1:1"
"Pink","I'm Not Dead [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Pink\I'm Not Dead [pvg Book]","10","Pink - I'm Not Dead [PVG Book]","C:\Work\AWSMusic\SheetMusic\Pink\books\Pink - I'm Not Dead [PVG Book].pdf","1:1"
"Pink","Missundaztood [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Pink\Missundaztood [pvg Book]","1","Pink - Missundaztood [PVG Book]","C:\Work\AWSMusic\SheetMusic\Pink\books\Pink - Missundaztood [PVG Book].pdf","1:1"
"Pink Floyd","Anthology (book)","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Anthology (book)","38","Pink Floyd - Anthology (book)","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Anthology (book).pdf","1:1"
"Pink Floyd","Anthology - P110-175","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Anthology - P110-175","1","Pink Floyd - Anthology - p110-175","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Anthology - p110-175.pdf","1:1"
"Pink Floyd","Anthology - P58-109","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Anthology - P58-109","1","Pink Floyd - Anthology - p58-109","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Anthology - p58-109.pdf","1:1"
"Pink Floyd","Anthology [pvg]","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Anthology [pvg]","38","Pink Floyd - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Anthology [PVG].pdf","1:1"
"Pink Floyd","Dark Side Of The Moon","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Dark Side Of The Moon","1","Pink Floyd - Dark Side Of The Moon","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Dark Side Of The Moon.pdf","1:1"
"Pink Floyd","Dark Side Of The Moon (2)","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Dark Side Of The Moon (2)","1","Pink Floyd - Dark Side of the Moon (2)","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Dark Side of the Moon (2).pdf","1:1"
"Pink Floyd","Dark Side Of The Moon [pvg]","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Dark Side Of The Moon [pvg]","1","Pink Floyd - Dark Side of the Moon [PVG]","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Dark Side of the Moon [PVG].pdf","1:1"
"Pink Floyd","Pink Floyd Songbook","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Pink Floyd Songbook","10","Pink Floyd - Pink Floyd Songbook","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Pink Floyd Songbook.pdf","1:1"
"Pink Floyd","The Wall [pvg]","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\The Wall [pvg]","23","Pink Floyd - The Wall [PVG]","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - The Wall [PVG].pdf","1:1"
"Pink Floyd","Wish You Were Here","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Wish You Were Here","11","Pink Floyd - Wish You Were Here","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Wish You Were Here.pdf","1:1"
"Pink Floyd","Wish You Were Here [pvg]","C:\Work\AWSMusic\ProcessedSongs\Pink Floyd\Wish You Were Here [pvg]","12","Pink Floyd - Wish You Were Here [PVG]","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Wish You Were Here [PVG].pdf","1:1"
"Police","The Great Songs Of The Police","C:\Work\AWSMusic\ProcessedSongs\Police\The Great Songs Of The Police","12","Police - The Great Songs of The Police","C:\Work\AWSMusic\SheetMusic\Police\books\Police - The Great Songs of The Police.pdf","1:1"
"Pretenders","Best Of Pretenders","C:\Work\AWSMusic\ProcessedSongs\Pretenders\Best Of Pretenders","16","Pretenders - Best of Pretenders","C:\Work\AWSMusic\SheetMusic\Pretenders\books\Pretenders - Best of Pretenders.pdf","1:1"
"Prince","Purple Rain [score]","C:\Work\AWSMusic\ProcessedSongs\Prince\Purple Rain [score]","1","Prince - Purple Rain [Score]","C:\Work\AWSMusic\SheetMusic\Prince\books\Prince - Purple Rain [Score].pdf","1:1"
"Queen","Deluxe Anthology [pvg]","C:\Work\AWSMusic\ProcessedSongs\Queen\Deluxe Anthology [pvg]","1","Queen - Deluxe Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Deluxe Anthology [PVG].pdf","1:1"
"Queen","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Queen\Greatest Hits","1","Queen - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Greatest Hits.pdf","1:1"
"Queen","Greatest Hits 1 [score]","C:\Work\AWSMusic\ProcessedSongs\Queen\Greatest Hits 1 [score]","16","Queen - Greatest Hits 1 [Score]","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Greatest Hits 1 [Score].pdf","1:1"
"Queen","Greatest Hits Ii [pvg]","C:\Work\AWSMusic\ProcessedSongs\Queen\Greatest Hits Ii [pvg]","17","Queen - Greatest Hits II [PVG]","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Greatest Hits II [PVG].pdf","1:1"
"Queen","Hit Songs","C:\Work\AWSMusic\ProcessedSongs\Queen\Hit Songs","22","Queen - Hit Songs","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Hit Songs.pdf","1:1"
"Randy Newman","Collection","C:\Work\AWSMusic\ProcessedSongs\Randy Newman\Collection","1","Randy Newman - Collection","C:\Work\AWSMusic\SheetMusic\Randy Newman\books\Randy Newman - Collection.pdf","1:1"
"Reo Speedwagon","Good Trouble","C:\Work\AWSMusic\ProcessedSongs\Reo Speedwagon\Good Trouble","1","REO Speedwagon - Good Trouble","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\books\REO Speedwagon - Good Trouble.pdf","1:1"
"Reo Speedwagon","Hi Infidelity","C:\Work\AWSMusic\ProcessedSongs\Reo Speedwagon\Hi Infidelity","1","REO Speedwagon - Hi Infidelity","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\books\REO Speedwagon - Hi Infidelity.pdf","1:1"
"Reo Speedwagon","The Hits","C:\Work\AWSMusic\ProcessedSongs\Reo Speedwagon\The Hits","12","REO Speedwagon - The Hits","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\books\REO Speedwagon - The Hits.pdf","1:1"
"Rod Stewart","The Great American Songbook","C:\Work\AWSMusic\ProcessedSongs\Rod Stewart\The Great American Songbook","16","Rod Stewart - The Great American Songbook","C:\Work\AWSMusic\SheetMusic\Rod Stewart\books\Rod Stewart - The Great American Songbook.pdf","1:1"
"Rolling Stones","Best Of Rolling Stones 1963-1973 Piano Songbook","C:\Work\AWSMusic\ProcessedSongs\Rolling Stones\Best Of Rolling Stones 1963-1973 Piano Songbook","20","Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook","C:\Work\AWSMusic\SheetMusic\Rolling Stones\books\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf","1:1"
"Rolling Stones","Let It Bleed [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Rolling Stones\Let It Bleed [guitar Tab]","9","Rolling Stones - Let It Bleed [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Rolling Stones\books\Rolling Stones - Let It Bleed [Guitar Tab].pdf","1:1"
"Rolling Stones","Sticky Fingers [score]","C:\Work\AWSMusic\ProcessedSongs\Rolling Stones\Sticky Fingers [score]","10","Rolling Stones - Sticky Fingers [Score]","C:\Work\AWSMusic\SheetMusic\Rolling Stones\books\Rolling Stones - Sticky Fingers [Score].pdf","1:1"
"Roy Orbison","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Roy Orbison\Greatest Hits","19","Roy Orbison - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Roy Orbison\books\Roy Orbison - Greatest Hits.pdf","1:1"
"Santana","Off The Record","C:\Work\AWSMusic\ProcessedSongs\Santana\Off The Record","8","Santana - Off The Record","C:\Work\AWSMusic\SheetMusic\Santana\books\Santana - Off The Record.pdf","1:1"
