Status,Match_Score,PDF_Artist,PDF_Book,PDF_Path,Folder_Artist,Folder_Book,Folder_Path,PDF_Exists,Folder_Exists
MATCHED,89.41%,Cole Porter,Cole Porter - The Very Best Of Cole Porter,c:\Work\AWSMusic\SheetMusic\Cole Porter\Books\Cole Porter - The Very Best Of Cole Porter.pdf,Cole Porter,The Very Best Of Cole Porter,c:\Work\AWSMusic\ProcessedSongs\Cole Porter\The Very Best Of Cole Porter,YES,YES
MATCHED,89.41%,Cream,Cream - Cream Complete,c:\Work\AWSMusic\SheetMusic\Cream\Books\Cream - Cream Complete.pdf,Cream,Cream Complete,c:\Work\AWSMusic\ProcessedSongs\Cream\Cream Complete,YES,YES
MATCHED,90.60%,Creedence Clearwater Revival,Creedence Clearwater Revival - 8 Pcs Book,c:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - 8 Pcs Book.pdf,Creedence Clearwater Revival,8 Pcs Book,c:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\8 Pcs Book,YES,YES
MATCHED,60.00%,Creedence Clearwater Revival,Creedence Clearwater Revival - Best Of,c:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - Best Of.pdf,Creedence Clearwater Revival,Best Of,c:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\Best Of,YES,YES
MATCHED,71.48%,Creedence Clearwater Revival,Creedence Clearwater Revival - Guitar Anthology,c:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - Guitar Anthology.pdf,Creedence Clearwater Revival,Guitar Anthology,c:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\Guitar Anthology,YES,YES
MATCHED,53.33%,Creedence Clearwater Revival,Creedence Clearwater Revival - Guitar Tab Book,c:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - Guitar Tab Book.pdf,Creedence Clearwater Revival,Creedence Clearwater Revival - Guitar Tab Book,c:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\Creedence Clearwater Revival - Guitar Tab Book,YES,YES
MATCHED,,Creedence Clearwater Revival,Creedence Clearwater Revival - Ultimate Minus One,c:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\Books\Creedence Clearwater Revival - Ultimate Minus One.pdf,Creedence Clearwater Revival,Ultimate Minus One,c:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\Ultimate Minus One,YES,YES
MATCHED,100.00%,Crosby Stills and Nash,Crosby Stills Nash & Young - Deja Vu [PVG Book],c:\Work\AWSMusic\SheetMusic\Crosby Stills and Nash\Books\Crosby Stills Nash & Young - Deja Vu [PVG Book].pdf,Crosby Stills And Nash,Crosby Stills Nash & Young - Deja Vu [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Crosby Stills And Nash\Crosby Stills Nash & Young - Deja Vu [pvg Book],YES,YES
UNMATCHED_PDF,,Crosby Stills and Nash,"Crosby, Stills, Nash & Young - The Guitar Collection","c:\Work\AWSMusic\SheetMusic\Crosby Stills and Nash\Books\Crosby, Stills, Nash & Young - The Guitar Collection.pdf",,,,YES,
MATCHED,81.74%,Crowded House,Crowded House - The Very Best Of [PVG Book],c:\Work\AWSMusic\SheetMusic\Crowded House\Books\Crowded House - The Very Best Of [PVG Book].pdf,Crowded House,The Very Best Of [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Crowded House\The Very Best Of [pvg Book],YES,YES
MATCHED,80.00%,Crowded House,Crowded House - Together Alone [PVG Book],c:\Work\AWSMusic\SheetMusic\Crowded House\Books\Crowded House - Together Alone [PVG Book].pdf,Crowded House,Together Alone [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Crowded House\Together Alone [pvg Book],YES,YES
MATCHED,100.00%,David Crosby,David Crosby - Songbook [Lead Sheets],c:\Work\AWSMusic\SheetMusic\David Crosby\Books\David Crosby - Songbook [Lead Sheets].pdf,David Crosby,David Crosby - Songbook [lead Sheets],c:\Work\AWSMusic\ProcessedSongs\David Crosby\David Crosby - Songbook [lead Sheets],YES,YES
MATCHED,100.00%,Dire Straits,Dire Straits -  Brothers In Arms,c:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits -  Brothers In Arms.pdf,Dire Straits,Dire Straits - Brothers In Arms,c:\Work\AWSMusic\ProcessedSongs\Dire Straits\Dire Straits - Brothers In Arms,YES,YES
MATCHED,85.28%,Dire Straits,Dire Straits - Best Of Dire Straits [Guitar Tab],c:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Best Of Dire Straits [Guitar Tab].pdf,Dire Straits,Best Of Dire Straits [guitar Tab],c:\Work\AWSMusic\ProcessedSongs\Dire Straits\Best Of Dire Straits [guitar Tab],YES,YES
MATCHED,85.82%,Dire Straits,Dire Straits - Jam with Dire Straits [Guitar Book],c:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Jam with Dire Straits [Guitar Book].pdf,Dire Straits,Jam With Dire Straits [guitar Book],c:\Work\AWSMusic\ProcessedSongs\Dire Straits\Jam With Dire Straits [guitar Book],YES,YES
UNMATCHED_PDF,70.00%,Dire Straits,Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book],c:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book].pdf,Dire Straits,Dire Straits - Money For Nothing [guitar Book],,YES,
MATCHED,,Dire Straits,Dire Straits - Money For Nothing [Guitar Book],c:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Money For Nothing [Guitar Book].pdf,Dire Straits,Dire Straits - Money For Nothing [guitar Book],c:\Work\AWSMusic\ProcessedSongs\Dire Straits\Dire Straits - Money For Nothing [guitar Book],YES,YES
MATCHED,100.00%,Don Henley,Don Henley - Actual Miles (Greatest Hits),c:\Work\AWSMusic\SheetMusic\Don Henley\Books\Don Henley - Actual Miles (Greatest Hits).pdf,Don Henley,Don Henley - Actual Miles (greatest Hits),c:\Work\AWSMusic\ProcessedSongs\Don Henley\Don Henley - Actual Miles (greatest Hits),YES,YES
MATCHED,88.81%,Don Henley,Don Henley - The End Of The Innocence [PVG Book],c:\Work\AWSMusic\SheetMusic\Don Henley\Books\Don Henley - The End Of The Innocence [PVG Book].pdf,Don Henley,The End Of The Innocence [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Don Henley\The End Of The Innocence [pvg Book],YES,YES
MATCHED,68.00%,Doobie Brothers,Doobie Brothers - Best Of [Band Score Jap],c:\Work\AWSMusic\SheetMusic\Doobie Brothers\Books\Doobie Brothers - Best Of [Band Score Jap].pdf,Doobie Brothers,Best Of [band Score Jap],c:\Work\AWSMusic\ProcessedSongs\Doobie Brothers\Best Of [band Score Jap],YES,YES
MATCHED,63.08%,Doobie Brothers,Doobie Brothers - Songs,c:\Work\AWSMusic\SheetMusic\Doobie Brothers\Books\Doobie Brothers - Songs.pdf,Doobie Brothers,Songs,c:\Work\AWSMusic\ProcessedSongs\Doobie Brothers\Songs,YES,YES
MATCHED,85.00%,Doors,Doors - Anthology,c:\Work\AWSMusic\SheetMusic\Doors\Books\Doors - Anthology.pdf,Doors,Anthology,c:\Work\AWSMusic\ProcessedSongs\Doors\Anthology,YES,YES
MATCHED,83.64%,Doors,Doors - Songbook,c:\Work\AWSMusic\SheetMusic\Doors\Books\Doors - Songbook.pdf,Doors,Songbook,c:\Work\AWSMusic\ProcessedSongs\Doors\Songbook,YES,YES
MATCHED,91.11%,Dr John,Dr John - New Orleans Piano Vol 2,c:\Work\AWSMusic\SheetMusic\Dr John\Books\Dr John - New Orleans Piano Vol 2.pdf,Dr John,New Orleans Piano Vol 2,c:\Work\AWSMusic\ProcessedSongs\Dr John\New Orleans Piano Vol 2,YES,YES
MATCHED,72.31%,Duran Duran,Duran Duran - Best Of [Score],c:\Work\AWSMusic\SheetMusic\Duran Duran\Books\Duran Duran - Best Of [Score].pdf,Duran Duran,Best Of [score],c:\Work\AWSMusic\ProcessedSongs\Duran Duran\Best Of [score],YES,YES
MATCHED,70.00%,Duran Duran,Duran Duran - Decade [PVG Book],c:\Work\AWSMusic\SheetMusic\Duran Duran\Books\Duran Duran - Decade [PVG Book].pdf,Duran Duran,Decade [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Duran Duran\Decade [pvg Book],YES,YES
MATCHED,88.00%,Duran Duran,Duran Duran - Seven & The Ragged Tiger [Jap Band Score],c:\Work\AWSMusic\SheetMusic\Duran Duran\Books\Duran Duran - Seven & The Ragged Tiger [Jap Band Score].pdf,Duran Duran,Seven & The Ragged Tiger [jap Band Score],c:\Work\AWSMusic\ProcessedSongs\Duran Duran\Seven & The Ragged Tiger [jap Band Score],YES,YES
MATCHED,87.27%,Eagles,Eagles - Greatest Hits (1971-1975),c:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Greatest Hits (1971-1975).pdf,Eagles,Greatest Hits (1971-1975),c:\Work\AWSMusic\ProcessedSongs\Eagles\Greatest Hits (1971-1975),YES,YES
MATCHED,87.27%,Eagles,Eagles - Greatest Hits,c:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Greatest Hits.pdf,Eagles,Greatest Hits,c:\Work\AWSMusic\ProcessedSongs\Eagles\Greatest Hits,YES,YES
MATCHED,89.23%,Eagles,Eagles - Hotel California (Guitar Songbook),c:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Hotel California (Guitar Songbook).pdf,Eagles,Hotel California (guitar Songbook),c:\Work\AWSMusic\ProcessedSongs\Eagles\Hotel California (guitar Songbook),YES,YES
MATCHED,91.06%,Eagles,Eagles - Made Easy For Guitar,c:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Made Easy For Guitar.pdf,Eagles,Made Easy For Guitar,c:\Work\AWSMusic\ProcessedSongs\Eagles\Made Easy For Guitar,YES,YES
MATCHED,90.67%,Eagles,Eagles - New Eagles Complete,c:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - New Eagles Complete.pdf,Eagles,New Eagles Complete,c:\Work\AWSMusic\ProcessedSongs\Eagles\New Eagles Complete,YES,YES
MATCHED,93.91%,Eagles,Eagles - The Best Of The Eagles - Songbook,c:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - The Best Of The Eagles - Songbook.pdf,Eagles,The Best Of The Eagles - Songbook,c:\Work\AWSMusic\ProcessedSongs\Eagles\The Best Of The Eagles - Songbook,YES,YES
MATCHED,94.00%,ELO,ELO - A New World Record,c:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - A New World Record.pdf,Elo,A New World Record,c:\Work\AWSMusic\ProcessedSongs\Elo\A New World Record,YES,YES
MATCHED,89.09%,ELO,ELO - Anthology [PVG],c:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Anthology [PVG].pdf,Elo,Anthology [pvg],c:\Work\AWSMusic\ProcessedSongs\Elo\Anthology [pvg],YES,YES
MATCHED,89.09%,ELO,ELO - Discovery [PVG Book],c:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Discovery [PVG Book].pdf,Elo,Discovery [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Elo\Discovery [pvg Book],YES,YES
MATCHED,92.50%,ELO,ELO - Face The Music [PVG Bok],c:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Face The Music [PVG Bok].pdf,Elo,Face The Music [pvg Bok],c:\Work\AWSMusic\ProcessedSongs\Elo\Face The Music [pvg Bok],YES,YES
MATCHED,100.00%,ELO,ELO - Greatest Hits,c:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Greatest Hits.pdf,Elo,Elo - Greatest Hits,c:\Work\AWSMusic\ProcessedSongs\Elo\Elo - Greatest Hits,YES,YES
MATCHED,100.00%,ELO,ELO - Out Of The Blue [Book],c:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Out Of The Blue [Book].pdf,Elo,Elo - Out Of The Blue [book],c:\Work\AWSMusic\ProcessedSongs\Elo\Elo - Out Of The Blue [book],YES,YES
MATCHED,81.14%,Elton John,Elton John - A Single Man,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - A Single Man.pdf,Elton John,A Single Man,c:\Work\AWSMusic\ProcessedSongs\Elton John\A Single Man,YES,YES
MATCHED,85.33%,Elton John,Elton John - Captain Fantastic,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Captain Fantastic.pdf,Elton John,Captain Fantastic,c:\Work\AWSMusic\ProcessedSongs\Elton John\Captain Fantastic,YES,YES
MATCHED,100.00%,Elton John,Elton John - Goodbye Yellow Brick Road,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Goodbye Yellow Brick Road.pdf,Elton John,Elton John - Goodbye Yellow Brick Road,c:\Work\AWSMusic\ProcessedSongs\Elton John\Elton John - Goodbye Yellow Brick Road,YES,YES
MATCHED,88.42%,Elton John,Elton John - Greatest Hits 1970-2002,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Greatest Hits 1970-2002.pdf,Elton John,Greatest Hits 1970-2002,c:\Work\AWSMusic\ProcessedSongs\Elton John\Greatest Hits 1970-2002,YES,YES
MATCHED,80.00%,Elton John,Elton John - Ice On Fire,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Ice On Fire.pdf,Elton John,Ice On Fire,c:\Work\AWSMusic\ProcessedSongs\Elton John\Ice On Fire,YES,YES
MATCHED,83.90%,Elton John,Elton John - Made In England,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Made In England.pdf,Elton John,Made In England,c:\Work\AWSMusic\ProcessedSongs\Elton John\Made In England,YES,YES
MATCHED,83.08%,Elton John,Elton John - Peachtree Road,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Peachtree Road.pdf,Elton John,Peachtree Road,c:\Work\AWSMusic\ProcessedSongs\Elton John\Peachtree Road,YES,YES
MATCHED,84.65%,Elton John,Elton John - Reg Strikes Back,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Reg Strikes Back.pdf,Elton John,Reg Strikes Back,c:\Work\AWSMusic\ProcessedSongs\Elton John\Reg Strikes Back,YES,YES
MATCHED,88.00%,Elton John,Elton John - Sleeping With The Past,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Sleeping With The Past.pdf,Elton John,Sleeping With The Past,c:\Work\AWSMusic\ProcessedSongs\Elton John\Sleeping With The Past,YES,YES
MATCHED,89.18%,Elton John,Elton John - Songs From The West Coast,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Songs From The West Coast.pdf,Elton John,Songs From The West Coast,c:\Work\AWSMusic\ProcessedSongs\Elton John\Songs From The West Coast,YES,YES
MATCHED,83.90%,Elton John,Elton John - The Big Picture,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Big Picture.pdf,Elton John,The Big Picture,c:\Work\AWSMusic\ProcessedSongs\Elton John\The Big Picture,YES,YES
MATCHED,100.00%,Elton John,Elton John - The Elton John Collection [Piano Solos],c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Elton John Collection [Piano Solos].pdf,Elton John,Elton John - The Elton John Collection [piano Solos],c:\Work\AWSMusic\ProcessedSongs\Elton John\Elton John - The Elton John Collection [piano Solos],YES,YES
MATCHED,73.60%,Elton John,Elton John - The One,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The One.pdf,Elton John,The One,c:\Work\AWSMusic\ProcessedSongs\Elton John\The One,YES,YES
MATCHED,90.70%,Elton John,Elton John - The Ultimate Collection Vol. 1,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Ultimate Collection Vol. 1.pdf,Elton John,The Ultimate Collection Vol. 1,c:\Work\AWSMusic\ProcessedSongs\Elton John\The Ultimate Collection Vol. 1,YES,YES
MATCHED,90.70%,Elton John,Elton John - The Ultimate Collection Vol. 2,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Ultimate Collection Vol. 2.pdf,Elton John,The Ultimate Collection Vol. 2,c:\Work\AWSMusic\ProcessedSongs\Elton John\The Ultimate Collection Vol. 2,YES,YES
MATCHED,84.65%,Elton John,Elton John - The Very Best Of,c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Very Best Of.pdf,Elton John,The Very Best Of,c:\Work\AWSMusic\ProcessedSongs\Elton John\The Very Best Of,YES,YES
MATCHED,84.65%,Elton John,Elton John - Too Low For Zero [Book],c:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Too Low For Zero [Book].pdf,Elton John,Too Low For Zero [book],c:\Work\AWSMusic\ProcessedSongs\Elton John\Too Low For Zero [book],YES,YES
MATCHED,80.85%,Elvis Costello,Elvis Costello - The Very Best Of,c:\Work\AWSMusic\SheetMusic\Elvis Costello\Books\Elvis Costello - The Very Best Of.pdf,Elvis Costello,The Very Best Of,c:\Work\AWSMusic\ProcessedSongs\Elvis Costello\The Very Best Of,YES,YES
UNMATCHED_PDF,,Elvis Presley,Elvis Presley - The Compleat [PVG Book],c:\Work\AWSMusic\SheetMusic\Elvis Presley\Books\Elvis Presley - The Compleat [PVG Book].pdf,,,,YES,
MATCHED,67.27%,Emerson Lake and Palmer,Emerson Lake and Palmer - Black Book,c:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\Books\Emerson Lake and Palmer - Black Book.pdf,Emerson Lake And Palmer,Black Book,c:\Work\AWSMusic\ProcessedSongs\Emerson Lake And Palmer\Black Book,YES,YES
MATCHED,71.20%,Emerson Lake and Palmer,Emerson Lake and Palmer - Greatest Hits,c:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\Books\Emerson Lake and Palmer - Greatest Hits.pdf,Emerson Lake And Palmer,Greatest Hits,c:\Work\AWSMusic\ProcessedSongs\Emerson Lake And Palmer\Greatest Hits,YES,YES
MATCHED,60.00%,Emerson Lake and Palmer,Emerson Lake and Palmer - Tarkus [Book],c:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\Books\Emerson Lake and Palmer - Tarkus [Book].pdf,Emerson Lake And Palmer,Tarkus [book],c:\Work\AWSMusic\ProcessedSongs\Emerson Lake And Palmer\Tarkus [book],YES,YES
MATCHED,62.11%,Emerson Lake and Palmer,Emerson Lake and Palmer - Trilogy [Book],c:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\Books\Emerson Lake and Palmer - Trilogy [Book].pdf,Emerson Lake And Palmer,Trilogy [book],c:\Work\AWSMusic\ProcessedSongs\Emerson Lake And Palmer\Trilogy [book],YES,YES
MATCHED,85.82%,Eric Clapton,Eric Clapton - Derek and the Dominos [Book],c:\Work\AWSMusic\SheetMusic\Eric Clapton\Books\Eric Clapton - Derek and the Dominos [Book].pdf,Eric Clapton,Derek And The Dominos [book],c:\Work\AWSMusic\ProcessedSongs\Eric Clapton\Derek And The Dominos [book],YES,YES
MATCHED,82.67%,Eric Clapton,Eric Clapton - The Best of Book,c:\Work\AWSMusic\SheetMusic\Eric Clapton\Books\Eric Clapton - The Best of Book.pdf,Eric Clapton,The Best Of Book,c:\Work\AWSMusic\ProcessedSongs\Eric Clapton\The Best Of Book,YES,YES
UNMATCHED_PDF,,Eric Clapton,Eric Clapton - The Cream of Clapton,c:\Work\AWSMusic\SheetMusic\Eric Clapton\Books\Eric Clapton - The Cream of Clapton.pdf,,,,YES,
MATCHED,74.84%,Eric Clapton,Eric Clapton - Unplugged [Book],c:\Work\AWSMusic\SheetMusic\Eric Clapton\Books\Eric Clapton - Unplugged [Book].pdf,Eric Clapton,Unplugged [book],c:\Work\AWSMusic\ProcessedSongs\Eric Clapton\Unplugged [book],YES,YES
MATCHED,76.92%,Fleetwood Mac,Fleetwood Mac - Anthology,c:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Anthology.pdf,Fleetwood Mac,Anthology,c:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Anthology,YES,YES
MATCHED,73.04%,Fleetwood Mac,Fleetwood Mac - Deluxe Anthology,c:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Deluxe Anthology.pdf,Fleetwood Mac,Deluxe Anthology,c:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Deluxe Anthology,YES,YES
MATCHED,56.90%,Fleetwood Mac,Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find,c:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find.pdf,Fleetwood Mac,Fleetwood Mac + Heroes Are Hard To Find,c:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Fleetwood Mac + Heroes Are Hard To Find,YES,YES
MATCHED,67.69%,Fleetwood Mac,Fleetwood Mac - Mirage,c:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Mirage.pdf,Fleetwood Mac,Mirage,c:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Mirage,YES,YES
MATCHED,70.00%,Fleetwood Mac,Fleetwood Mac - Rumours,c:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Rumours.pdf,Fleetwood Mac,Rumours,c:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Rumours,YES,YES
MATCHED,54.63%,Fleetwood Mac,Fleetwood Mac - Tango In The Night,c:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Tango In The Night.pdf,Fleetwood Mac,Tango In The Night,c:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Tango In The Night,YES,YES
MATCHED,73.75%,Fleetwood Mac,Fleetwood Mac - The Dance,c:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - The Dance.pdf,Fleetwood Mac,The Dance,c:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\The Dance,YES,YES
MATCHED,100.00%,Frank Zappa,Frank Zappa - Hot Rats,c:\Work\AWSMusic\SheetMusic\Frank Zappa\Books\Frank Zappa - Hot Rats.pdf,Frank Zappa,Frank Zappa - Hot Rats,c:\Work\AWSMusic\ProcessedSongs\Frank Zappa\Frank Zappa - Hot Rats,YES,YES
MATCHED,82.00%,Frank Zappa,Frank Zappa - Songbook Vol 1,c:\Work\AWSMusic\SheetMusic\Frank Zappa\Books\Frank Zappa - Songbook Vol 1.pdf,Frank Zappa,Songbook Vol 1,c:\Work\AWSMusic\ProcessedSongs\Frank Zappa\Songbook Vol 1,YES,YES
MATCHED,89.09%,Frank Zappa,Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai),c:\Work\AWSMusic\SheetMusic\Frank Zappa\Books\Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai).pdf,Frank Zappa,The Frank Zappa Guitar Book (transcriptions By Steve Vai),c:\Work\AWSMusic\ProcessedSongs\Frank Zappa\The Frank Zappa Guitar Book (transcriptions By Steve Vai),YES,YES
MATCHED,92.68%,Fray,Fray - How To Save A Life [Book],c:\Work\AWSMusic\SheetMusic\Fray\Books\Fray - How To Save A Life [Book].pdf,Fray,How To Save A Life [book],c:\Work\AWSMusic\ProcessedSongs\Fray\How To Save A Life [book],YES,YES
MATCHED,81.86%,Garth Brooks,Garth Brooks - No Fences [Guitar Tab],c:\Work\AWSMusic\SheetMusic\Garth Brooks\Books\Garth Brooks - No Fences [Guitar Tab].pdf,Garth Brooks,No Fences [guitar Tab],c:\Work\AWSMusic\ProcessedSongs\Garth Brooks\No Fences [guitar Tab],YES,YES
MATCHED,61.54%,Garth Brooks,Garth Brooks - The Hits [Guitar Tab],c:\Work\AWSMusic\SheetMusic\Garth Brooks\Books\Garth Brooks - The Hits [Guitar Tab].pdf,Garth Brooks,Garth Brooks - The Hits [guitar Tab],c:\Work\AWSMusic\ProcessedSongs\Garth Brooks\Garth Brooks - The Hits [guitar Tab],YES,YES
MATCHED,52.00%,Garth Brooks,Garth Brooks - The Limited Series,c:\Work\AWSMusic\SheetMusic\Garth Brooks\Books\Garth Brooks - The Limited Series.pdf,Garth Brooks,The Limited Series,c:\Work\AWSMusic\ProcessedSongs\Garth Brooks\The Limited Series,YES,YES
MATCHED,89.57%,Genesis,Genesis - A Trick Of The Tail [Book],c:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - A Trick Of The Tail [Book].pdf,Genesis,A Trick Of The Tail [book],c:\Work\AWSMusic\ProcessedSongs\Genesis\A Trick Of The Tail [book],YES,YES
MATCHED,81.54%,Genesis,Genesis - Anthology,c:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Anthology.pdf,Genesis,Anthology,c:\Work\AWSMusic\ProcessedSongs\Genesis\Anthology,YES,YES
MATCHED,85.88%,Genesis,Genesis - Best Of Vol 1,c:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Best Of Vol 1.pdf,Genesis,Best Of Vol 1,c:\Work\AWSMusic\ProcessedSongs\Genesis\Best Of Vol 1,YES,YES
MATCHED,87.37%,Genesis,Genesis - Invisible Touch [Book],c:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Invisible Touch [Book].pdf,Genesis,Invisible Touch [book],c:\Work\AWSMusic\ProcessedSongs\Genesis\Invisible Touch [book],YES,YES
MATCHED,82.86%,Genesis,Genesis - Rock Score,c:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Rock Score.pdf,Genesis,Rock Score,c:\Work\AWSMusic\ProcessedSongs\Genesis\Rock Score,YES,YES
MATCHED,84.00%,Genesis,Genesis - Seconds Out,c:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Seconds Out.pdf,Genesis,Seconds Out,c:\Work\AWSMusic\ProcessedSongs\Genesis\Seconds Out,YES,YES
MATCHED,92.50%,Genesis,Genesis - Selling England by the Pound,c:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Selling England by the Pound.pdf,Genesis,Selling England By The Pound,c:\Work\AWSMusic\ProcessedSongs\Genesis\Selling England By The Pound,YES,YES
MATCHED,78.05%,George Michael,George Michael - Greatest Hits,c:\Work\AWSMusic\SheetMusic\George Michael\Books\George Michael - Greatest Hits.pdf,George Michael,Greatest Hits,c:\Work\AWSMusic\ProcessedSongs\George Michael\Greatest Hits,YES,YES
MATCHED,64.00%,George Michael,George Michael - Older [Book] ,c:\Work\AWSMusic\SheetMusic\George Michael\Books\George Michael - Older [Book] .pdf,George Michael,Older [book],c:\Work\AWSMusic\ProcessedSongs\George Michael\Older [book],YES,YES
MATCHED,100.00%,Grand Funk Railroad,Grand Funk - Closer To Home [PVG Book],c:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\Books\Grand Funk - Closer To Home [PVG Book].pdf,Grand Funk Railroad,Grand Funk - Closer To Home [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Grand Funk Railroad\Grand Funk - Closer To Home [pvg Book],YES,YES
MATCHED,100.00%,Grand Funk Railroad,Grand Funk - We're An American Band [PVG Book],c:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\Books\Grand Funk - We're An American Band [PVG Book].pdf,Grand Funk Railroad,Grand Funk - We're An American Band [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Grand Funk Railroad\Grand Funk - We're An American Band [pvg Book],YES,YES
MATCHED,71.43%,Grand Funk Railroad,Grand Funk Railroad - Born To Die [PVG Book],c:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\Books\Grand Funk Railroad - Born To Die [PVG Book].pdf,Grand Funk Railroad,Born To Die [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Grand Funk Railroad\Born To Die [pvg Book],YES,YES
