Type,Input Path,Output Path,Similarity
Exact Match,Pink Floyd\Pink Floyd - Wish You Were Here _PVG_.pdf,Pink Floyd/Pink Floyd - Wish You Were Here _PVG_,100%
Exact Match,Pink\Pink - Funhouse _PVG_.pdf,Pink/Pink - Funhouse _PVG_,100%
Exact Match,Pink\Pink - Im Not Dead _PVG Book_.pdf,Pink/Pink - Im Not Dead _PVG Book_,100%
Exact Match,Pink\Pink - Missundaztood _PVG Book_.pdf,Pink/Pink - Missundaztood _PVG Book_,100%
Exact Match,Police\Police - The Great Songs Of The Police.pdf,Police/Police - The Great Songs Of The Police,100%
Exact Match,Pretenders\Pretenders - Best Of Pretenders.pdf,Pretenders/Pretenders - Best Of Pretenders,100%
Exact Match,Prince\Prince - Purple Rain _Score_.pdf,Prince/Prince - Purple Rain _Score_,100%
Exact Match,Queen\Queen - Deluxe Anthology _PVG_.pdf,Queen/Queen - Deluxe Anthology _PVG_,100%
Exact Match,Queen\Queen - Greatest Hits.pdf,Queen/Queen - Greatest Hits,100%
Exact Match,Queen\Queen - Greatest Hits 1 _Score_.pdf,Queen/Queen - Greatest Hits 1 _Score_,100%
Exact Match,Queen\Queen - Greatest Hits II _PVG_.pdf,Queen/Queen - Greatest Hits II _PVG_,100%
Exact Match,Queen\Queen - Hit Songs.pdf,Queen/Queen - Hit Songs,100%
Exact Match,Randy Newman\Randy Newman - Collection.pdf,Randy Newman/Randy Newman - Collection,100%
Exact Match,REO Speedwagon\REO Speedwagon - Good Trouble.pdf,Reo Speedwagon/REO Speedwagon - Good Trouble,100%
Exact Match,REO Speedwagon\REO Speedwagon - Hi Infidelity.pdf,Reo Speedwagon/REO Speedwagon - Hi Infidelity,100%
Exact Match,REO Speedwagon\REO Speedwagon - Life As We Know It.pdf,Reo Speedwagon/REO Speedwagon - Life As We Know It,100%
Exact Match,REO Speedwagon\REO Speedwagon - The Hits.pdf,Reo Speedwagon/REO Speedwagon - The Hits,100%
Exact Match,Robbie Robertson\Robbie Robertson - Songbook _Guitar Tab_.pdf,Robbie Robertson/Robbie Robertson - Songbook _Guitar Tab_,100%
Exact Match,Rod Stewart\Rod Stewart - The Great American Songbook.pdf,Rod Stewart/Rod Stewart - The Great American Songbook,100%
Exact Match,Rolling Stones\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf,Rolling Stones/Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,100%
Exact Match,Rolling Stones\Rolling Stones - Let It Bleed _Guitar Tab_.pdf,Rolling Stones/Rolling Stones - Let It Bleed _Guitar Tab_,100%
Exact Match,Rolling Stones\Rolling Stones - Sticky Fingers _Score_.pdf,Rolling Stones/Rolling Stones - Sticky Fingers _Score_,100%
Exact Match,Roy Orbison\Roy Orbison - Greatest Hits.pdf,Roy Orbison/Roy Orbison - Greatest Hits,100%
Exact Match,Santana\Santana - Off The Record.pdf,Santana/Santana - Off The Record,100%
Exact Match,Scott Joplin\Scott Joplin - The Best Of.pdf,Scott Joplin/Scott Joplin - The Best Of,100%
Exact Match,Shania Twain\Shania Twain - Greatest Hits.pdf,Shania Twain/Shania Twain - Greatest Hits,100%
Exact Match,Shania Twain\Shania Twain - Up _PVG Book_.pdf,Shania Twain/Shania Twain - Up _PVG Book_,100%
Exact Match,Sheryl Crow\Sheryl Crow - Tuesday Night Music Club _PVG Book_.pdf,Sheryl Crow/Sheryl Crow - Tuesday Night Music Club _PVG Book_,100%
Exact Match,Sheryl Crow\Sheryl Crow - Very Best.pdf,Sheryl Crow/Sheryl Crow - Very Best,100%
Exact Match,Spice Girls\Spice Girls - Greatest Hits.pdf,Spice Girls/Spice Girls - Greatest Hits,100%
Exact Match,Steely Dan\Steely Dan - The Best.pdf,Steely Dan/Steely Dan - The Best,100%
Exact Match,Steve Miller Band\Steve Miller Band - 13 Biggest Hits.pdf,Steve Miller Band/Steve Miller Band - 13 Biggest Hits,100%
Exact Match,Steve Miller Band\Steve Miller Band - Rock Best Hits _Jap Score_.pdf,Steve Miller Band/Steve Miller Band - Rock Best Hits _Jap Score_,100%
Exact Match,Steve Winwood\Steve Winwood - Arc Of A Diver _PVG Book_.pdf,Steve Winwood/Steve Winwood - Arc Of A Diver _PVG Book_,100%
Exact Match,Steve Winwood\Steve Winwood - The Great Songs Of.pdf,Steve Winwood/Steve Winwood - The Great Songs Of,100%
Exact Match,Supertramp\Supertramp - Anthology.pdf,Supertramp/Supertramp - Anthology,100%
Exact Match,Supertramp\Supertramp - Breakfast In America _PVG Book_.pdf,Supertramp/Supertramp - Breakfast In America _PVG Book_,100%
Exact Match,Supertramp\Supertramp - Crime Of The Century _Book_.pdf,Supertramp/Supertramp - Crime Of The Century _Book_,100%
Exact Match,Survivor\Survivor - Greatest Hits.pdf,Survivor/Survivor - Greatest Hits,100%
Exact Match,Taylor Swift\Taylor Swift - Best Of _Easy Piano_.pdf,Taylor Swift/Taylor Swift - Best Of _Easy Piano_,100%
Exact Match,Taylor Swift\Taylor Swift - Fearless _PVG Book_.pdf,Taylor Swift/Taylor Swift - Fearless _PVG Book_,100%
Exact Match,Taylor Swift\Taylor Swift - Speak Now _PVG Book_.pdf,Taylor Swift/Taylor Swift - Speak Now _PVG Book_,100%
Exact Match,Taylor Swift\Taylor Swift - Taylor Swift.pdf,Taylor Swift/Taylor Swift - Taylor Swift,100%
Exact Match,Taylor Swift\Taylor Swift - Taylor Swift _Guitar Compilation_.pdf,Taylor Swift/Taylor Swift - Taylor Swift _Guitar Compilation_,100%
Exact Match,The Band\Band - Northern Lights Southern Cross _PVG_.pdf,The Band/Band - Northern Lights Southern Cross _PVG_,100%
Exact Match,The Band\Band - Stage Fright _PVG_.pdf,The Band/Band - Stage Fright _PVG_,100%
Exact Match,The Band\The Band - Rock Of Ages _PVG Book_.pdf,The Band/The Band - Rock Of Ages _PVG Book_,100%
Exact Match,The Band\The Band - The Band And Music From Big Pink.pdf,The Band/The Band - The Band And Music From Big Pink,100%
Exact Match,Tom Lehrer\Tom Lehrer - Book Covers.pdf,Tom Lehrer/Tom Lehrer - Book Covers,100%
Exact Match,Tom Lehrer\Tom Lehrer - Too Many Songs _PVC Book_.pdf,Tom Lehrer/Tom Lehrer - Too Many Songs _PVC Book_,100%
Exact Match,Tori Amos\Tori Amos - _Book_ Anthology.pdf,Tori Amos/Tori Amos - _Book_ Anthology,100%
Exact Match,Toto\Toto - Best of.pdf,Toto/Toto - Best of,100%
Exact Match,Toto\Toto - Collection.pdf,Toto/Toto - Collection,100%
Exact Match,Toto\Toto - Past To Present _Book_.pdf,Toto/Toto - Past To Present _Book_,100%
Exact Match,Traveling Wilburys\Traveling Wilburys - Volume 1.pdf,Traveling Wilburys/Traveling Wilburys - Volume 1,100%
Exact Match,Van Morrison\Van Morrison - Anthology.pdf,Van Morrison/Van Morrison - Anthology,100%
Exact Match,Van Morrison\Van Morrison - Anthology _2_.pdf,Van Morrison/Van Morrison - Anthology _2_,100%
Exact Match,Van Morrison\Van Morrison - Back On Top _Book_.pdf,Van Morrison/Van Morrison - Back On Top _Book_,100%
Exact Match,Van Morrison\Van Morrison - Days Like These _Book_.pdf,Van Morrison/Van Morrison - Days Like These _Book_,100%
Exact Match,Various Artists\Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_.pdf,Various Artists/Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,100%
Exact Match,Various Artists\Various Artists - 50 Platinum Country Hits.pdf,Various Artists/Various Artists - 50 Platinum Country Hits,100%
Exact Match,Various Artists\Various Artists - 50s And 60s.pdf,Various Artists/Various Artists - 50s And 60s,100%
Exact Match,Various Artists\Various Artists - 557 Standards _Sheet Music - Piano__2_.pdf,Various Artists/Various Artists - 557 Standards _Sheet Music - Piano__2_,100%
Exact Match,Various Artists\Various Artists - 62 Stars 62 Hits _60s Compilation_.pdf,Various Artists/Various Artists - 62 Stars 62 Hits _60s Compilation_,100%
Exact Match,Various Artists\Various Artists - 70s Collection - _57pp_.pdf,Various Artists/Various Artists - 70s Collection - _57pp_,100%
Exact Match,Various Artists\Various Artists - 70s Hits _Easy Piano_.pdf,Various Artists/Various Artists - 70s Hits _Easy Piano_,100%
Exact Match,Various Artists\Various Artists - All Time Best Collection Vol 3.pdf,Various Artists/Various Artists - All Time Best Collection Vol 3,100%
Exact Match,Various Artists\Various Artists - Best In Country Sheet Music.pdf,Various Artists/Various Artists - Best In Country Sheet Music,100%
Exact Match,Various Artists\Various Artists - Best Of 80s Rock _PVG_.pdf,Various Artists/Various Artists - Best Of 80s Rock _PVG_,100%
Exact Match,Various Artists\Various Artists - Best Of The 70s And 80s _Solo Piano_.pdf,Various Artists/Various Artists - Best Of The 70s And 80s _Solo Piano_,100%
Exact Match,Various Artists\Various Artists - Best Rock Songs 2000-2005.pdf,Various Artists/Various Artists - Best Rock Songs 2000-2005,100%
Exact Match,Various Artists\Various Artists - Biggest Pop Hits 1996-1997.pdf,Various Artists/Various Artists - Biggest Pop Hits 1996-1997,100%
Exact Match,Various Artists\Various Artists - Chart Hits 01-02.pdf,Various Artists/Various Artists - Chart Hits 01-02,100%
Exact Match,Various Artists\Various Artists - Chart Hits 04-05.pdf,Various Artists/Various Artists - Chart Hits 04-05,100%
Exact Match,Various Artists\Various Artists - Chart Hits 98-99.pdf,Various Artists/Various Artists - Chart Hits 98-99,100%
Exact Match,Various Artists\Various Artists - Classic Rock - 73 songs.pdf,Various Artists/Various Artists - Classic Rock - 73 songs,100%
Exact Match,Various Artists\Various Artists - Collection Of Country Music.pdf,Various Artists/Various Artists - Collection Of Country Music,100%
Exact Match,Various Artists\Various Artists - Complete Piano Player Easy Blues _22 songs_.pdf,Various Artists/Various Artists - Complete Piano Player Easy Blues _22 songs_,100%
Exact Match,Various Artists\Various Artists - Country Classics _PVG_.pdf,Various Artists/Various Artists - Country Classics _PVG_,100%
Exact Match,Various Artists\Various Artists - Even More Songs Of The Eighties _PVG_.pdf,Various Artists/Various Artists - Even More Songs Of The Eighties _PVG_,100%
Exact Match,Various Artists\Various Artists - Golden Era Of Rock And Roll _grab it_.pdf,Various Artists/Various Artists - Golden Era Of Rock And Roll _grab it_,100%
Exact Match,Various Artists\Various Artists - Great Bands Of The 60s _PVG Book_.pdf,Various Artists/Various Artists - Great Bands Of The 60s _PVG Book_,100%
Exact Match,Various Artists\Various Artists - Great Bands Of The 70s _PVG Book_.pdf,Various Artists/Various Artists - Great Bands Of The 70s _PVG Book_,100%
Exact Match,Various Artists\Various Artists - Great Big Book Of Childrens Songs.pdf,Various Artists/Various Artists - Great Big Book Of Childrens Songs,100%
Exact Match,Various Artists\Various Artists - Great Country Collection.pdf,Various Artists/Various Artists - Great Country Collection,100%
Exact Match,Various Artists\Various Artists - Great Songs Of The 70s _Guitar Tab_.pdf,Various Artists/Various Artists - Great Songs Of The 70s _Guitar Tab_,100%
Exact Match,Various Artists\Various Artists - Greatest Hits Of 2004-2005.pdf,Various Artists/Various Artists - Greatest Hits Of 2004-2005,100%
Exact Match,Various Artists\Various Artists - Greatest Love Songs Of 80s.pdf,Various Artists/Various Artists - Greatest Love Songs Of 80s,100%
Exact Match,Various Artists\Various Artists - Greatest Love Songs Of The 60s.pdf,Various Artists/Various Artists - Greatest Love Songs Of The 60s,100%
Exact Match,Various Artists\Various Artists - Greatest Love Songs Of The 70s.pdf,Various Artists/Various Artists - Greatest Love Songs Of The 70s,100%
Exact Match,Various Artists\Various Artists - Greatest Love Songs Of The 80s.pdf,Various Artists/Various Artists - Greatest Love Songs Of The 80s,100%
Exact Match,Various Artists\Various Artists - Heavy Metal Vol III.pdf,Various Artists/Various Artists - Heavy Metal Vol III,100%
Exact Match,Various Artists\Various Artists - Heavy Rock Hits Of The 80s _PVG_.pdf,Various Artists/Various Artists - Heavy Rock Hits Of The 80s _PVG_,100%
Exact Match,Various Artists\Various Artists - History Of Rock - Late 80s.pdf,Various Artists/Various Artists - History Of Rock - Late 80s,100%
Exact Match,Various Artists\Various Artists - More Songs Of The Eighties _PVG_.pdf,Various Artists/Various Artists - More Songs Of The Eighties _PVG_,100%
Exact Match,Various Artists\Various Artists - Music For The Millenium - The Seventies.pdf,Various Artists/Various Artists - Music For The Millenium - The Seventies,100%
Exact Match,Various Artists\Various Artists - Music For The Millennium The Seventies.pdf,Various Artists/Various Artists - Music For The Millennium The Seventies,100%
Exact Match,Various Artists\Various Artists - Oldies But Goodies.pdf,Various Artists/Various Artists - Oldies But Goodies,100%
Exact Match,Various Artists\Various Artists - Popular Piano Solos.pdf,Various Artists/Various Artists - Popular Piano Solos,100%
Exact Match,Various Artists\Various Artists - Songs Of The 60s _PVG_.pdf,Various Artists/Various Artists - Songs Of The 60s _PVG_,100%
Exact Match,Various Artists\Various Artists - The 1980s.pdf,Various Artists/Various Artists - The 1980s,100%
Exact Match,Various Artists\Various Artists - The 60s And 70s Rock Score.pdf,Various Artists/Various Artists - The 60s And 70s Rock Score,100%
Exact Match,Various Artists\Various Artists - The Best Childrens Songs Ever _Easy Piano_.pdf,Various Artists/Various Artists - The Best Childrens Songs Ever _Easy Piano_,100%
Exact Match,Various Artists\Various Artists - The Decade Series - The 1980s.pdf,Various Artists/Various Artists - The Decade Series - The 1980s,100%
Exact Match,Various Artists\Various Artists - The Greatest Love Songs Of The 80s.pdf,Various Artists/Various Artists - The Greatest Love Songs Of The 80s,100%
Exact Match,Various Artists\Various Artists - Ultimate 100 Pop Hits Of The 90s.pdf,Various Artists/Various Artists - Ultimate 100 Pop Hits Of The 90s,100%
Exact Match,Various Artists\Various Artists - Ultimate 80s Songs.pdf,Various Artists/Various Artists - Ultimate 80s Songs,100%
Exact Match,Various Artists\Various Artists - Ultimate Pop Sheet Music Collection 2000.pdf,Various Artists/Various Artists - Ultimate Pop Sheet Music Collection 2000,100%
Exact Match,Vince Guaraldi\Vince Guaraldi - The Vince Guaraldi Collection.pdf,Vince Guaraldi/Vince Guaraldi - The Vince Guaraldi Collection,100%
Exact Match,Whitney Houston\Whitney Houston - The Best Of.pdf,Whitney Houston/Whitney Houston - The Best Of,100%
Exact Match,Who\Who - Quadrophenia _PVG_.pdf,Who/Who - Quadrophenia _PVG_,100%
Exact Match,Who\Who - Who Anthology.pdf,Who/Who - Who Anthology,100%
Exact Match,Wings\Wings - Greatest Hits.pdf,Wings/Wings - Greatest Hits,100%
Exact Match,Wings\Wings - London Town _PVG Book_.pdf,Wings/Wings - London Town _PVG Book_,100%
Exact Match,Wings\Wings - Over America _PVG_.pdf,Wings/Wings - Over America _PVG_,100%
Exact Match,Yes\Yes - Complete Deluxe Edition.pdf,Yes/Yes - Complete Deluxe Edition,100%
Exact Match,ZZ Top\Greatest Hits.pdf,Zz Top/Greatest Hits,100%
Fuzzy Match,Various Artists\Various Artists - Adult Contemporary Hits Of The Nineties.pdf,Various Artists/Adult Contemporary Hits Of The Nineties,85.9%
No Output,_Broadway Shows\Various Artists - 25th Annual Putnam County Spelling Bee.pdf,,
No Output,_Movie and TV\Various Artists - Complete TV And Film.pdf,,
No Output,Elvis Presley\Elvis Presley - The Compleat _PVG Book_.pdf,,
No Output,Eric Clapton\Eric Clapton - The Cream Of Clapton.pdf,,
No Output,Mamas and the Papas\Mamas And The Papas - Songbook _PVG_.pdf,,
No Output,Tom Waits\Tom Waits - Anthology.pdf,,
No Output,Tom Waits\Tom Waits - Tom Waits Anthology.pdf,,
No Output,Vince Guaraldi\Vince Guaraldi - Peanuts Songbook.pdf,,
No Input,,_broadway Shows/Various Artists - High School Musical [score],
No Input,,_broadway Shows/Various Artists - Little Shop Of Horrors (original),
No Input,,_broadway Shows/Various Artists - Wicked [pvg],
No Input,,_broadway Shows/Various Artists - Wicked [score],
No Input,,_broadway Shows/Various Artists - You're A Good Man Charlie Brown [revival] [score],
No Input,,Ben Folds/Ben Folds - Rockin' The Suburbs [Book],
No Input,,Tom Waits/Anthology,
No Input,,Vince Guaraldi/Peanuts Songbook,
