"Artist","BookName","SourcePath","HasProcessed","ProcessedFolder","SongCount"
"_Broadway Shows","Various Artists - Footloose [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Footloose [Score].pdf","True","Various Artists - Footloose [score]","0"
"_Broadway Shows","Various Artists - Grease [1994 Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Grease [1994 Score].pdf","True","Various Artists - Grease [1994 Score]","0"
"_Broadway Shows","Various Artists - Grease [2003 Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Grease [2003 Score].pdf","True","Various Artists - Grease [2003 Score]","0"
"_Broadway Shows","Various Artists - Hair (rev 1995) - Piano Conductor Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Hair (rev 1995) - Piano Conductor Score.pdf","True","Various Artists - Hair (rev 1995) - Piano Conductor Score","44"
"_Broadway Shows","Various Artists - High School Musical 1 [Libretto]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - High School Musical 1 [Libretto].pdf","False","","0"
"_Broadway Shows","Various Artists - High School Musical [score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - High School Musical [score].pdf","True","Various Artists - High School Musical [score]","0"
"_Broadway Shows","Various Artists - Jesus Christ Superstar","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Jesus Christ Superstar.pdf","True","Various Artists - Jesus Christ Superstar","8"
"_Broadway Shows","Various Artists - Legally Blonde - score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Legally Blonde - score.pdf","True","Various Artists - Legally Blonde - Score","1"
"_Broadway Shows","Various Artists - Les Miserables - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Les Miserables - Full Score.pdf","True","Various Artists - Les Miserables - Full Score","16"
"_Broadway Shows","Various Artists - Les Miserables - Piano-Conductor (complete)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Les Miserables - Piano-Conductor (complete).pdf","True","Various Artists - Les Miserables - Piano-conductor (complete)","5"
"_Broadway Shows","Various Artists - Les Miserables - Piano-Conductor","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Les Miserables - Piano-Conductor.pdf","True","Various Artists - Les Miserables - Piano-conductor","4"
"_Broadway Shows","Various Artists - Lion King [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Lion King [Score].pdf","True","Various Artists - Lion King [score]","0"
"_Broadway Shows","Various Artists - Little Mermaid Workshop score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Little Mermaid Workshop score.PDF","True","Various Artists - Little Mermaid Workshop Score","1"
"_Broadway Shows","Various Artists - Little Shop Of Horrors (Broadway)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Little Shop Of Horrors (Broadway).pdf","False","","0"
"_Broadway Shows","Various Artists - Little Shop of Horrors (original)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Little Shop of Horrors (original).pdf","True","Various Artists - Little Shop Of Horrors (original)","2"
"_Broadway Shows","Various Artists - Little Shop of Horrors Script","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Little Shop of Horrors Script.pdf","False","","0"
"_Broadway Shows","Various Artists - Mary Poppins","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Mary Poppins.pdf","True","Various Artists - Mary Poppins","1"
"_Broadway Shows","Various Artists - Phantom of Opera [SATB]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Phantom of Opera [SATB].pdf","True","Various Artists - Phantom Of Opera [satb]","0"
"_Broadway Shows","Various Artists - Phantom of the Opera [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Phantom of the Opera [Score].pdf","True","Various Artists - Phantom Of The Opera [score]","0"
"_Broadway Shows","Various Artists - Phantom of the Opera","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Phantom of the Opera.pdf","True","Various Artists - Phantom Of The Opera","1"
"_Broadway Shows","Various Artists - Rent [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Rent [Score].pdf","True","Various Artists - Rent [score]","0"
"_Broadway Shows","Various Artists - Rocky Horror Show Revised - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Rocky Horror Show Revised - Full Score.pdf","True","Various Artists - Rocky Horror Show Revised - Full Score","24"
"_Broadway Shows","Various Artists - Rocky Horror Show","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Rocky Horror Show.pdf","True","Various Artists - Rocky Horror Show","1"
"_Broadway Shows","Various Artists - Seussical - TYA","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Seussical - TYA.pdf","True","Various Artists - Seussical - Tya","38"
"_Broadway Shows","Various Artists - Seussical [Piano-Conductor]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Seussical [Piano-Conductor].pdf","True","Various Artists - Seussical [piano-conductor]","0"
"_Broadway Shows","Various Artists - Seussical [PV Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Seussical [PV Score].pdf","True","Various Artists - Seussical [pv Score]","0"
"_Broadway Shows","Various Artists - Shrek The Musical","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Shrek The Musical.pdf","False","","0"
"_Broadway Shows","Various Artists - Sound of Music (Vocal Selections)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Sound of Music (Vocal Selections).pdf","True","Various Artists - Sound Of Music (vocal Selections)","7"
"_Broadway Shows","Various Artists - Sound of Music","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Sound of Music.pdf","True","Various Artists - Sound Of Music","16"
"_Broadway Shows","Various Artists - Spamalot","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Spamalot.pdf","True","Various Artists - Spamalot","65"
"_Broadway Shows","Various Artists - Sweeney Todd Vocal Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Sweeney Todd Vocal Score.pdf","True","Various Artists - Sweeney Todd Vocal Score","19"
"_Broadway Shows","Various Artists - The Hobbit Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - The Hobbit Score.pdf","True","Various Artists - The Hobbit Score","11"
"_Broadway Shows","Various Artists - The Ultimate BROADWAY fakebook","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - The Ultimate BROADWAY fakebook.pdf","True","Various Artists - The Ultimate Broadway Fakebook","406"
"_Broadway Shows","Various Artists - Wicked [PVG]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Wicked [PVG].pdf","True","Various Artists - Wicked [pvg]","0"
"_Broadway Shows","Various Artists - Wicked [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Wicked [Score].pdf","True","Various Artists - Wicked [score]","0"
"_Broadway Shows","Various Artists - Wizard Of Oz (RSC Piano-Conductor)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Wizard Of Oz (RSC Piano-Conductor).pdf","True","Various Artists - Wizard Of Oz (rsc Piano-conductor)","20"
"_Broadway Shows","Various Artists - Wizard Of Oz - Piano Conductor","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Wizard Of Oz - Piano Conductor.pdf","True","Various Artists - Wizard Of Oz - Piano Conductor","24"
"_Broadway Shows","Various Artists - You're A Good Man Charlie Brown (Score)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - You're A Good Man Charlie Brown (Score).pdf","False","","0"
"_Broadway Shows","Various Artists - You're A Good Man Charlie Brown [revival] [score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - You're A Good Man Charlie Brown [revival] [score].pdf","True","Various Artists - You're A Good Man Charlie Brown [revival] [score]","0"
"_Broadway Shows","Wicked Workshop","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Wicked Workshop.pdf","False","","0"
