artist,original_book_name,original_book_path,has_converted_songs,song_count,converted_folder
Various Artists,Various Artists - Chart Hits 01-02,Books\Various Artists - Chart Hits 01-02.pdf,Yes,1,Various Artists\Chart Hits 01-02
Various Artists,Various Artists - Chart Hits 04-05,Books\Various Artists - Chart Hits 04-05.pdf,Yes,19,Various Artists\Chart Hits 04-05
Various Artists,Various Artists - Chart Hits 98-99,Books\Various Artists - Chart Hits 98-99.pdf,Yes,26,Various Artists\Chart Hits 98-99
Various Artists,Various Artists - Classic Rock - 73 songs,Books\Various Artists - Classic Rock - 73 songs.pdf,Yes,73,Various Artists\Classic Rock - 73 Songs
Various Artists,Various Artists - Collection Of Country Music,Books\Various Artists - Collection Of Country Music.pdf,Yes,72,Various Artists\Collection Of Country Music
Various Artists,Various Artists - Complete Piano Player Easy Blues (22 songs),Books\Various Artists - Complete Piano Player Easy Blues (22 songs).pdf,Yes,21,Various Artists\Complete Piano Player Easy Blues (22 Songs)
Various Artists,Various Artists - Country Classics [PVG],Books\Various Artists - Country Classics [PVG].pdf,Yes,49,Various Artists\Country Classics [pvg]
Various Artists,Various Artists - Even More Songs Of The Eighties [PVG],Books\Various Artists - Even More Songs Of The Eighties [PVG].pdf,Yes,39,Various Artists\Even More Songs Of The Eighties [pvg]
Various Artists,Various Artists - Golden Era of Rock and Roll (grab it!),Books\Various Artists - Golden Era of Rock and Roll (grab it!).pdf,Yes,99,Various Artists\Golden Era Of Rock And Roll (grab It!)
Various Artists,Various Artists - Great Bands Of The 60s [PVG Book],Books\Various Artists - Great Bands Of The 60s [PVG Book].pdf,Yes,25,Various Artists\Great Bands Of The 60s [pvg Book]
Various Artists,Various Artists - Great Bands Of The 70s [PVG Book],Books\Various Artists - Great Bands Of The 70s [PVG Book].pdf,Yes,21,Various Artists\Great Bands Of The 70s
Various Artists,Various Artists - Great Big Book of Children's Songs,Books\Various Artists - Great Big Book of Children's Songs.pdf,Yes,73,Various Artists\Great Big Book Of Children's Songs
Various Artists,Various Artists - Great Country Collection,Books\Various Artists - Great Country Collection.pdf,Yes,14,Various Artists\Great Country Collection
Various Artists,Various Artists - Great Songs Of The 70s [Guitar Tab],Books\Various Artists - Great Songs Of The 70s [Guitar Tab].pdf,Yes,30,Various Artists\Great Songs Of The 70s [guitar Tab]
Various Artists,Various Artists - Greatest Hits Of 2004-2005,Books\Various Artists - Greatest Hits Of 2004-2005.pdf,Yes,59,Various Artists\Greatest Hits Of 2004-2005
Various Artists,Various Artists - Greatest Love Songs Of 80s,Books\Various Artists - Greatest Love Songs Of 80s.pdf,Yes,25,Various Artists\Greatest Love Songs Of 80s
Various Artists,Various Artists - Greatest Love Songs Of The 60s,Books\Various Artists - Greatest Love Songs Of The 60s.pdf,Yes,25,Various Artists\Greatest Love Songs Of The 60s
Various Artists,Various Artists - Greatest Love Songs Of The 70s,Books\Various Artists - Greatest Love Songs Of The 70s.pdf,Yes,26,Various Artists\Greatest Love Songs Of The 70s
Various Artists,Various Artists - Greatest Love Songs Of The 80s,Books\Various Artists - Greatest Love Songs Of The 80s.pdf,Yes,25,Various Artists\Greatest Love Songs Of The 80s
Various Artists,Various Artists - Heavy Metal Vol. III,Books\Various Artists - Heavy Metal Vol. III.pdf,Yes,13,Various Artists\Heavy Metal Vol. Iii
Various Artists,Various Artists - Heavy Rock Hits Of The 80s [PVG],Books\Various Artists - Heavy Rock Hits Of The 80s [PVG].pdf,Yes,20,Various Artists\Heavy Rock Hits Of The 80s [pvg]
Various Artists,Various Artists - History Of Rock - Late 80s,Books\Various Artists - History Of Rock - Late 80s.pdf,Yes,43,Various Artists\History Of Rock - Late 80s
Various Artists,Various Artists - More Songs Of The Eighties [PVG],Books\Various Artists - More Songs Of The Eighties [PVG].pdf,Yes,42,Various Artists\More Songs Of The Eighties [pvg]
Various Artists,Various Artists - Music For The Millenium - The Seventies,Books\Various Artists - Music For The Millenium - The Seventies.pdf,Yes,17,Various Artists\Music For The Millenium - The Seventies
Various Artists,Various Artists - Music For The Millennium The Seventies,Books\Various Artists - Music For The Millennium The Seventies.pdf,Yes,17,Various Artists\Music For The Millennium The Seventies
Various Artists,Various Artists - Oldies But Goodies,Books\Various Artists - Oldies But Goodies.pdf,Yes,40,Various Artists\Oldies But Goodies
Various Artists,Various Artists - Popular Piano Solos,Books\Various Artists - Popular Piano Solos.pdf,Yes,11,Various Artists\Popular Piano Solos
Various Artists,Various Artists - Songs Of The 60s [PVG],Books\Various Artists - Songs Of The 60s [PVG].pdf,Yes,60,Various Artists\Songs Of The 60s [pvg]
Various Artists,Various Artists - The 1980s,Books\Various Artists - The 1980s.pdf,Yes,30,Various Artists\The 1980s
Various Artists,Various Artists - The 60s and 70s Rock Score,Books\Various Artists - The 60s and 70s Rock Score.pdf,Yes,9,Various Artists\The 60s And 70s Rock Score
Various Artists,Various Artists - The Best Children's Songs Ever (Easy Piano),Books\Various Artists - The Best Children's Songs Ever (Easy Piano).pdf,Yes,103,Various Artists\The Best Children's Songs Ever (easy Piano)
Various Artists,Various Artists - The Decade Series - The 1980s,Books\Various Artists - The Decade Series - The 1980s.pdf,Yes,30,Various Artists\The 1980s
Various Artists,Various Artists - The Greatest Love Songs of the 80s,Books\Various Artists - The Greatest Love Songs of the 80s.pdf,Yes,25,Various Artists\Greatest Love Songs Of The 80s
Various Artists,Various Artists - Ultimate 100 Pop Hits Of The 90s,Books\Various Artists - Ultimate 100 Pop Hits Of The 90s.pdf,Yes,101,Various Artists\Ultimate 100 Pop Hits Of The 90s
Various Artists,Various Artists - Ultimate 80s Songs,Books\Various Artists - Ultimate 80s Songs.pdf,No,0,
Various Artists,Various Artists - Ultimate Pop Sheet Music Collection 2000,Books\Various Artists - Ultimate Pop Sheet Music Collection 2000.pdf,Yes,84,Various Artists\Ultimate Pop Sheet Music Collection 2000
Vince Guaraldi,Vince Guaraldi - Peanuts Songbook,Books\Vince Guaraldi - Peanuts Songbook.pdf,Yes,28,Vince Guaraldi\Peanuts Songbook
Vince Guaraldi,Vince Guaraldi - The Vince Guaraldi Collection,Books\Vince Guaraldi - The Vince Guaraldi Collection.pdf,Yes,9,Vince Guaraldi\The Vince Guaraldi Collection
Whitney Houston,Whitney Houston - The Best Of,Books\Whitney Houston - The Best Of.pdf,Yes,10,Whitney Houston\The Best Of
Who,Who - Quadrophenia (PVG),Books\Who - Quadrophenia (PVG).pdf,No,0,
Who,Who - Who Anthology-(0001),Books\Who - Who Anthology-(0001).pdf,Yes,44,Who\Who Anthology
Who,Who - Who Anthology,Books\Who - Who Anthology.pdf,Yes,44,Who\Who Anthology
Wings,Wings - Greatest Hits,Books\Wings - Greatest Hits.pdf,No,0,
Wings,Wings - London Town (PVG Book),Books\Wings - London Town (PVG Book).pdf,No,0,
Wings,Wings - Over America [PVG],Books\Wings - Over America [PVG].pdf,No,0,
Yes,Yes - Complete Deluxe Edition,Books\Yes - Complete Deluxe Edition.pdf,Yes,29,Yes\Complete Deluxe Edition
ZZ Top,ZZ Top- Greatest Hits (2),Books\ZZ Top- Greatest Hits (2).pdf,Yes,21,Zz Top\Greatest Hits
ZZ Top,ZZ Top- Greatest Hits,Books\ZZ Top- Greatest Hits.pdf,Yes,21,Zz Top\Greatest Hits
